source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
CCD00179N,0,ABUCASIS_TIP_PREST,Absolute neutrophil (blood),3017732,LOINC,1970-01-01,2099-12-31,
300113010000N0000021,0,ABUCASIS_TIP_PREST,TOTAL CHOLESTEROL,4008265,SNOMED,1970-01-01,2099-12-31,
CCD00091N,0,ABUCASIS_TIP_PREST,EOSINOPHILS ABSOLUTE (blood),3013115,LOINC,1970-01-01,2099-12-31,
CCD00021N,0,ABUCASIS_TIP_PREST,DISTRIBUTION WIDTH erythrocytes (blood),3002385,LOINC,1970-01-01,2099-12-31,
300113010000N0000003,0,ABUCASIS_TIP_PREST,Alanine aminotransferase (GPT),4146380,SNOMED,1970-01-01,2099-12-31,
300113010000N0000018,0,ABUCASIS_TIP_PREST,HDL CHOLESTEROL,4101713,SNOMED,1970-01-01,2099-12-31,
300113010000N0000019,0,ABUCASIS_TIP_PREST,CALCULATED LDL CHOLESTEROL,4191837,SNOMED,1970-01-01,2099-12-31,
300113010000N0000057,0,ABUCASIS_TIP_PREST,urate,4313992,SNOMED,1970-01-01,2099-12-31,
300113010000N0000055,0,ABUCASIS_TIP_PREST,SODIUM,4097430,SNOMED,1970-01-01,2099-12-31,
300113010000N0000052,0,ABUCASIS_TIP_PREST,POTASSIUM,4245152,SNOMED,1970-01-01,2099-12-31,
300113010000N0000038,0,ABUCASIS_TIP_PREST,Gamma-glutamyl transpeptidase (GGT),4289475,SNOMED,1970-01-01,2099-12-31,
CCD00086K,0,ABUCASIS_TIP_PREST,DENSITY (IN URINE),3008204,LOINC,1970-01-01,2099-12-31,
300113010000N0000058,0,ABUCASIS_TIP_PREST,UREA,4020121,SNOMED,1970-01-01,2099-12-31,
300113010000N0000007,0,ABUCASIS_TIP_PREST,Aspartate aminotransferase (GOT),4263457,SNOMED,1970-01-01,2099-12-31,
CCD00084K,0,ABUCASIS_TIP_PREST,Ketones (IN URINE),4042243,SNOMED,1970-01-01,2099-12-31,
CCD00124K,0,ABUCASIS_TIP_PREST,GLUCOSE (IN URINE),4149883,SNOMED,1970-01-01,2099-12-31,
CCD00190K,0,ABUCASIS_TIP_PREST,PH (IN URINE),3015736,LOINC,1970-01-01,2099-12-31,
CCD00203K,0,ABUCASIS_TIP_PREST,PROTEIN (URINE),4211845,SNOMED,1970-01-01,2099-12-31,
300113040000N0000670,0,ABUCASIS_TIP_PREST,TSH (thyroid),4246879,SNOMED,1970-01-01,2099-12-31,
CCD00042K,0,ABUCASIS_TIP_PREST,Bilirubin (IN URINE),4230546,SNOMED,1970-01-01,2099-12-31,
CCD00223K,0,ABUCASIS_TIP_PREST,Urobilinogen (IN URINE),4283360,SNOMED,1970-01-01,2099-12-31,
CCD00154K,0,ABUCASIS_TIP_PREST,LEUCOCYTES (IN URINE),4190448,SNOMED,1970-01-01,2099-12-31,
CCD00214N,0,ABUCASIS_TIP_PREST,Prothrombin time ratio (INR) (blood),46285118,SNOMED,1970-01-01,2099-12-31,
CCD00181K,0,ABUCASIS_TIP_PREST,Nitrites (IN URINE),4247903,SNOMED,1970-01-01,2099-12-31,
300113010000Q0001058,0,ABUCASIS_TIP_PREST,Estimated glomerular filtration rate MDRD-4,44806420,SNOMED,1970-01-01,2099-12-31,
CCD00139K,0,ABUCASIS_TIP_PREST,Hemoglobin (IN URINE),3003344,LOINC,1970-01-01,2099-12-31,
300113010000N0000032,0,ABUCASIS_TIP_PREST,ALKALINE PHOSPHATASE,4230636,SNOMED,1970-01-01,2099-12-31,
300113010000N0000010,0,ABUCASIS_TIP_PREST,TOTAL BILIRUBIN,4230543,SNOMED,1970-01-01,2099-12-31,
300113010000N0000044,0,ABUCASIS_TIP_PREST,Glycated hemoglobin A1c (HbA1c),3004410,LOINC,1970-01-01,2099-12-31,
CCD00209K,0,ABUCASIS_TIP_PREST,Sediment (IN URINE),36306181,LOINC,1970-01-01,2099-12-31,
300113010000N0000045,0,ABUCASIS_TIP_PREST,IRON,4178785,SNOMED,1970-01-01,2099-12-31,
300113010000N0001681,0,ABUCASIS_TIP_PREST,Estimated glomerular filtration rate CKD - ​​EPI,44806420,SNOMED,1970-01-01,2099-12-31,
CCD00065K,0,ABUCASIS_TIP_PREST,COCIENTE microalbumin / creatinine (IN URINE),3022826,LOINC,1970-01-01,2099-12-31,
300113020000K0000081,0,ABUCASIS_TIP_PREST,Microalbumin (URINE),3000034,LOINC,1970-01-01,2099-12-31,
300113030100N0000123,0,ABUCASIS_TIP_PREST,FERRITIN,4176561,SNOMED,1970-01-01,2099-12-31,
300113020000K0000071,0,ABUCASIS_TIP_PREST,Creatinine (URINE),4150621,SNOMED,1970-01-01,2099-12-31,
300114029900N0000073,0,ABUCASIS_TIP_PREST,TIME PROTHROMBIN,4245261,SNOMED,1970-01-01,2099-12-31,
CCD00143N,0,ABUCASIS_TIP_PREST,QUICK INDEX (blood),4246053,SNOMED,1970-01-01,2099-12-31,
300113010000N0000053,0,ABUCASIS_TIP_PREST,TOTAL PROTEINS,4119650,SNOMED,1970-01-01,2099-12-31,
300113010000N0000012,0,ABUCASIS_TIP_PREST,CALCIUM,4216722,SNOMED,1970-01-01,2099-12-31,
300114029900N0000077,0,ABUCASIS_TIP_PREST,PARTIAL THROMBOPLASTIN TIME ON (APTT),4175016,SNOMED,1970-01-01,2099-12-31,
300113010000N0000016,0,ABUCASIS_TIP_PREST,CHLORIDE,4188066,SNOMED,1970-01-01,2099-12-31,
300113030100N0000153,0,ABUCASIS_TIP_PREST,C-REACTIVE PROTEIN (CRP),4208414,SNOMED,1970-01-01,2099-12-31,
CCD00218N,0,ABUCASIS_TIP_PREST,Activated Partial Thromboplastin TIME (APTT) IN RATIO (blood),4307179,SNOMED,1970-01-01,2099-12-31,
CCD00137K,0,ABUCASIS_TIP_PREST,RED BLOOD CELLS (IN URINE),4014489,SNOMED,1970-01-01,2099-12-31,
300114030000N0000090,0,ABUCASIS_TIP_PREST,Erythrocyte sedimentation rate,3015183,LOINC,1970-01-01,2099-12-31,
300113010000N0000025,0,ABUCASIS_TIP_PREST,Creatine Kinase (CK),4265595,SNOMED,1970-01-01,2099-12-31,
