sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:spanish description,matchScore,targetConceptId,targetConceptName,targetVocabularyId,targetDomainId,targetStandardConcept,targetChildCount,targetParentCount,targetConceptClassId,targetConceptCode,targetValidStartDate,targetValidEndDate,targetInvalidReason
F-SS-14,,1,,TARJETA OTRA CCAA PN EN ZONA LIMITROFE,0.0,0,Unmapped,,,,0,0,,,,,
S-CS-12,Foreign pregnant,1,,NA EMBARAZADA EXTRANJERA,0.6699985265731812,45881770,Pregnant,LOINC,Meas Value,S,0,0,Answer,LA15173-0,19700101,20991231,
S-N-10,Under study,1,,EN ESTUDIO,0.8147886395454407,4076516,Study,SNOMED,Observation,S,0,1,Location,224699009,19700101,20991231,
S-N-18,Not classified in any category,9,,NO PVPS,0.6114451885223389,4193505,T category,SNOMED,Observation,S,3,1,Staging / Scales,78873005,19700101,20991231,
S-N-12,,1,,USUARIO CEE DE BAJA EN TESORERIA,0.0,0,Unmapped,,,,0,0,,,,,
F-M06-3,,1,,MUGEJU PRIVADO CON AP,0.0,0,Unmapped,,,,0,0,,,,,
S-N-17,?,1,,SOLICITUD PVPS,0.0,0,Unmapped,,,,0,0,,,,,
F-SS-30,,1,,INTERNACIONAL BENEFICIARIO PENSIONISTA,0.0,0,Unmapped,,,,0,0,,,,,
F-SS-29,,1,,INTERNACIONAL BENEFICIARIO TRABAJADOR,0.0,0,Unmapped,,,,0,0,,,,,
F-EX-3,?,1,,CONVENIO BILATERAL AC,0.0,0,Unmapped,,,,0,0,,,,,
S-CS-14,,1,,EXPEDIENTE SR OTRA COMUNIDAD PN,0.0,0,Unmapped,,,,0,0,,,,,
S-DS-37,Temporal disability (Public Mugeju?),1,,MUGEJU PUBLICO DISCAPACIDAD TEMPORAL,0.3140028417110443,4170893,Mental handicap,SNOMED,Condition,S,0,2,Clinical Finding,47437004,19700101,20991231,
S-CS-33,?,1,,ASU EN TRAMITE,0.0,0,Unmapped,,,,0,0,,,,,
S-CS-22,,1,,EXT. A DEMANDA PRORROGADA,0.0,0,Unmapped,,,,0,0,,,,,
S-DS-40,,1,,ISFAS 1DISCAPACIDAD TEMPORAL,0.0,0,Unmapped,,,,0,0,,,,,
S-DS-21,,1,,MUGEJU PRIVADO DISCAPACIDAD TEMPORAL,0.0,0,Unmapped,,,,0,0,,,,,
S-DS-14,,1,,MUFACE PRIVADO DISCAPACIDAD INDEFINIDA,0.0,0,Unmapped,,,,0,0,,,,,
S-CS-27,TEMPORARY ASSISTANCE,1,,ASISTENCIA TEMPORAL,0.7183495759963989,4033243,Transitory,SNOMED,Observation,S,0,1,Qualifier Value,14803004,19700101,20991231,
S-DS-28,,1,,PRORROGA ASIST.DISCAPACIDAD TEMPORAL,0.0,0,Unmapped,,,,0,0,,,,,
S-DS-47,Long term disability/handicap (dual private & public subsidy),1,,DOBLE COBERT MUTUAL. - SS DISC INDEF.,0.28889524936676025,44804444,Disability care - National Public Health Classification,SNOMED,Observation,S,0,1,Qualifier Value,720331000000102,20140401,20991231,
F-SS-7,DOUBLE COVERAGE AC ISFAS,9,,DOBLE COBERTURA ISFAS AC,0.48825588822364807,4045414,Double,SNOMED,Observation,S,0,2,Qualifier Value,1305003,19700101,20991231,
F-M01-3,Private Muface with AP? ,1,,MUFACE PRIVADO CON AP,0.24726875126361847,45882566,Private well,LOINC,Meas Value,S,0,0,Answer,LA14181-4,19700101,20991231,
S-CS-1,People without resources,1,,PERSONAS SIN RECURSOS - INSS,0.5925450325012207,35631115,Resource,SNOMED,Observation,S,0,1,Qualifier Value,9647001000001108,20180731,20991231,
S-DS-34,Temporal disability / handicap. Muface?,1,,MUFACE PUBLICO DISCAPACIDAD TEMPORAL,0.3880993723869324,44790618,Disability of hand,SNOMED,Condition,S,0,1,Clinical Finding,239621000000107,20140401,20991231,
F-MP-1,municipality?,11,,MUNPAL,0.4243335425853729,46270760,Municipal water system and well,SNOMED,Device,S,0,1,Physical Object,708722008,20150731,20991231,
S-N-7,case file pending,1,,EXPEDIENTE EN TRAMITE,0.5576383471488953,4052169,Court case pending,SNOMED,Observation,S,1,1,Clinical Finding,160814006,19700101,20991231,
S-CS-15,Toxic syndrome. Meaning? ,1,,SINDROME TOXICO,0.3396204710006714,37395832,C syndrome,SNOMED,Condition,S,0,3,Clinical Finding,715409005,20160731,20991231,
S-CS-13,,1,,EXPEDIENTE SR OTRA COMUNIDAD AC,0.0,0,Unmapped,,,,0,0,,,,,
S-CS-18,Managed by another community? ,1,,DECRETO OTRA COMUNIDAD AC NO EMP,0.36096900701522827,44804741,Community care management,SNOMED,Procedure,S,0,1,Procedure,781901000000106,20140401,20991231,
S-CS-10,SOLIDARITY CARD,1,,TARJETA SOLIDARIA,0.4602817893028259,37111179,ACS - Activity Card Sort,SNOMED,Observation,S,0,1,Staging / Scales,725813005,20170731,20991231,
S-N-8,No social benefits ,11,,Nº SS SIN PRESTACIONES,0.6839956045150757,4330024,Social security benefits,SNOMED,Observation,S,13,1,Qualifier Value,224774000,19700101,20991231,
S-DS-25,Temporal disability/handicap,1,,EXPEDIENTE SR DISCAPACIDAD TEMPORAL,0.5172039270401001,4052648,Disability,SNOMED,Condition,S,33,1,Clinical Finding,21134002,19700101,20991231,
F-SS-3,Dual cover with Mugeju AC? ,1,,DOBLE COBERTURA CON MUGEJU AC,0.16473853588104248,4147351,Gastrojejunal ulcer with perforation,SNOMED,Condition,S,5,4,Clinical Finding,30183003,19700101,20991231,
S-DS-29,Long-term disability / handicap,1,,EXT. A DEMANDA DISCAPACIDAD INDEFINIDA,0.5975634455680847,45880427,Long-term care facility,LOINC,Meas Value,S,0,0,Answer,LA18066-3,19700101,20991231,
F-MUT-2,Card from another autonomous community. Private ,1,,TARJETA OTRA CCAA MUTUAL.PRIVADO,0.3671009838581085,4075495,Support from caring community,SNOMED,Observation,S,2,1,Clinical Finding,224508000,19700101,20991231,
S-CS-16,?,1,,EXTENSION ASISTENCIA A DEMANDA,0.0,0,Unmapped,,,,0,0,,,,,
S-CS-23,APPROVAL PENDING POLICY,1,,PENDIENTE APROBACION POLIZA,0.3036821484565735,45885203,Inappropriate/no policy,LOINC,Meas Value,S,0,0,Answer,LA7506-4,19700101,20991231,
S-DS-48,,1,,DOBLE COBERT. MUTUAL. -SS DISC TEMP,0.0,0,Unmapped,,,,0,0,,,,,
S-CS-28,NA INTERNATIONAL PROTECTION APPLICANTS,1,,NA SOLICITANTES PROTECCION INTERNACIONAL,0.4248325228691101,4035288,Application of external splintage,SNOMED,Procedure,S,6,1,Procedure,239665000,19700101,20991231,
S-N-4,ACCREDITATION DENIED BY TREASURY,1,,ACREDITACIÓN DENEGADA POR TESORERÍA,0.43531954288482666,45880446,Denied by order,LOINC,Meas Value,S,0,0,Answer,LA18925-0,19700101,20991231,
S-DS-1,?,1,,PTE REVISAR ASEGURAMIENTO DISC,0.0,0,Unmapped,,,,0,0,,,,,
S-DS-46,Temporary disability (urgent),1,,ISFAS URGENCIA DISCAPACIDAD TEMPORAL,0.5216162800788879,4052648,Disability,SNOMED,Condition,S,33,1,Clinical Finding,21134002,19700101,20991231,
S-CS-9,A person who contributes and pays to the system.,7,,F.A.S.,0.30167195200920105,40769300,I am a person who always gets the job done [UPPS-P],LOINC,Measurement,S,0,3,Clinical Observation,66640-4,20110621,20991231,
S-DS-26,Extended long-term disability,1,,PRORROGA ASIST. DISCAPACIDAD INDEFINIDA,0.6469468474388123,45880427,Long-term care facility,LOINC,Meas Value,S,0,0,Answer,LA18066-3,19700101,20991231,
F-SS-11,ACTIVE person with benefits from Social Security but he is from another Autonomous community,366,,TARJETA OTRA CCAA AC,0.5673034191131592,4330024,Social security benefits,SNOMED,Observation,S,13,1,Qualifier Value,224774000,19700101,20991231,
F-EX-4,Bilateral agreement PN? ,1,,CONVENIO BILATERAL PN,0.40964245796203613,706269,Agreement,LOINC,Meas Value,S,0,0,Doc Kind,LP173389-0,20180615,20991231,
S-CS-2,Unemployed,292,,DESEMPL. PTE RECONOCER ASEGURAM.,1.0,45877709,Unemployed,LOINC,Meas Value,S,0,0,Answer,LA17956-6,19700101,20991231,
S-DS-15,Long-term handicap/disability (and receives help from private insurance?),1,,MUGEJU PRIVADO DISCAPACIDAD INDEFINIDA,0.42644694447517395,4076374,Receives help from relative,SNOMED,Observation,S,0,1,Clinical Finding,224480007,19700101,20991231,
S-DS-35,Long term disability/handicap ,1,,MUGEJU PUBLICO DISCAPACIDAD INDEFINIDA,0.4963892698287964,4052648,Disability,SNOMED,Condition,S,33,1,Clinical Finding,21134002,19700101,20991231,
F-EX-1,European Health insurance card,239,,TARJETA SANITARIA EUROPEA - CPS AC,0.8282840251922607,44810106,Holds European Health Insurance Card,SNOMED,Observation,S,0,1,Clinical Finding,896271000000104,20140401,20991231,
S-N-20,Affiliated to European institutions. RCSE? ,1,,AFILIADO RCSE- INSTITUCIONES EUROPEAS,0.23783129453659058,4088533,Seen in institution,SNOMED,Observation,S,0,1,Clinical Finding,185207006,19700101,20991231,
S-CS-6,Free drug dispensation due to a special program,1,,PROGRAMAS ESPECIALES FARMACIA GRATUITA,0.41815289855003357,4103376,Eruption due to drug,SNOMED,Observation,S,21,3,Clinical Finding,28926001,19700101,20991231,
S-DS-7,Temporary handicap/disability (and receives help from government),5,,ALTA EN SS DISCAPACIDAD TEMPORAL,0.48481595516204834,4076374,Receives help from relative,SNOMED,Observation,S,0,1,Clinical Finding,224480007,19700101,20991231,
S-CS-7,SPECIAL PROGRAMS WITH CONTRIBUTION,1,,PROGRAMAS ESPECIALES CON APORTACION,0.43997958302497864,3045948,"Special treatments, procedures and programs Set",LOINC,Observation,S,2,5,Survey,46060-0,19700101,20991231,
S-DS-32,Long-term handicap/disability (Muface?),1,,MUFACE PUBLICO DISCAPACIDAD INDEFINIDA,0.3794252574443817,45880427,Long-term care facility,LOINC,Meas Value,S,0,0,Answer,LA18066-3,19700101,20991231,
S-CS-8,Unemployed?,9,,DESEMPL. PTE RECONOCER ASEGURAM.,0.6860666275024414,45877709,Unemployed,LOINC,Meas Value,S,0,0,Answer,LA17956-6,19700101,20991231,
S-N-3,Expired accreditation,179,,ACREDITACIÓN CADUCADA,0.6741155982017517,45882186,Expired,LOINC,Meas Value,S,0,0,Answer,LA10325-1,19700101,20991231,
F-SS-9,Registered/admitted in the Social security system with international agreement. AC? ,1,,ALTA EN SS AC CONVENIO INTERNACIONAL,0.3118820786476135,937694,Androgen deprivation therapy prescribed/administered in combination with external beam radiotherapy to the prostate,HCPCS,Procedure,S,0,0,HCPCS,G9894,20180101,20991231,
F-A05-5,?,1,,ISFASU,0.0,0,Unmapped,,,,0,0,,,,,
F-SS-8,government health insurance for civilians and pensioner,24,,DOBLE COBERTURA ISFAS PN,0.468986839056015,4009361,Government intelligence officer,SNOMED,Observation,S,0,1,Social Context,158863008,19700101,20991231,
S-CS-35,Universal health care,1,,ATENCION SANITARIA UNIVERSAL OTROS,0.7205609679222107,4251194,Universal,SNOMED,Observation,S,0,2,Qualifier Value,73548004,19700101,20991231,
S-CS-3,People without resources,1,,PERSONAS SIN RECURSOS - CV,0.5925450325012207,35631115,Resource,SNOMED,Observation,S,0,1,Qualifier Value,9647001000001108,20180731,20991231,
S-CS-36,Pending,1,,ASU EN TRAMITE OTROS,0.6714465618133545,4281378,Extending,SNOMED,Observation,S,0,1,Qualifier Value,66211004,19700101,20991231,
S-DS-22,Temporary handicap/disability (and receives help from ISFAS),1,,ISFAS PRIVADO DISCAPACIDAD TEMPORAL,0.49748343229293823,4076374,Receives help from relative,SNOMED,Observation,S,0,1,Clinical Finding,224480007,19700101,20991231,
S-DS-20,Temporal disability / handicap. private Muface?,1,,MUFACE PRIVADO DISCAPACIDAD TEMPORAL,0.37016090750694275,44790618,Disability of hand,SNOMED,Condition,S,0,1,Clinical Finding,239621000000107,20140401,20991231,
F-M01-2,Government health insurance*,1910,,MUFACE PRIVADO,0.5897598266601562,4147258,Public health service,SNOMED,Observation,S,1,1,Qualifier Value,310115006,19700101,20991231,
S-DS-6,Long-term handicap/disability (and receives help from government),21,,ALTA EN SS DISCAPACIDAD INDEFINIDA,0.46948274970054626,4091830,Invalidity benefit,SNOMED,Observation,S,0,1,Qualifier Value,281019004,19700101,20991231,
S-N-6,ACCREDITATION DENIED BY INSURER,5,,ACREDITACION DENEGADA POR ASEGURADORA,0.42916592955589294,45880446,Denied by order,LOINC,Meas Value,S,0,0,Answer,LA18925-0,19700101,20991231,
S-N-14,Refeered to the Social Security National Institute,30,,DERIVADO AL INSS,0.5117479562759399,4162224,Social security number,SNOMED,Observation,S,0,2,Observable Entity,398093005,19700101,20991231,
F-SS-24,Unemployed and receives unemployment benefits,3128,,PERCEPTOR SUBSIDIO POR DESEMPLEO,0.7610543966293335,4053252,Unemployment benefits,SNOMED,Observation,S,2,1,Qualifier Value,161005005,19700101,20991231,
F-A05-6,government health insurance for army and uses private healthcare,518,,ISFAS PRIVADO,0.5541619658470154,45884465,Private health insurance,LOINC,Meas Value,S,0,0,Answer,LA15651-5,19700101,20991231,
S-DS-16,Government health insurance for army and patient with long-term disability,9,,ISFAS PRIVADO DISCAPACIDAD INDEFINIDA,0.49211549758911133,446,Long-term Care Insurance,PHDSC,Payer,S,0,1,Payer,94,19700101,20991231,
F-SS-23,Receives unemployment benefits,3065,,PERCEPTOR PRESTACION POR DESEMPLEO,0.8240512609481812,4053252,Unemployment benefits,SNOMED,Observation,S,2,1,Qualifier Value,161005005,19700101,20991231,
F-A05-4,ISFAS 4 AS PARTIAL (PRIMARY ONLY),1,,ISFAS 4 AS PARCIAL ( SOLO PRIMARIA),0.4956505298614502,45878361,One primary only,LOINC,Meas Value,S,0,0,Answer,LA4740-2,19700101,20991231,
F-SS-26,Receives other benefits,718,,PERCEPTOR OTRAS PRESTACIONES,0.7800043225288391,4330024,Social security benefits,SNOMED,Observation,S,13,1,Qualifier Value,224774000,19700101,20991231,
S-N-13,Still not classified in any category. Person need to deliver some documents.,19,,CON DOC. DE DERECHO PENDIENTE DE APORTAR,0.30407726764678955,45877986,Unknown,LOINC,Meas Value,S,0,0,Answer,LA4489-6,19700101,20991231,
F-A05-7,WITH PRIVATE ISFAS AP,1,,ISFAS PRIVADO CON AP,0.4230063855648041,4121656,Satisfaction with life scale,SNOMED,Observation,S,0,1,Staging / Scales,304768008,19700101,20991231,
F-SS-20,Unemployed and not receives unemployment benefits,2539,,AGOTADA PRESTACION POR DESEMPLEO,0.727385401725769,36307850,I'm employed full time with inadequate pay and few or no benefits,LOINC,Meas Value,S,0,0,Answer,LA29206-2,19700101,20991231,
F-M01-1,government health insurance for civilians and uses public health service,433,,MUFACE PUBLICO,0.5516979098320007,44803678,Government - National Public Health Classification,SNOMED,Observation,S,0,1,Qualifier Value,722231000000107,20140401,20991231,
S-N-1,Unknown accreditation,996,,ACREDITACION DESCONOCIDA,0.7449296116828918,45877986,Unknown,LOINC,Meas Value,S,0,0,Answer,LA4489-6,19700101,20991231,
F-M06-1,government health insurance for civilians and uses public health service,28,,MUGEJU PUBLICO,0.5516979098320007,44803678,Government - National Public Health Classification,SNOMED,Observation,S,0,1,Qualifier Value,722231000000107,20140401,20991231,
F-EX-5,Person who has European Health Card,13,,"E-106, E-120, S1 (SELLADOS POR INSS)",0.5124924182891846,44810106,Holds European Health Insurance Card,SNOMED,Observation,S,0,1,Clinical Finding,896271000000104,20140401,20991231,
S-N-2,Without insurance,392,,SIN COBERTURA Y PRIVADOS,0.6923569440841675,46237671,Insurance,LOINC,Meas Value,S,0,0,Answer,LA21462-9,19700101,20991231,
S-N-15,Foreigner who is not classified in any category,645,,EXTRANJERO A REVISAR,0.45331379771232605,4164023,pT category not identified,SNOMED,Condition,S,0,1,Clinical Finding,399630001,19700101,20991231,
F-SS-19,Unemployed and not receives unemployment benefits,2372,,AGOTADO SUBSIDIO DESEMPLEO,0.727385401725769,36307850,I'm employed full time with inadequate pay and few or no benefits,LOINC,Meas Value,S,0,0,Answer,LA29206-2,19700101,20991231,
F-SS-21,social benefits for disabled people OR pension for old people that did not built enough pension for receiving a “proper pension”?,1217,,PENSION NO CONTRIBUTIVA,0.34229227900505066,4072612,Not receiving all benefits due,SNOMED,Observation,S,0,1,Clinical Finding,224197005,19700101,20991231,
F-SS-25,Receives benefits for social integration,975,,PERCEPTOR RENTA DE INSERCION SOCIAL,0.672916054725647,4330024,Social security benefits,SNOMED,Observation,S,13,1,Qualifier Value,224774000,19700101,20991231,
F-SS-2,government health insurance for civilians and active,27,,DOBLE COBERTURA CON MUFACE AC,0.47655969858169556,4009361,Government intelligence officer,SNOMED,Observation,S,0,1,Social Context,158863008,19700101,20991231,
S-CS-26,Unemployed,31,,DESEMPL. PTE  ASEGURAM. UE,1.0,45877709,Unemployed,LOINC,Meas Value,S,0,0,Answer,LA17956-6,19700101,20991231,
F-SS-5,Pensioner and Government health insurance for civilians ,54,,DOBLE COBERTURA CON MUFACE PN,0.5538431406021118,36307985,Other Government,LOINC,Meas Value,S,0,0,Answer,LA20193-1,19700101,20991231,
S-N-11,Derived to social worker,30,,DERIVADO A TRABAJADOR SOCIAL,0.8193295001983643,36311259,Social worker,LOINC,Meas Value,S,0,0,Answer,LA6657-6,19700101,20991231,
F-A05-1,Government health insurance for army system and uses public healthcare,57,,ISFAS 1 AS. TOTAL ( MENOS FARMACIA),0.5584415793418884,44803678,Government - National Public Health Classification,SNOMED,Observation,S,0,1,Qualifier Value,722231000000107,20140401,20991231,
F-SS-1,Registered/admitted in the Social security system AND active,41155,,ALTA EN SS AC,0.37666499614715576,4147258,Public health service,SNOMED,Observation,S,1,1,Qualifier Value,310115006,19700101,20991231,
F-SS-12,PENSIONER person with benefits from Social Security but he is from another Autonomous community,173,,TARJETA OTRA CCAA PN,0.5655754208564758,4330024,Social security benefits,SNOMED,Observation,S,13,1,Qualifier Value,224774000,19700101,20991231,
F-EX-2,EUROPEAN HEALTH CARD - CPS PN,43,,TARJETA SANITARIA EUROPEA - CPS PN,0.42333588004112244,44810106,Holds European Health Insurance Card,SNOMED,Observation,S,0,1,Clinical Finding,896271000000104,20140401,20991231,
S-CS-30,PROGRAM OF HEALTH PROTECTION,56,,PROGRAMA DE PROTECCION DE LA SALUD,0.7013838887214661,2618193,Mental health program,HCPCS,Observation,S,0,1,HCPCS Modifier,HE,20030101,20991231,
F-SS-10,Registered/admitted in the Social security system through an international agreement,1155,,ALTA EN SS PN CONVENIO INTERNACIONAL,0.3575180172920227,937694,Androgen deprivation therapy prescribed/administered in combination with external beam radiotherapy to the prostate,HCPCS,Procedure,S,0,0,HCPCS,G9894,20180101,20991231,
F-SS-4,Registered/admitted in the Social security system AND Pensioner,30820,,ALTA EN SS PN,0.37101104855537415,4147258,Public health service,SNOMED,Observation,S,1,1,Qualifier Value,310115006,19700101,20991231,
F-M06-2,Government health insurance for Justice system and uses private healthcare,91,,MUGEJU PRIVADO,0.5250399708747864,45884465,Private health insurance,LOINC,Meas Value,S,0,0,Answer,LA15651-5,19700101,20991231,
F-SS-28,Spanish resident,6041,,RESIDENTE EN ESPAÑA,0.6777675151824951,45884724,Spanish,LOINC,Meas Value,S,0,0,Answer,LA44-3,19700101,20991231,
F-SS-28,Spanish resident,6041,,RESIDENTE EN ESPAÑA,0.6777675151824951,45880389,Resident,LOINC,Meas Value,S,0,0,Answer,LA11019-9,19700101,20991231,
