sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:spanish description,matchScore,targetConceptId,targetConceptName,targetVocabularyId,targetDomainId,targetStandardConcept,targetChildCount,targetParentCount,targetConceptClassId,targetConceptCode,targetValidStartDate,targetValidEndDate,targetInvalidReason
GCB-Med,Baseline mean blood glucose,1,,glucemia capilar basal media,1.0878043174743652,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
PAISCENT,center country,1,,País centro,1.5124694108963013,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
NOM_CENT,middle name,1,,Nombre centro,1.3804571628570557,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
FLMCMUMA,Flex. Mcf. MUSC. Hand,1,,Flex. Mcf. Musc. Mano,0.7699801325798035,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
OXIGE,oxygen Therapy,1,,Oxigenoterapia,1.345605731010437,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
SATABA_T,TOTAL SSAA,1,,TOTAL SSAA,1.4080684185028076,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
FLEXBACE,BENDING BALANCE CERVICAL,1,,FLEXION BALANCE CERVICAL,1.2194349765777588,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
ESMEOJOI,STRATEGY O.I.,1,,ESTRATEGIA O.I.,0.9928085803985596,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
FLE1MUMA,Flex 1 Musc. Hand,1,,Flex 1º Musc. Mano,1.0695775747299194,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
REQENR,energy requirements,17,,Requerimientos energéticos,1.1719245910644531,4022415,Energy requirement,SNOMED,Observation,S,2,2,Observable Entity,226244007,19700101,20991231,
TOS,Cough,1,,Tos,1.7382440567016602,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
ADMCMUMA,Add. Mcf. MUSC. Hand,1,,Add. Mcf. Musc. Mano,0.781273365020752,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
PROVCENT,central province,1,,Provincia centro,1.4479141235351562,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
FRCR-Med,HEARTBEAT Media,1,,Frecuencia Cardiaca Media,1.2222546339035034,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
PRMUMUNE,Musc pronation. Doll,1,,Pronacion Musc. Muñeca,1.0686430931091309,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
FLMCARMA,Flex. Mcf. art. Hand,1,,Flex. Mcf. art. Mano,0.7759027481079102,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
ITBI,Index ankle / left arm,17,,Indice tobillo/brazo izquierdo,1.1541606187820435,40489833,Ankle brachial pressure index,SNOMED,Measurement,S,4,1,Observable Entity,446841001,20110131,20991231,
MED1OJOD,CHOOSING MEDICATION O.D.,1,,MEDICACION ELECCION O.D.,0.9523069858551025,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
ALCOAIRE,Alcohol in exhaled air,1,,Alcohol en aire espirado,1.0848443508148193,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
INVEMUTO,Musc investment. Ankle,1,,Inversion Musc. Tobillo,0.9551489353179932,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
TIPOALTA,high type,1,,Tipo alta,1.5154404640197754,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
FLPLTOBI,Flex. Ankle plantar,1,,Flex. Plantar Tobillo,0.9984828233718872,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
FRECRESP,respirtoria frequency,1,,Frecuencia respirtoria,1.1205917596817017,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
CIRPROSP,previous prostate surgery,1,,Cirugía prostática previa,1.1978504657745361,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
TAD-Med,Media diastolic blood pressure,1,,Tensión Arterial Diastólica Media,0.915330708026886,4154790,Diastolic blood pressure,SNOMED,Measurement,S,11,2,Observable Entity,271650006,19700101,20991231,
POLIQUIR,Poliquiuria,1,,Poliquiuria,1.287607192993164,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
ABD1MUMA,Abd. 1 Musc. Hand,1,,Abd. 1º Musc. Mano,0.9474886655807495,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
CIRUCONO,Known surgeon,1,,Cirujano conocido,1.219165563583374,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
FLIFARMA,Flex. IF. Art. Hand,1,,Flex. IF. Art. Mano,0.830359160900116,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
DISMDIU,Decreased urine output,1,,Disminución de la diuresis,0.7805591225624084,3014315,Urine output,LOINC,Measurement,S,0,2,Clinical Observation,9187-6,19960906,20991231,
PRONARCO,Artic pronation. Elbow,1,,Pronacion Artic. Codo,1.0507664680480957,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
INCUMUMA,Incl. Cubit. MUSC. Doll,1,,Incl. Cubit. Musc. Muñeca,0.812566876411438,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
TFNO,Phone,1,,Teléfono,1.9285998344421387,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
CAVIOJOI,VISUAL FIELD ALTERATION O.I.,1,,ALTERACION CAMPO VISUAL O.I.,0.8672166466712952,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
MED1OJOI,CHOOSING MEDICATION O.I.,1,,MEDICACION ELECCION O.I.,0.9270704984664917,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
EXTEBACE,EXTEN. CERVICAL BALANCE,1,,EXTEN. BALANCE CERVICAL,1.054722785949707,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
SUPIARCO,Artic supination. Elbow,1,,Supinacion Artic. Codo,1.0218112468719482,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
ADHEADEC,Does the patient have adequate adherence to treatment?,13,,¿Presenta el paciente una adherencia adecuada al tratamiento?,0.7375009655952454,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
EXT1ARMA,Ext. 1 Art. Hand,1,,Ext. 1º Art. Mano,1.0806444883346558,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
FRACHUME,osteoporotic proximal humerus fracture,1,,Fractura osteoporótica proximal de humero,0.9579901099205017,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
ROINARHO,Rot. Int. Art. Shoulder,1,,Rot. Int. Art. Hombro,0.9492153525352478,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
INVETOBI,inversion Ankle,1,,Inversion Tobillo,1.2672481536865234,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
AMBIGEOG,geographical coverage,1,,Ambito geográfico,1.145582914352417,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
LATIBACE,THE T. IZQ. BAL. CERVICAL,1,,LAT. IZQ. BAL. CERVICAL,0.7233253717422485,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
FEV1-Med,Spirometry: FEV1-Media,1,,Espirometría: fev1-Media,0.8435624837875366,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
REFECAFE,refers caffeine,1,,Refiere cafeína,1.2880185842514038,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
EDEMAS,edemas,1,,Edemas,1.8363919258117676,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
FRACESPE,Osteoporotic fracture specified site,1,,Fractura osteoporótica Sitio especificado,1.0213959217071533,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
UNIDCIGA,cigarette unit,1,,Unidad cigarrillos,1.2954299449920654,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
FLEXARCO,Flex. Artic. Elbow,1,,Flex. Artic. Codo,0.9089415073394775,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
CITOEXFO,Gynecological citology,13,,Citología exfoliativa ginecológica,1.20176100730896,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
SUPIARMU,Art supination. Wrist,1,,Supinacion Art. Muñeca,1.0512981414794922,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
OPO1ARMA,Opposition 1 Art. Hand,1,,Oposicion 1º Art. Mano,1.068984866142273,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
REFEHERO,refers heroin,1,,Refiere heroína,1.396268606185913,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
ESMEOJOD,STRATEGY MEDICATION O.D.,1,,ESTRATEGIA MEDICACION O.D.,0.9562042951583862,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
PMC,Body Fat Percentage,1,,Porcentaje de grasa corporal,1.234155535697937,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
PRONMUCO,Musc pronation. Elbow,1,,Pronacion Musc. Codo,1.0213596820831299,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
SATABA_8,headache,1,,Cefalea,1.6009571552276611,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
ROTIBACE,ROT. IZQ. BAL. CERVICAL,1,,ROT. IZQ. BAL. CERVICAL,0.7283952236175537,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
DIURESIS,Diuresis,1,,Diuresis,1.6315362453460693,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
FARMTABA,Pharmacotherapy,1,,Tratamiento farmacológico,1.3669298887252808,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
MOTIALTA,high reason,1,,Motivo alta,1.5410118103027344,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
HIPOGO,Untreated hypogonadism,1,,Hipogonadismo no tratado,1.1339411735534668,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
FECHCOMU,Positive communication test date,1,,Fecha comunicación test positivo,1.0752630233764648,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
FLEXDENA,Flex. (Finger-ground),1,,Flex.(dedos-suelo),0.8590430617332458,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
ADISNEA,Increased baseline dyspnea,1,,Aumento de disnea basal,1.0491001605987549,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
QMAX,Qmax,1,,Qmax,1.3531577587127686,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
EXT1MUMA,Ext. 1 Musc. Hand,1,,Ext. 1º Musc. Mano,0.9926446676254272,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
FIRES,Respiratory physiotherapy,1,,Fisioterapia respiratoria,1.0,4144548,Physiotherapy of chest,SNOMED,Observation,S,10,2,Procedure,34431008,19700101,20991231,
REFEOPIO,Refers other opiates,1,,Refiere otros opiáceos,1.2395216226577759,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
REFEMETA,refers methadone,1,,Refiere metadona,1.3184540271759033,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
SUPIMUCO,Musc supination. Elbow,1,,Supinacion Musc. Codo,0.9947077631950378,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
CONTALUC,hallucinogens Control,1,,Control alucinógenos,1.2309422492980957,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
LATDBACE,THE T. DER. BAL. CERVICAL,1,,LAT. DER. BAL. CERVICAL,0.8915503621101379,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
SATABA_7,Fatigue,1,,Cansancio,1.557904601097107,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
TIPOPROT,Type of prosthesis,1,,Tipo de prótesis,1.325042963027954,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
FLDOMUMA,Flex. Dorsal Musc. Doll,1,,Flex. Dorsal Musc. Muñeca,0.8880581259727478,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
REFECOBA,Refers cocaine base,1,,Refiere cocaína base,1.2604411840438843,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
INSOM,insomnia,1,,INSOMIO,1.451697587966919,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
DOSIADEC,The system selected dosage is it appropriate for the patient?,12,,El sistema de dosificación seleccionado ¿es adecuado para el paciente?,0.7441478371620178,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
PREP-Med,average preprandial blood glucose,1,,glucemia capilar prepandrial media,1.0152791738510132,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
ABDHMUHO,Abd. Horiz. Art. Shoulder,1,,Abd. Horiz. Art. Hombro,0.7578011751174927,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
MED2OJOD,MEDICATION ASSOCIATION O.D.,1,,MEDICACION ASOCIACION O.D.,0.9656442403793335,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
CAVIOJOD,VISUAL FIELD ALTERATION O.D.,1,,ALTERACION CAMPO VISUAL O.D.,0.8877681493759155,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
PRECDERI,ACCURATE BYPASS,12,,PRECISA DERIVACIÓN,1.3581634759902954,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
RESIPOMI,post-micturition residue,1,,Residuo post-miccional,1.049858570098877,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
UUC,Unit time last cigarette,1,,Unidad de tiempo del último cigarrillo,1.110968828201294,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
INRAMUMA,Incl. Radial Musc. Doll,1,,Incl. Radial Musc. Muñeca,0.9005953073501587,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
ASISGRUP,Support groups,1,,Asistencia a grupos,1.2527344226837158,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
ABD1ARMA,Abd. 1st Art. Hand,1,,Abd. 1º Art. Mano,0.9010522365570068,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
ADHOMUHO,Add. Horiz. MUSC. Shoulder,1,,Add. Horiz. Musc. Hombro,0.7371768951416016,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
REFEALUC,refers hallucinogens,1,,Refiere alucinógenos,1.1661033630371094,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
SSAATABA,Withdrawal symptoms,1,,Síntomas de abstinencia,1.0405458211898804,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
ITBD,Index ankle / right arm,12,,Indice tobillo/brazo derecho,1.1288142204284668,40489833,Ankle brachial pressure index,SNOMED,Measurement,S,4,1,Observable Entity,446841001,20110131,20991231,
ADD_ARHO,Add. Art. Shoulder,1,,Add. Art. Hombro,0.9329099655151367,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
PESO-Med,Middleweight,1,,Peso Medio,1.1689376831054688,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
EXT_MURO,Ext. Musc. Knee,1,,Ext. Musc. Rodilla,0.984227180480957,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
FLEXMUHO,Flex. MUSC. Shoulder,1,,Flex. Musc. Hombro,0.8806812763214111,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
RCVREGIC,RCV Regicor,12,,RCV Regicor,1.1987109184265137,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
CRITDERI,Meets criteria bypass,1,,Cumple criterios derivación,1.1095716953277588,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
ADMCARMA,Add. Mcf. Art. Hand,1,,Add. Mcf. Art. Mano,0.787462592124939,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
FAMIFRAC,Family history of osteoporotic fracture,1,,Historia familiar de fractura osteoporótica,0.929510772228241,763688,Family history of osteoporotic fracture in parent,SNOMED,Observation,S,0,2,Context-dependent,444801000124105,20180131,20991231,
REDU_LDL,LDL cholesterol reduction,1,,Reducción colesterol LDL,1.1363770961761475,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
REFECOCA,refers cocaine,1,,Refiere cocaína,1.3820641040802002,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
ABHOMUHO,Abd. Horiz. MUSC. Shoulder,1,,Abd. Horiz. Musc. Hombro,0.7385601997375488,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
PROB_5,problem detected,31,,Problema detectado,1.3427512645721436,46234711,Problem,LOINC,Measurement,S,0,1,Clinical Observation,75326-9,20150629,20991231,
PRONARMU,Pronation Art. Doll,1,,Pronacion Art. Muñeca,1.1677556037902832,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
EXTEPANA,Ext. (Wall-nose),1,,Ext. (pared-nariz),0.9018899202346802,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
MANTOUX,Mantoux,1,,Mantoux,1.4933397769927979,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
ROTDBACE,ROT. DER. BAL. CERVICAL,1,,ROT. DER. BAL. CERVICAL,0.901096522808075,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
RCVSCORE,RCV Score,29,,RCV Score,1.2654765844345093,3022818,Total Erythrocyte Volume by Scintigraphy,LOINC,Measurement,S,0,2,Lab Test,30897-3,20011025,20991231,
ROTEBACA,Rot.Ext.BACA,1,,Rot.Ext.BACA,0.9298557043075562,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
EVERMUTO,Eversion Musc. Ankle,1,,Eversion Musc. Tobillo,1.0148506164550781,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
TARECTCO,rectal (consistency),1,,Tacto rectal (consistencia),1.127592921257019,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
ADD1MUMA,Add. 1 Musc. Hand,1,,Add. 1º Musc. Mano,0.9445728063583374,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
GDXOJOD,G.D.X. RIGHT EYE,1,,G.D.X. OJO DERECHO,0.8068451881408691,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
SATABA_6,Constipation,1,,Estreñimiento,1.5215016603469849,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
GDISNEA,Dyspnea grade,1,,Grado de Disnea,1.2131294012069702,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
ROINMUHO,Rot. Int. Musc. Shoulder,1,,Rot. Int. Musc. Hombro,0.8793599605560303,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
PECOMAMA,prior breast ultrasound,1,,Ecografía mamaria previa,1.1500910520553589,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
REAL_ECO,perform ultrasound,1,,Realizar ecografía,1.1803556680679321,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
FLDOARMU,Flex. Dorsal Art. Doll,1,,Flex. Dorsal Art. Muñeca,0.927646279335022,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
ABMCARMA,Abd. Mcf. Art. Hand,1,,Abd. Mcf. Art. Mano,0.7891496419906616,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
TACTRECT,DRE,1,,Tacto rectal,2.0625224113464355,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
GDXOJOI,G.D.X. LEFT EYE,1,,G.D.X. OJO IZQUIERDO,0.8139467239379883,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
SATABA_3,Insomnia,1,,Insomnio,1.451697587966919,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
EXMCMUMA,Ext. Mcf. MUSC. Hand,1,,Ext. Mcf. Musc. Mano,0.8078255653381348,4172704,>,SNOMED,Meas Value Operator,S,0,1,Qualifier Value,276140008,19700101,20991231,
