cod_atc4,Frequency.1,codes,spanish description,english description,comment
2507,1,L02BB,ANTIANDROGENOS (TERAPIA ENDOCRINA),,
2285,1,B05XB,AMINOÁCIDOS,,
2118,1,25H01,OSTOMIA: DESODORANTES Y CUIDADO DE LA PIEL,,
2629,1,R05CB,MUCOLITICOS,,
2380,1,D08AC,BIGUANIDAS Y AMIDINAS (ANTISEPTICOS Y DESINFECT.),,
2676,1,V04CA,TESTS DE DIABETES,,
2370,1,D07BA,CORTICOSTEROIDES DEBILES+ANTISEPTICO (DERMATOLOG),,
2686,1,V08AB,CONTRASTES RADIOL.NEFROTROP.HIDROSOL.BAJA OSMOLAR.,,
2161,1,9MHID,MODULOS HIDROCARBONADOS,,
2102,1,25A17,BOLSAS COLOST SIST DOBLE PLAC C-ESP,,
2304,1,C03EA,ASOCIACIONES DIURETICOS BAJO TECHO+AHORRAD.POTASIO,,
2308,1,C04AX,OTROS VASODILATADORES PERIFERICOS,,
2168,1,9X011,LECHES Y FORMULAS PARA LACTANTES DESDE EL PRIMER DIA,,
2240,1,A11CC,VITAMINA D y ANALOGOS,,
2184,1,A01AC,CORTICOSTEROIDES DE USO ORAL LOCAL,,
2097,1,25A08,BOLSAS COLOST KAR ADH MIC FIL,,
2456,1,J01DB,CEFALOSPORINAS DE PRIMERA GENERACIÓN,,
2193,1,A02BB,PROSTAGLANDINAS (ANTIULCERA PEPTICA),,
2763,1,9X080,PREPARADOS LACTEOS INFANTILES Y JUVENILES,,
2520,1,M01BX,OTROS ANTIINFLAMAT/ANTIRREUMATICOS EN ASOCIACION,,
2290,1,C01CA,ADRENERGICOS Y DOPAMINERGICOS (ESTIMUL.CARDIACOS),,
2765,1,J02AA,ANTIBIOTICOS (ANTIMICOTICOS SISTEMICOS),,
2505,1,L02AE,ANALOGOS HORMONA LIBERADORA DE GONADOTROPINA,,
2073,1,23B02,COLECTOR BOLSA RECOGIDA ORINA C-A (CON APOSITO),,
2668,1,S02DC,PREPARADOS INERTES,,
2671,1,V03AB,ANTIDOTOS,,
2528,1,M03BX,OTROS RELAJANTES MUSCULARES DE ACCION CENTRAL,,
2623,1,R03CA,AGONISTAS ALFA Y BETA ADRENERGICOS (ANTIASMATICOS USO SISTEMICO),,
2482,1,J05AC,AMINAS CICLICAS (ANTIVIRALES),,
2183,1,A01AB,ANTIINFECCIOSOS DE USO ORAL LOCAL,,
2562,1,N04BX,OTROS DOPAMINERGICOS (ANTIPARKINSONIANOS),,
2596,1,N07CA,MEDICAMENTOS CONTRA EL VERTIGO,,
2064,1,19A04,BRAGUERO INGUINAL BILATERAL,,
2797,1,J07BG,VACUNAS CONTRA LA RABIA,,
2577,1,N05CD,BENZODIAZEPINAS (HIPNOTICOS Y SEDANTES),,
2044,1,06D00,SONDA GASTRICA,,
2042,1,05H00,APOSITOS ADHESIVOS FILTROS LARINGECTOMIA,,
2153,1,9CPNI,FORMULAS COMPLETAS POLIMERICAS NORMOPROTEICAS HIPOCALORICAS,,
2785,1,B05ZB,HEMOFILTRADOS,,
2155,1,9ESPE,FORMULAS COMPLETAS ESPECIALES,,
2487,1,J07AG,VACUNAS CONTRA HAEMOPHILUS INFLUENZAE TIPO B,,
2164,1,9MMHL,MODULOS HIDROCARBONADOS Y LIPIDICOS,,
2509,1,L03AB,INTERFERONES (INMUNOESTIMULANTES),,
2429,1,G04BC,DISOLVENTES DE CALCULOS URINARIOS,,
2343,1,D01AC,DERIVADOS IMIDAZOL Y TRIAZOL (ANTIFUNG.USO TOPICO),,
2734,1,G02AD,PROSTAGLANDINAS (OXITOCICOS),,
2196,1,A03AA,"ANTICOLINERGICOS SINTETICOS, AMONIO TERCIARIO",,
2324,1,C07FB,BETABLOQUEANTES SELECTIVOS ASOC. OTROS ANTIHIPERTENS,,
2061,1,17A01,FAJA LUMBAR,,
2019,1,01C01,ALGODON ZIG-ZAG PURO,,
2726,1,L01DB,ANTRACICLINAS Y SUSTANCIAS RELACIONADAS(ANTINEOPL),,
2087,1,24B03,MEDIA LARGA (A-F) COMP FUERTE,,
2661,1,S01HA,ANESTESICOS LOCALES (OFTALMICOS),,
2535,1,M09AX,OTROS MEDICAMENTOS PARA SISTEMA MUSCULO-ESQUELETIC,,
2277,1,B03BA,VITAMINA B12 Y DERIVADOS,,
2178,1,9X105,"ESPESANTES, GELIFICANTES",,
2300,1,C03AX,TIAZIDAS ASOCIADOS A OTRAS SUSTANCIAS (DIURETICOS),,
2436,1,H01AA,ACTH (HORMONAS LOBULO ANTERIOR HIPOFISIS),,
2265,1,B01AC,INHIBIDORES DE LA AGREGACION PLAQUETARIA,,
2589,1,N06DA,ANTICOLINESTERASAS (MEDICAMENTOS CONTRA DEMENCIA),,
2594,1,N07BB,MEDICAMENTOS UTILIZADOS EN DEPENDENCIA A ALCOHOL,,
2751,1,H01CC,HORMONAS ANTAGONISTAS LIBERACION GONADOTROPINA,,
2080,1,23C05,ABSORBENTE INC ORINA SUP-NOC RECT,,
2342,1,D01AA,ANTIBIOTICOS (ANTIFUNGICOS USO TOPICO),,
2351,1,D03BA,ENZIMAS PROTEOLITICAS (TRATAMIENTO DE HERIDAS),,
2537,1,N01BB,AMIDAS (ANESTESICOS LOCALES),,
2048,1,06F03,SONDA VESICAL BAJA FRICCION,,
2390,1,D10AX,OTROS PRODUCTOS ANTI-ACNE PARA USO TOPICO,,
2746,1,J07AH,VACUNAS CONTRA MENINGOCOCO,,
2345,1,D01BA,ANTIBIOTICOS (ANTIFUNGICOS USO SISTEMICO),,
2187,1,A02AB,COMPUESTOS DE ALUMINIO (ANTIACIDOS),,
2018,1,01A02,ALGODON ARROLLADO MEZCLA,,
2437,1,H01AC,SOMATROPINA Y AGONISTAS DE LA SOMATROPINA,,
2275,1,B03AB,HIERRO TRIVALENTE ORAL (ANTIANEMICOS),,
2752,1,N06BC,XANTINAS (PSICOESTIMULANTES),,
2206,1,A04AD,OTROS ANTIEMETICOS,,
2023,1,02B01,GASA ESTERIL ALGODON HIDROFILO COMPRESA,,
2580,1,N05CM,OTROS HIPNOTICOS Y SEDANTES,,
2145,1,9ASPR,FORMULAS EXENTAS DE PROTEINAS,,
2422,1,G03GA,GONADOTROPINAS (ESTIMULANTES OVULACION),,
2059,1,16B00,MUÑEQUERA METACARPIANA,,
2412,1,G03AC,PROGESTAGENOS,,
2031,1,03B02,VENDA ELASTICA ADHESIVA,,
2239,1,A11CA,VITAMINA A SOLA,,
2358,1,D05BA,PSORALENOS DE USO SISTEMICO (ANTIPSORIASICOS),,
2533,1,M05BB,"BIFOSFONATOS, COMBINACIONES",,
2523,1,M02AA,ANTIINFLAMATORIOS NO ESTEROIDEOS PARA USO TOPICO,,
2744,1,23B05,COLECTOR BOLSA RECOG ORINA FEMENINO,,
2766,1,N06AF,INHIBIDORES NO SELECTIVOS DE LA MONOAMINOXIDASA,,
2359,1,D05BB,RETINOIDES PARA TRATAMIENTO DE PSORIASIS (SISTEMIC,,
2574,1,N05BA,BENZODIAZEPINAS (ANSIOLITICOS),,
2587,1,N06BX,OTROS PSICOESTIMULANTES Y NOOTROPICOS,,
2602,1,P01BC,METANOLQUINOLINAS (ANTIMALARICOS),,
2674,1,V03AF,DESINTOXICANTES EN TRATAMIENTOS ANTINEOPLASICOS,,
2630,1,R05CZ,EXPECTORANTES Y/O MUCOLÍTICOS CON ANTIINFECCIOSOS,,
2055,1,13A00,TOBILLERA,,
2348,1,D02AF,PREPARADOS CON ÁCIDO SALICÍLICO,,
2216,1,A07BA,PREPARADOS CON CARBÓN,,
2268,1,B01AF,INHIBIDORES DIRECTOS DEL FACTOR XA,,
2392,1,D11AC,CHAMPÚES MEDICINALES,,
2207,1,A05AA,PREPARADOS DE ACIDOS BILIARES,,
2532,1,M05BA,BIFOSFONATOS (M.CON EFECTO SOBRE MINERALIZACION),,
2477,1,J04AB,ANTIBIOTICOS TUBERCULOSTATICOS,,
2762,1,J07CA,VACUNAS ANTIBACTERIANAS Y ANTIVIRALES ASOCIADAS,,
2185,1,A01AD,OTROS PREPARADOS DE USO ORAL LOCAL,,
2147,1,9COHI,FORMULAS COMPLETAS OLIGOMERICAS HIPERPROTEICAS,,
2372,1,D07BC,CORTICOSTEROIDES POTENTES+ANTISEPTICO (DERMATOLOG),,
2770,1,V03AA,ERROR NOMENCLATURA,,
2045,1,06F00,SONDA VESICAL LATEX,,
2233,1,A10BG,TIAZOLIDINODIONAS (ANTIDIABETICOS ORALES),,
2416,1,G03CA,"ESTROGENOS NATURALES Y SEMISINTETICOS, SOLOS",,
2563,1,N05AA,FENOTIAZINAS ALIFATICAS (ANTIPSICOTICOS),,
2697,1,24D02,MEDIA LARGA SUJ COMP NORMAL,,
2484,1,J06BA,INMUNOGLOBULINA HUMANA INESPECIFICA,,
2525,1,M02AC,PREPARADOS CON AC.SALICILICO Y DERIV.(AINES TOPIC),,
2072,1,23B01,COLECTOR BOLSA RECOGIDA ORINA C-T (CON TIRA),,
2702,1,M03AX,OTROS RELAJANTES MUSCULARES,,
2323,1,C07DB,BETABLOQUEANTES SELECT.ASOC.TIAZIDAS Y OTROS DIURETIC.,,
2591,1,N07AA,ANTICOLINESTARASAS (OTROS MEDIC. ACCION SNC),,
2306,1,C04AD,DERIVADOS DE LAS PURINAS (VASODIL. PERIFERICOS),,
2631,1,R05DA,ALCALOIDES DEL OPIO Y DERIVADOS (ANTITUSIVOS),,
2148,1,9CONO,FORMULAS COMPLETAS OLIGOMERICAS NORMOPROTEICAS,,
2695,1,L01XE,INHIBIDORES DIRECTOS DE  LA PROTEIN-QUINASA,,
2404,1,G02AB,ALCALOIDES ERGOTAMINICOS (OXITOCICOS),,
2552,1,N03AB,DERIVADOS DE HIDANTOINA (ANTIEPILEPTICOS),,
2755,1,C03XA,ANTAGONISTAS DE LA VASOPRESINA,,
2689,1,J05AG,INHIB. DE LA TRANSCRIPTASA INVERSA NO NUCLEOTIDOS,,
2786,1,D08AK,PRODUCTOS MERCURIALES (ANTISEPT.DESINFEC. TOPICOS),,
2307,1,C04AE,ALCALOIDES ERGOTAMINICOS (VASODILAT.PERIFERICOS),,
2585,1,N06AX,OTROS ANTIDEPRESIVOS,,
2669,1,S03CA,CORTICOSTEROIDES Y ANTIINFEC. EN ASOC.(OFTAL/OTOL),,
2464,1,J01EE,ASOCIACIONES DE SULFONAMIDAS Y TRIMETOPRIM (SISTEM,,
2282,1,B05CB,SOLUCIONES SALINAS (SOLUCIONES PARA IRRIGACION),,
2283,1,B05CX,OTRAS SOLUCIONES PARA IRRIGACION,,
2313,1,C05BA,PREPARADOS CON HEPARINA PARA USO TOPICO (ANTIVARIC,,
2501,1,L01XC,ANTICUERPOS MONOCLONALES (ANTINEOPLASICOS),,
2364,1,D06BB,ANTIVIRALES (QUIMIOTERAPICOS TOPICOS DERMATOLOGIC),,
2498,1,L01BC,ANALOGOS DE PIRIMIDINAS (ANTINEOPLASICOS),,
2276,1,B03AD,HIERRO EN ASOCIACION CON ACIDO FOLICO,,
2365,1,D06BX,OTROS QUIMIOTERAPICOS (TOPICOS DERMATOLOGICOS),,
2123,1,26D01,PINZAS OSTOMIA,,
2670,1,V01AA,EXTRACTOS DE ALERGENOS,,
2088,1,24C03,MEDIA LARGA (A-G) COMP FUERTE,,
2774,1,9GMCM,FORMULA CON CONTENIDO GRASO EN FORMA DE TRIGLICERIDOS DE CADENA MEDIA,,
2335,1,C09XA,INHIBIDORES DE LA RENINA (ACC.SIST.RENINA-ANGIOT.),,
2067,1,21A00,IRRIGADOR COMPLETO,,
2559,1,N04BA,DOPA Y DERIVADOS (ANTIPARKINSONIANOS),,
2548,1,N02CA,ALCALOIDES ERGOTAMINICOS (ANTIMIGRAÑOSOS),,
2151,1,9CPHN,FORMULAS COMPLETAS POLIMERICAS HIPERPROTEICAS NORMOCALORICAS,,
2639,1,R06AE,DERIVADOS PIPERAZINICOS (ANTIHISTAMINICOS),,
2405,1,G02BA,ANTICONCEPTIVOS INTRAUTERINOS,,
2700,1,L04AC,INHIBIDORES DE LA INTERLEUCINA,,
2666,1,S02CA,CORTICOSTEROIDES Y ANTIINFEC.EN ASOC.(OTOLOGICOS),,
2546,1,N02BE,ANILINAS (ANALGESICOS),,
2253,1,A12CB,ZINC,,
2417,1,G03CX,OTROS ESTROGENOS,,
2455,1,J01CR,"ASOCIACIONES DE PENICILINAS, INCL. INHIB.BETALACT.",,
2703,1,9X012,LECHES Y FORMULAS DE CONTINUACION DEL 4º-6º MES,,
2309,1,C05AA,ANTIHEMORROIDALES CON CORTICOIDES,,
2111,1,25B11,BOLSAS ILEOST RES SINT MICROPORO FILTRO,,
2146,1,9CELE,FORMULAS COMPLETAS MONOMERICAS NORMOPROTEICAS,,
2099,1,25A11,BOLSAS COLOST RES SINT MIC FIL,,
2258,1,A14AB,DERIVADOS DEL ESTRENO (ANABOLIZANTES),,
2395,1,D11AH,"AGENTES PARA EL TRATAMIENTO DE LA DERMATITIS ATOPICA, EXCLUYENDO CORTICOSTEROIDES",,
2076,1,23C01,ABSORBENTE INC ORINA DIA RECT,,
2110,1,25B10,BOLSAS ILEOST SIST DOBLE PLAC C-ESP,,
2382,1,D08AF,DERIVADOS DEL NITROFURANO,,
2315,1,C05BX,OTROS ANTIVARICOSOS ESCLEROSANTES,,
2759,1,M01AA,BUTILPIRAZOLIDINAS (ANTIINFLAMAT.NO ESTEORIDEOS),,
2461,1,J01EA,TRIMETOPRIM Y DERIVADOS (ANTIINFECCIOSOS SISTEMIC),,
2100,1,25A14,BOLSAS COLOST SIST DOBLE PLAC,,
2742,1,C02KB,INHIBIDORES DE LA TIROSINA HIDROXILASA,,
2692,1,L03AA,FACTORES ESTIMULANTES DE COLONIA (INMUNOESTIMUL.),,
2252,1,A12CA,SODIO,,
2516,1,M01AE,DERIVADOS DEL ACIDO PROPIONICO (AINES),,
2242,1,A11DB,VITAMINA B1 ASOCIADA CON B6 y/o B12,,
2748,1,L01AB,ALQUIL SULFONATOS (ANTINEOPLASICOS),,
2708,1,V09GA,COMPUESTOS CON TECNECIO-TC99M,,
2026,1,03A03,VENDA DE GASA HIDROFILA CAMBRIC,,
2553,1,N03AD,DERIVADOS DE SUCCINIMIDA (ANTIEPILEPTICOS),,
2581,1,N05CX,"HIPNOTICOS Y SEDANTES E ASOCIACION, EXCL.BARBITUR.",,
2558,1,N04AA,AMINAS TERCIARIAS (ANTIPARKINSONIANOS),,
2039,1,05F00,CANULA TRAQUEOT-LARING SILICONA,,
2191,1,A02AX,OTRAS ASOCIACIONES DE ANTIACIDOS,,
2641,1,R07AX,OTROS PRODUCT.DE ACCION SOBRE APARATO RESPIRATORIO,,
2791,1,01B02,ALGODON RAMA MEZCLA,,
2127,1,26H02,APOSITOS B OSTOM RES SINT,,
2294,1,C02AB,METILDOPA (ANTIHIPERTENSIVOS),,
2020,1,01C02,ALGODON ZIG ZAG MEZCLA,,
2583,1,N06AB,INHIB. SELECTIVOS RECAPTACION SEROTONINA (ANTIDEP),,
2478,1,J04AC,HIDRAZIDAS (TUBERCULOSTATICOS),,
2445,1,H03BB,DERIVADOS IMIDAZOLICOS SULFURADOS (ANTITIROIDEOS),,
2356,1,D05AD,PSORALENOS DE USO TOPICO (ANTIPSORIASICOS),,
2386,1,D09AX,APOSITOS BLANDOS DE PARAFINA,,
2341,1,C10BX,"INHIBIDORES DE LA HMG-COA REDUCTASA, COMBINACIONES",,
2564,1,N05AB,FENOTIAZINAS PIPERAZINICAS (ANTIPSICOTICOS),,
2040,1,05F01,CANULA TRAQUEOT-LARING SILICONA FENESTRADA,,
2354,1,D04AX,OTROS ANTIPRURIGINOSOS,,
2517,1,M01AG,FENAMATOS (AINES),,
2433,1,G04CA,ANTAGONISTAS ALFA-ADRENOCEPTORES (M.HIPERT.PROSTAT,,
2611,1,R01AB,"SIMPATICOMIMETICOS, COMBINACIONES ESCLUIDOS CORTICOSTEROIDES",,
2420,1,G03FA,PROGESTAGENOS Y ESTROGENOS EN ASOCIACION,,
2529,1,M04AA,PREPARADOS QUE INHIBEN PRODUCCION DE ACIDO URICO,,
2321,1,C07BB,BETABLOQUEANTES SELECTIVOS ASOC. A TIAZIDAS,,
2446,1,H03CA,TERAPIA CON IODO,,
2781,1,A02BD,ASOCIACIONES PARA LA ERRADICACION DE H. PILORI,,
2729,1,J05AX,OTROS ANTIVIRALES (SISTEMICOS),,
2443,1,H02BX,CORTICOSTEROIDES DE USO SISTEMCO EN ASOCIACION,,
2451,1,J01AA,TETRACICLINAS (ANTIINFECCIOSOS USO SISTEMICO),,
2458,1,J01DD,CEFALOSPORINAS DE TERCERA GENERACIÓN,,
2575,1,N05BB,DERIVADOS DIFENILMETANO (ANSIOLITICOS),,
2089,1,24D03,MEDIA LARGA SUJ COMP FUERTE,,
2198,1,A03AE,AGENTES CON EFECTO EN LOS RECEPTORES DE SEROTONINA,,
2644,1,S01AE,FLUOROQUINOLONAS,,
2177,1,9X104,FLORA INTESTINAL MANTENIMIENTO Y EQUILIBRIO,,
2680,1,V07AT,COSMETICOS,,
2210,1,A06AB,LAXANTES DE CONTACTO,,
2419,1,G03DC,DERIVADOS DEL ESTRENO (PROGESTAGENOS),,
2139,1,44A01,EMPAPADOR,,
2627,1,R03DX,OTROS ANTIASMATICOS DE USO SISTEMICO,,
2334,1,C09DX,"ANTAGONISTAS DE LA ANGIOTENSINA II, OTRAS COMBINACIONES",,
