cod_presfarma,Frequency.10,codes,spanish description,english description,comment
15654,1,6002,BOLSAS UROST RES SINT ADH  MIC 25 MM 500 ML / 30 BOLSAS UROSTOMIA,,
2734,1,1709,"LISINOPRIL + HIDROCLOROTIAZIDA (20/12,5)MG  / 28 COMPRIMIDOS",,
2196,1,2605,ISOSORBIDA DINITRATO 20 MG / 20 COMPRIMIDOS LIBERACION RETARDADA,,
12563,1,3414,COMPLEMENTO ALIMENTICIO / 50 SOBRES DE 30 G (NO FINANCIABLE),,
18627,1,9095,APOSITO DE ESPUMA POLIURETANO TUBULAR 10 X 10 / 10 APOSITOS,,
8258,1,8215,LAMIVUDINA 300 MG / 30 COMPRIMIDOS RECUBIERTOS,,
22307,1,8113,FLUCONAZOL 200 MG EN 100 ML / 10 SOLUCION PARA PERFUSION INTRAVENOSA DE 100 ML,,
5206,1,7113,DICLOFENACO 50 MG / 20 COMPRIMIDOS DISPERSABLES,,
24736,1,1765,CANAGLIFLOZINA 300 MG / 30 COMPRIMIDOS RECUBIERTOS CON PELICULA,,
25051,1,2963,"BACTERIAS ACIDO LACTICAS + PREBIOTICOS VIAL 9,52 G / 8 ML  / 10 VIALES DE 8 ML (NO FINANCIABLE)",,
3696,1,6355,TIAMAZOL 5 MG / 40 COMPRIMIDOS,,
5449,1,2301,FEPRADINOL 6% (60 MG/ 1 ML) / 1 AEROSOL DE 75 ML (NO FINANCIABLE),,
14417,1,2542,RANOLAZINA 750 MG / 60 COMPRIMIDOS  LIBERACION MODIFICADA,,
10241,1,9253,MODULOS AMINOACIDOS ESENCIALES Y NO ESENCIALES  / 4 SOBRES DE 50 G,,
12418,1,2307,"PREDNICARBATO 0.25% (2,5 MG/1 G) / POMADA DE 60 G",,
22915,1,2800,"LIXISENATIDA 20 MCG EN 0,2 ML / 2 PLUMA PREGARGADA DE 2,8 ML",,
12483,1,8820,DARUNAVIR 600 MG / 60 COMPRIMIDOS RECUBIERTOS,,
9518,1,5288,FULVESTRANT 250 MG EN 5 ML / 1 JERINGA PRECARGADA DE 5 ML,,
3322,1,2508,DESOGESTREL 75 MCG / 28 COMPRIMIDOS,,
8623,1,5862,ZIPRASIDONA  80 MG / 56 CAPSULAS,,
1421,1,7590,"EPOETINA ALFA 7000 UI EN 0,7 ML / 6 JERINGA DE 0,7 ML",,
17634,1,7595,ACEITE ALMENDRAS DULCES / 1 BOTELLA DE 200 ML (NO FINANCIABLE),,
5084,1,5172,"INTERFERON ALFA.2B 60 MILLONES UI EN 1,2 ML (6 DOSIS) / 1 PLUMA MULTIDOSIS DE 1,2 ML",,
4863,1,9841,"VIRUS RUBEOLA 10000 U EN 0,5 ML / 1 VIAL DE 0,5 ML",,
2919,1,2595,MICONAZOL 20 MG EN 1 G / 1 FRASCO POLVO DE 20 G,,
16923,1,5131,SULBUTIAMINA 200 MG / 30 COMPRIMIDOS RECUBIERTOS CON PELICULA (NO FINANCIABLE),,
5378,1,2784,NIFLUMICO 250 MG / 30 CAPSULAS,,
238,1,5384,MUÑEQUERA METACARPIANA  / 1 MUÑEQUERA,,
16632,1,9327,GLUCOSAMINA 1250 MG / 20 COMPRIMIDOS EFERVESCENTES,,
23570,1,5475,COMPLETAS POLIMERICAS HIPERPROTEICA NORMOCALORICAS CON FIBRA / 28 BOTELLAS DE 230 ML,,
16015,1,2882,BOLSAS RESINA SINTETICA MICROPORO Y FILTRO 25 MM 465 ML / 30 BOLSAS COLOSTOMIA,,
2358,1,3010,"FUROSEMIDA + TRIAMTERENO (77,6/25) MG / 20 COMPRIMIDOS",,
2766,1,7143,"IRBESARTAN + HIDROCLOROTIAZIDA  (300/12,5) MG  / 28 COMPRIMIDOS RECUBIERTOS",,
18684,1,2792,APOMORFINA 5 MG EN 1 ML / 5 JERINGA PRECARGADA DE 10 ML,,
919,1,10241,"LOPERAMIDA 0,2 MG EN 1 ML / 1 FRASCO SOL GOTAS DE 100 ML (NO FINANCIABLE)",,
7833,1,5503,SONDA VESICAL BAJA FRICCION NELATÓN MUJER 12 CH / 60 SONDA,,
3253,1,9428,ESPECIALES  / 24 BRIKS DE 200 ML,,
9202,1,6143,PARACETAMOL 1000 MG / 40 SOBRES EFERVESCENTES,,
17439,1,7773,"CLORHEXIDINA 0,8 % / 1 FRASCO DE 500 ML ( NO FINANCIABLE)",,
25115,1,6721,"LIDOCAINA CLORHIDRATO 0,5% / 1 GEL",,
8990,1,4817,DARBEPOETIN ALFA 500 MCG EN 1 ML / 1 JERINGA DE 1 ML,,
479,1,7106,BOLSAS SISTEMA DOBLE PLACA C-ESP 10-35 MM 390 ML / 30 BOLSAS COLOSTOMIA + 7 PLACAS,,
23449,1,3424,AZATIOPRINA 50 MG / 20 CAPSULAS,,
9981,1,4258,MEDIA COMP NORMAL /     MEDIA  E.T. CINTURA (PANTY) (NO FINANCIABLE),,
2920,1,5072,ECONAZOL 1% (10 MG/1 G) / 1 CREMA DE 40 G,,
13913,1,7933,DICLOFENACO / 10 APOSITO ADHESIVO MEDICAMENTOSO DE 140 MG (NO FINANCIABLE),,
2525,1,3294,BISOPROLOL 10 MG / 60 COMPRIMIDOS,,
10283,1,9909,"CARVEDILOL 6,25 MG / 14 COMPRIMIDOS",,
13796,1,6666,POLVO PROTECTOR OSTOMIA DE 25 G,,
12904,1,5043,IBUPROFENO 200 MG / 12 COMPRIMIDOS BUCODISPERSABLES (NO FINANCIABLE),,
23894,1,5130,"IMIQUIMOD 3,75% (9,375 MG EN 250 MG) / 28 SOBRES CREMA DE 250 MG",,
581,1,5188,BOLSAS UROST SIST DOBLE PLAC C-ESP 35 MM 675 ML / 30 BOLSAS UROSTOMIA +  7 PLACAS +  1 BOLSAS DRENAJE,,
14533,1,8205,"EPOETINA ZETA 1000 UI EN 0,5 ML / 6 JERINGA PRECARGADA DE 0,5 ML SIN DISP SEGUR",,
23675,1,3812,ITRACONAZOL 50 MG / 7 CAPSULAS DURAS,,
23468,1,4317,MODULOS DE AMINOACIDOS (L-TRIPTOFANO) / 100 SOBRES DE 3 G,,
13508,1,3514,"GLICEROL 3,31 G / 12 SUPOSITORIOS (NO FINANCIABLE)",,
15616,1,10013,BOLSAS UROST KAR ADH MIC 16 MM 500 ML / 10 BOLSAS UROSTOMIA,,
17671,1,2275,APOSITO DE ESPUMA POLIURETANO CON SILICONA 10 X 20 / 10 APOSITOS,,
24438,1,6891,ALUMINIO HIDROXIDO POLVO 300 MG /  CAPSULAS,,
22531,1,4735,ESCITALOPRAM 10 MG / 56 COMPRIMIDO BUCODISPERSABLE,,
12679,1,3500,IBUPROFENO CON SAL (ARGININA) 600 MG / 20 SOBRES,,
24483,1,6492,SODIO BICARBONATO 5000 MG /  SOBRES,,
10232,1,2857,RISPERIDONA 4 MG / 56 COMPRIMIDOS,,
14551,1,9303,RINGER LACTATO SIN MAGNESIO 1 UD EN 100 ML / 10 SOLUCION PARA PERFUSION INTRAVENOSA DE 1000 ML (NO FINANCIABLE),,
9510,1,3206,"METRONIDAZOL 0.75% (7,5 MG EN 1 G) / 1 GEL VAGINAL DE 40 G",,
441,1,6641,BOLSAS RESINA SINTETICA MICROPORO Y FILTRO 45 MM 350 ML / 30 BOLSAS COLOSTOMIA,,
24270,1,1707,COMPLETA POLIMERICA NORMOPROTEICA NORMOCALORICA  / 12 SMARTFLEX  DE 500 ML,,
17336,1,9683,SODIO CLORURO 0.9 % (0.9 G/100 ML) / 1 BOLSAS PE/PP PARA PERFUSION DE 100 ML,,
15748,1,4898,BOLSAS UROST SIST DOBLE PLACA 13-32 MM 500 ML / 10 BOLSAS UROSTOMIA + 5 PLACAS,,
7751,1,7027,ENALAPRIL 2.5 MG / 10 COMPRIMIDOS,,
6996,1,6357,MEPIRAMINA 150 MG / 20 CAPSULAS,,
9968,1,9552,"ICODEXTRINA 7,5 G EN 100 ML / 1 BOLSAS PARA PERFUSION DE 2500 ML",,
6629,1,5851,"RIVASTIGMINA 1,5 MG / 56 CAPSULAS",,
11034,1,8334,ESENCIA SATUREIA HORTENSIS + GINSENG SIBERIANO  / 1 SUSPENSION GOTAS DE 50 ML (NO FINANCIABLE),,
2938,1,9418,OXICONAZOL 1% (10 MG EN 1 G) / 1 CREMA DE 60 G,,
7577,1,8765,AMFOTERICINA B 100 MG EN 10 ML / 10 VIAL DE 10 ML,,
7032,1,2780,EBASTINA 5 MG EN 5 ML / 1 FRASCO SOL ORAL DE 120 ML,,
11507,1,7459,PARACETAMOL 10 MG/ML / 12 BOLSAS PARA PERFUSION DE 100 ML,,
790,1,3722,METOCLOPRAMIDA 10 MG EN 2 ML / 12 AMPOLLAS DE 2 ML,,
14352,1,5369,VALERIANA + ISOFLAVONAS DE SOJA / 30 CAPSULAS (NO FINANCIABLE),,
8626,1,7101,"ZIPRASIDONA 20 MG EN 1,2 ML / 1 VIAL DE 1,2 ML",,
16726,1,6878,TELMISARTAN + AMLODIPINO (80/10) MG / 28 COMPRIMIDOS,,
12385,1,7296,AZACITIDINA 25MG / ML  / 1 VIAL DE 4 ML,,
4966,1,7441,BLEOMICINA 15 U USP EN 10 ML / 1 VIAL DE 10 ML,,
17765,1,2058,APOSITO DE HIDROGEL EXTRAFINO 21 X 21 / 3 APOSITOS,,
3660,1,4851,PREDNISONA 5 MG / 30 COMPRIMIDOS,,
18504,1,9729,SILDENAFILO 100 MG / 8 COMPRIMIDOS (NO FINANCIABLE),,
1237,1,2566,"TINZAPARINA 4500 UI EN 0,45 ML / 2 JERINGA PRECARGADA DE 0,45 ML",,
11960,1,7413,FOLITROPINA ALFA + LUTROPINA ALFA (150/75) / 1 VIAL DE 3 ML,,
15760,1,10020,BOLSAS ILEOST RESINA SINTETICA MICROPORO FILTRO 40 MM 470 ML / 30 BOLSA ILEOSTOMIA,,
6241,1,7205,CLOZAPINA 25 MG / 40 COMPRIMIDOS,,
3379,1,3559,LINESTRENOL 5 MG / 30 COMPRIMIDOS,,
18362,1,7896,NEOVACCINE BACTERIANA ORAL INICIO VIAL A+B,,
8619,1,4826,ZOLPIDEM 5 MG / 30 COMPRIMIDOS RECUBIERTOS,,
6549,1,3597,MIRTAZAPINA 15 MG / 30 COMPRIMIDOS,,
18192,1,7329,APOSITO ESPUMA POLIURETANO CON PLATA CON SILICONA 15X15 / 5 APOSITOS (DISPENSACIÓN EN CENTROS SANITARIOS),,
9221,1,4117,FELODIPINO + RAMIPRIL (5/5)MG / 28 COMPRIMIDOS LIBERACION RETARDADA,,
