cod_atc2,Frequency.1,codes,spanish description,english description,comment
581,1,9ML,MODULOS LIPÍDICOS,,
615,1,C08,BLOQUEANTES DE LOS CANALES DEL CALCIO,,
537,1,16C,MUÑEQUERA FERULA,,
668,1,R05,PREPARADOS PARA LA TOS Y EL RESFRIADO,,
624,1,D07,CORTICOIDES DERMATOLOGICOS,,
618,1,D01,ANTIFUNGICOS DE USO TOPICO,,
672,1,S02,OTOLOGICOS,,
635,1,H02,CORTICOSTEROIDES DE USO SISTEMICO,,
630,1,G01,ANTIINFECCIOSOS Y ANTISEPTICOS GINECOLOGICOS,,
590,1,A02,ANTIACIDOS Y ANTIULCERA PEPTICA,,
526,1,06B,SONDA RECTAL,,
594,1,A06,LAXANTES,,
652,1,M04,PREPARADOS CONTRA LA GOTA,,
653,1,M05,MEDICAMENTOS PARA TRATAMIENTOS ENFERMEDADES OSEAS,,
572,1,9CE,COMPLETAS ELEMENTALES,,
561,1,26F,GELIFICADOR BOLSAS ILEOSTOMIA,,
622,1,D05,ANTIPSORIASICOS,,
610,1,C02,ANTIHIPERTENSIVOS,,
640,1,J02,ANTIMICOTICOS DE USO SISTEMICO,,
691,1,01B,ALGODON EN RAMA,,
568,1,48A,PARCHES TERMICOS,,
553,1,24G,CALCETIN,,
598,1,A10,ANTIDIABETICOS,,
536,1,16B,MUÑEQUERA METACARPIANA,,
603,1,A15,ESTIMULANTES DEL APETITO,,
567,1,44A,EMPAPADOR,,
654,1,M09,OTROS MEDICAMENTOS PARA EL SIST.MUSCULO-ESQUELETIC,,
665,1,R01,PREPARACIONES NASALES,,
687,1,23D,SIST INC ORINA OCLUSIVO HOMBRE,,
532,1,13A,TOBILLERA,,
540,1,20A,SUSPENSORIO,,
658,1,N04,MEDICAMENTOS CONTRA EL PARKINSON,,
677,1,V06,NUTRITIVOS GENERALES                                                       ,,
647,1,L03,INMUNOESTIMULANTES,,
599,1,A11,VITAMINAS,,
629,1,F00,FORMULAS MAGISTRALES,,
690,1,9GM,FORMULA CON CONTENIDO GRASO EN FORMA DE TRIGLICERIDOS DE CADENA MEDIA,,
593,1,A05,TERAPIA BILIAR Y HEPATICA,,
545,1,23C,ABSORBENTE INCONTINENCIA ORINA,,
657,1,N03,ANTIEPILEPTICOS,,
531,1,12A,RODILLERA,,
522,1,05D,OTRAS CANULAS,,
643,1,J06,SUEROS INMUNOLOGICOS E INMUNOGLOBULINAS,,
546,1,23E,OBTURADOR ANAL,,
589,1,A01,PREPARADOS ESTOMATOLOGICOS,,
601,1,A13,TONICOS,,
520,1,04B,ESPARADRAPO HIPOALERGICO,,
688,1,V09,RADIOFARMACOS PARA DIAGNOSTICO,,
659,1,N05,PSICOLEPTICOS,,
591,1,A03,"ANTIESPASMODICOS, ANTICOLINERGICOS Y PROPULSIVOS",,
512,1,01A,ALGODON ARROLLADO,,
543,1,23A,BOLSAS DE RECOGIDA DE ORINA,,
616,1,C09,ANTIHIPERTENSIVOS ACCION SISTEMA RENINA-ANGIOTENS.,,
555,1,25B,PRODUCTO DE ILESTOMÍA,,
516,1,02B,GASA  ESTERIL,,
655,1,N01,ANESTESICOS,,
539,1,19A,BRAGUERO INGUINAL,,
528,1,06F,SONDA VESICAL,,
617,1,C10,PREPARADOS HIPOLIPEMIANTES/ANTIATEROMATOSOS,,
662,1,P01,ANTIPROTOZOARIOS,,
611,1,C03,DIURETICOS,,
631,1,G02,OTROS GINECOLOGICOS,,
649,1,M01,ANTIINFLAMATORIOS Y ANTIREUMATICOS,,
623,1,D06,ANTIBIOTICOS Y QUIMIOTERAPICOS DERMATOLOGICOS,,
529,1,08A,DUCHA VAGINAL,,
609,1,C01,TERAPIA DEL MIOCARDIO,,
571,1,9AS,EXENTAS DE PROTEINAS,,
551,1,24E,MEDIA LARGA E.T.CINT COMP,,
533,1,14A,MUSLERA,,
517,1,03A,VENDA DE GASA,,
628,1,D11,OTROS PREPARADOS DERMATOLOGICOS,,
564,1,26J,SISTEMAS COLOSTOMIA,,
678,1,V07,TODOS LOS DEMAS PRODUCTOS NO TERAPEUTICOS,,
663,1,P02,ANTIHELMINTICOS,,
639,1,J01,ANTIBACTERIANOS DE USO SISTEMICO,,
681,1,41A,JERINGA,,
586,1,9X1,ALIMENTOS PARA SITUACIONES PARTICULARES,,
607,1,B03,ANTIANEMICOS,,
626,1,D09,EMPLASTES MEDICAMENTOSOS,,
675,1,V03,TODOS LOS DEMAS PRODUCTOS TERAPEUTICOS,,
602,1,A14,ANABOLIZANTES,,
550,1,24D,MEDIA LARGA SUJ CADERA,,
559,1,26C,FILTROS DE OSTOMIA,,
514,1,01D,APOSITO,,
562,1,26H,APOSITOS OSTOMIA,,
644,1,J07,VACUNAS,,
648,1,L04,INMUNOSUPRESORES,,
679,1,V08,MEDIOS DE CONTRASTE,,
597,1,A09,"DIGESTIVOS, INCLUIDOS ENZIMAS",,
613,1,C05,VASOPROTECTORES,,
634,1,H01,HORMONAS HIPOFISARIAS E HIPOTALAMICOS Y ANALOGOS,,
535,1,16A,MUÑEQUERA DEPORTISTA,,
682,1,B06,OTROS PREPARADOS HEMATOLOGICOS,,
565,1,26K,OTROS SISTEMAS ACCESORIOS DE OSTOMIA,,
666,1,R02,PREPARADOS PARA LA GARGANTA,,
604,1,A16,OTROS PREPARADOS APARATO DIGESTIVO Y METABOLISMO,,
676,1,V04,AGENTES DIAGNOSTICOS,,
636,1,H03,TERAPIA DEL TIROIDES,,
680,1,Y20,VISADO CON 40% APORTACION SOBRE P.V.P.,,
619,1,D02,EMOLIENTES Y PROTECTORES DERMATOLOGICOS,,
683,1,V10,RADIOFARMACOS TERAPEUTICOS,,
595,1,A07,"ANTIDIARREICOS, ANTIINFECC./ANTINFL.INTESTINALES",,
632,1,G03,HORMONAS SEXUALES Y MODULADORES DE APARATO GENITAL,,
638,1,H05,HOMEOSTASIA DEL CALCIO,,
576,1,9GS,FORMULAS EXENTAS DE LIPIDOS,,
689,1,26E,FUNDA OSTOMIA,,
684,1,03E,PROTECTOR PIEL CUBIERTA CON VENDAJE Y ESCAYOLA,,
627,1,D10,PREPARADOS ANTI-ACNE,,
544,1,23B,COLECTORES,,
560,1,26D,PINZAS DE OSTOMIA,,
534,1,15A,CODERA,,
669,1,R06,ANTIHISTAMINICOS DE USO SISTEMICO,,
621,1,D04,"ANTIPRURIGINOSOS, INCLUIDOS ANTIHISTAMINICOS",,
614,1,C07,BETABLOQUEANTES,,
524,1,05G,FILTROS,,
538,1,17A,FAJA LUMBAR,,
605,1,B01,ANTITROMBOTICOS,,
625,1,D08,ANTISEPTICOS Y DESINFECTANTES,,
642,1,J05,ANTIVIRALES DE USO SISTEMICO,,
