sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:spanish description,matchScore,mappingStatus,conceptId,comment
300113030100N0000157,proteinogram BLOOD,1,,PROTEINOGRAMA SANGRE,0.39950552582740784,UNCHECKED,4147940,
300113121000H0000993,Pleural fluid amylase,1,,AMILASA EN LIQUIDO PLEURAL,0.7121031284332275,UNCHECKED,4166837,
300113121200J0001426,Synovial LIQUID FORMULA LEUKOCYTE,1,,FORMULA LEUCOCITARIA LÍQUIDO SINOVIAL,0.5874462127685547,UNCHECKED,3009361,
3.00301E+19,teleradiography,1,,TELERADIOGRAFIA,0.5367831587791443,UNCHECKED,40769924,
121209391,AC. ANTI-Salmonella typhi H Aglut method.,1,,AC. ANTI-SALMONELLA TYPHI H METODO AGLUT.,0.5377843976020813,UNCHECKED,4044821,
300113020000K0001083,Osmolality 24 HOURS,1,,OSMOLALIDAD EN 24 HORAS,0.7821325063705444,UNCHECKED,3006147,
ANT000015,BROAD SPECTRUM BETA-lactamase,1,,BETA-LACTAMASA AMPLIO ESPECTRO,0.6218984127044678,UNCHECKED,4032238,
30030600870000001000,"TC CHEST, unenhanced",1,,"TC TORACICO, SIN CONTRASTE",0.37220245599746704,UNCHECKED,46236271,
300113030204N0000288,SPECIFIC IGE CEREZA,1,,IGE ESPECIFICA  CEREZA,0.4804497957229614,UNCHECKED,4189073,
300113030202N0000196,B. tropicalis SPECIFIC IGE,1,,IGE ESPECIFICA  BLOMIA TROPICALIS,0.5110405087471008,UNCHECKED,4306370,
CCD00596N,Monoclonal component in blood,1,,COMPONENTE MONOCLONAL EN SANGRE,0.7576099634170532,UNCHECKED,4192555,
300113080100N0000828,CA 50 AG (AG carbohydrate 50),1,,AG CA 50 (AG CARBOHIDRATADO 50),0.4495052099227905,UNCHECKED,3027682,
30030100040404321000,"RX RAQUIS, CERVICAL SPINE, transoral",1,,"RX RAQUIS, RAQUIS CERVICAL, TRANSORAL",0.42724668979644775,UNCHECKED,42869394,
CCD00027I,ASPECT (seminal fluid),1,,ASPECTO  (EN LIQUIDO SEMINAL),0.5610262155532837,UNCHECKED,4191131,
CCD00293N,PAPP PREGNANCY (PAPP-A),1,,PROTEINA A PLASMATICA ASOCIADA AL EMBARAZO (PAPP-A),0.4447786808013916,UNCHECKED,44807245,
300113080100N0000835,alpha-fetoprotein,1,,ALFA FETOPROTEÍNA,0.9123995304107666,UNCHECKED,4014768,
3.00317E+19,BAG (CORE NEEDLE BIOPSY) MULTIPLE INJURIES IN MAMA PALPABLE,1,,BAG (BIOPSIA CON AGUJA GRUESA) LESION MULTIPLE PALPABLE EN MAMA,0.3330368101596832,UNCHECKED,3033361,
300113030209N0000449,SPECIFIC IGE Cynodon dactylon (GRAM MORE),1,,IGE ESPECIFICA  CYNODON DACTYLON (GRAMA MAYOR),0.6406362056732178,UNCHECKED,4311051,
30030901520304002000,"RM VASCULAR, CEREBRO (WILLIS-TRUNK SUPRAORTICO), unenhanced AND CONTRAST",1,,"RM VASCULAR , CEREBRO (WILLIS-TRONCO SUPRAORTICO), SIN CONTRASTE Y CON CONTRASTE",0.2387920469045639,UNCHECKED,21491926,
300114080100N0000190,PCR- BCL2 (Lymphomas),1,,PCR- BCL2  (LINFOMAS),0.31288954615592957,UNCHECKED,3045112,
30030600861623201000,"TC OSTEOARTICULAR, ELBOW RIGHT / LEFT WITHOUT CONTRAST",1,,"TC OSTEOARTICULAR , CODO DERECHO/IZQUIERDO, SIN CONTRASTE",0.4240420460700989,UNCHECKED,3047543,
3.00301E+19,"Bone densitometry (DXA), RADIO-CUBITO",1,,"DENSITOMETRIA OSEA (DXA), RADIO-CUBITO",0.2662906348705292,UNCHECKED,40765642,
30121010406703619705,"Enteroviruses, DETECTION AC. IGM, SERUM, ELISA",1,,"ENTEROVIRUS, DETECCIÓN AC. IGM, SUERO, ELISA",0.4218257665634155,UNCHECKED,4046132,
ANT000041,Cefazolin (2),1,,CEFAZOLINA (2),0.6064088344573975,UNCHECKED,3021903,
30030600860707302000,"TC OSTEOARTICULAR, scapula BOTH unenhanced AND CONTRAST",1,,"TC OSTEOARTICULAR , ESCAPULA AMBAS, SIN CONTRASTE Y CON CONTRASTE",0.3916419744491577,UNCHECKED,42529454,
30030600860707001000,"TC OSTEOARTICULAR, ARTICULACION sternoclavicular RIGHT / LEFT WITHOUT CONTRAST",1,,"TC OSTEOARTICULAR , ARTICULACION ESTERNO-CLAVICULAR DERECHA/IZQUIERDA, SIN CONTRASTE",0.4576708674430847,UNCHECKED,3052419,
300114070200N0000252,CD45 (COUNT),1,,CÉLULAS CD45 (RECUENTO),0.7348940372467041,UNCHECKED,44813307,
CCD00097N,FHHB FRACTION OF TOTAL deoxyhemoglobin Hb (blood),1,,FHHB FRACCION DE DESOXIHEMOGLOBINA EN HB TOTAL (EN SANGRE),0.541171133518219,UNCHECKED,3014646,
300113030218N0000614,SPECIFIC IGE Seminal fluid,1,,IGE ESPECIFICA  FLUIDO SEMINAL,0.7196632027626038,UNCHECKED,4191131,
121209421,AC. Trypanosoma cruzi IFI METHOD,1,,AC. ANTI-TRYPANOSOMA CRUZI METODO IFI,0.6056460738182068,UNCHECKED,4045500,
300113050000N0001395,AC.ANTI ENDOTHELIAL,1,,AC.ANTI ENDOTELIALES,0.4157172441482544,UNCHECKED,3028875,
300113020000K0000083,RED BLOOD CELLS MORPHOLOGY,1,,MORFOLOGÍA HEMATÍES,0.8684217929840088,UNCHECKED,4219640,
CCD00114N,GAMMA globulins (BLOOD),1,,GAMMA GLOBULINAS (EN SANGRE),0.5734127759933472,UNCHECKED,4353511,
3.0031E+19,"Angiography, Carotid INNER RIGHT / LEFT",1,,"ANGIOGRAFIA, ARTERIA CAROTIDA INTERNA DERECHA/IZQUIERDA",0.3542546331882477,UNCHECKED,3013357,
300113030100N0000147,MYOGLOBIN BLOOD,1,,MIOGLOBINA SANGRE,0.7150226831436157,UNCHECKED,4136993,
300113120200U0001120,REDUCING CORPS STOOL,1,,CUERPOS REDUCTORES HECES,0.45409032702445984,UNCHECKED,4193709,
300113050000N0000733,AC ANTI Immunoglobulin A,1,,AC ANTI INMUNOGLOBULINA A,0.7360824346542358,UNCHECKED,4353511,
30030100031624520000,"RX SKELETON PERIFERICO, METACARPUS RIGHT / LEFT, PA and LAT",1,,"RX ESQUELETO PERIFERICO, METACARPO DERECHO/IZQUIERDO, PA Y LAT",0.3157913386821747,UNCHECKED,3040129,
OTPRPEVOCADOS,EVOKED POTENTIALS,1,,POTENCIALES EVOCADOS,0.7107079029083252,UNCHECKED,46235082,
300113030208N0000439,SPECIFIC IGE CORDERO,1,,IGE ESPECIFICA  CORDERO,0.5236963629722595,UNCHECKED,4304777,
300113030201N0001531,SPECIFIC IGE DICLOFENACO,1,,IGE ESPECIFICA DICLOFENACO,0.6572641134262085,UNCHECKED,40759820,
300113030215N0000542,SPECIFIC IGE BIRCH,1,,IGE ESPECIFICA  ABEDUL,0.5808667540550232,UNCHECKED,4191018,
30030901441320401000,"RM OSTEOARTICULAR, sacroiliac, unenhanced",1,,"RM OSTEOARTICULAR , SACROILIACAS, SIN CONTRASTE",0.33667635917663574,UNCHECKED,40765632,
3.00304E+19,"ULTRASOUND ORGAN / SOFT TISSUE, MAMA RIGHT / LEFT",1,,"ECOGRAFIA ORGANOS/PARTES BLANDAS, MAMA DERECHA/IZQUIERDA",0.4258204698562622,UNCHECKED,21493935,
ANT000135,PENICILLIN,1,,PENICILINA,0.7907853722572327,UNCHECKED,4262159,
300113121400X0001530,BIOLOGICAL LIQUIDS Ddimer S.E,1,,DÍMERO D LÍQUIDOS BIOLÓGICOS S.E,0.25599032640457153,UNCHECKED,3048530,
CCD00158N,LH 60 MIN (blood),1,,LH 60 MIN (EN SANGRE),0.3563593029975891,UNCHECKED,4353845,
300113040000N0001624,17-HYDROXY-PREGNENOLONE,1,,17-HIDROXI-PREGNENOLONA,0.710395336151123,UNCHECKED,4014777,
300114040000K0000122,Hemoglobin URINE,1,,HEMOGLOBINA EN ORINA,0.8407694101333618,UNCHECKED,3000963,
121812390,Somatomedin C (IGF - 1) EXTRACTION WITHOUT,1,,SOMATOMEDINA C (IGF - 1) SIN EXTRACCION,0.1412051022052765,UNCHECKED,3041411,
CCD00320N,INDEX DISTRIBUTION RED BLOOD CELLS (STD) (blood),1,,ÍNDICE DISTRIBUCIÓN HEMATÍES (STD) (EN SANGRE),0.35917359590530396,UNCHECKED,4193544,
300113100000N0001473,GENETIC STUDY: huntington disease,1,,ESTUDIO GENÉTICO: ENFERMEDAD de HUNTINGTON,0.41081365942955017,UNCHECKED,4203207,
300114010100N0000240,Phenotype erythrocyte CDE,1,,FENOTIPO ERITROCITARIO CDE,0.50568026304245,UNCHECKED,4040034,
CCD00339K,Hyaline casts (IN URINE),1,,CILINDROS HIALINOS (EN ORINA),0.5425624251365662,UNCHECKED,3030405,
30030600970000001000,"Cisternography TC, unenhanced",1,,"CISTERNOGRAFIA TC , SIN CONTRASTE",0.29963624477386475,UNCHECKED,3052172,
300113121200J0001131,Synovial TRIGLYCERIDES LIQUID,1,,TRIGLICÉRIDOS LÍQUIDO SINOVIAL,0.5711579322814941,UNCHECKED,3014110,
30030100031624220000,"RX PERIFERICO SKELETON, HAND BOTH, PA and LAT",1,,"RX ESQUELETO PERIFERICO, MANO AMBAS, PA Y LAT",0.2510697841644287,UNCHECKED,3048166,
300113040000N0000652,IGF-BP3 (IGF1 carrier protein),1,,IGF-BP3 (PROTEÍNA TRANSPORTADORA DE IGF1),0.39170414209365845,UNCHECKED,3050165,
300113030209N0000445,SPECIFIC IGE pollens and Grasses: OATS,1,,IGE ESPECIFICA POLENES Y GRAMINEAS:AVENA,0.4150385856628418,UNCHECKED,4304625,
300113120500C0000948,STUDY CYTOLOGICAL CSF polymorphonuclear cells,1,,ESTUDIO CITOLÓGICO CÉLULAS POLIMORFONUCLEARES EN LCR,0.4903676211833954,UNCHECKED,4024539,
3.00304E+19,"ULTRASOUND ARTICULAR, OTHER AREAS ANATOMICAS",1,,"ECOGRAFIA ARTICULAR, OTRAS ZONAS ANATOMICAS",0.43394070863723755,UNCHECKED,40769925,
300113040000N0000662,Prolactin,1,,PROLACTINA,0.5628055930137634,UNCHECKED,4010412,
300113090000N0000850,"HLA DQ (a, b), DR (b)",1,,"HLA DQ (a,b), DR (b)",0.44296813011169434,UNCHECKED,4039894,
300113030100N0000120,Tumor Necrosis Factor (TNFalpha),1,,FACTOR DE NECROSIS TUMORAL (TNFalfa),0.6095044612884521,UNCHECKED,4166052,
30030600861929001000,"TC OSTEOARTICULAR, ROTULA RIGHT / LEFT WITHOUT CONTRAST",1,,"TC OSTEOARTICULAR , ROTULA DERECHA/IZQUIERDA, SIN CONTRASTE",0.26951414346694946,UNCHECKED,42528866,
CCD00197N,17-Hydroxy Progesterone 30 MIN (blood),1,,PROGESTERONA 17-HIDROXI 30 MIN (EN SANGRE),0.4997154474258423,UNCHECKED,3042802,
300113020000K0001080,GLUCOSE IN 24 HOURS,1,,GLUCOSA EN 24 HORAS,0.6622523069381714,UNCHECKED,3007308,
3.00304E+19,"ULTRASOUND ORGAN / SOFT TISSUE, PENIS",1,,"ECOGRAFIA ORGANOS/PARTES BLANDAS, PENE",0.5371736884117126,UNCHECKED,21494050,
30030600861928902000,"TC OSTEOARTICULAR, ROTULA BOTH unenhanced AND CONTRAST",1,,"TC OSTEOARTICULAR , ROTULA AMBAS, SIN CONTRASTE Y CON CONTRASTE",0.219965398311615,UNCHECKED,21493870,
300113050000N0000702,AC ANTI adrenal,1,,AC ANTI CÁPSULA SUPRARRENAL,0.6234128475189209,UNCHECKED,40771798,
30030600910000002000,"CT Pelvis, unenhanced AND CONTRAST",1,,"TC PELVIS, SIN CONTRASTE Y CON CONTRASTE",0.5367997884750366,UNCHECKED,3014964,
300113030203N0000219,SPECIFIC IGE EPITELIO OVEJA,1,,IGE ESPECIFICA  EPITELIO OVEJA,0.3740566074848175,UNCHECKED,4214247,
300113050000N0000745,AC antinuclear (ANA) ELISA,1,,AC ANTI NUCLEARES (ANA) ELISA,0.6646692752838135,UNCHECKED,4234268,
300113070100N0000798,GENTAMICINA,1,,GENTAMICINA,0.7089215517044067,UNCHECKED,3013152,
3.0031E+19,"Angiography, Carotid EXTERNAL RIGHT / LEFT",1,,"ANGIOGRAFIA, ARTERIA CAROTIDA EXTERNA DERECHA/IZQUIERDA",0.3525053858757019,UNCHECKED,3013357,
CCD00200N,30 MIN Prolactin (blood),1,,PROLACTINA 30 MIN (EN SANGRE),0.3112080693244934,UNCHECKED,4198898,
3012340108205013115,"Helicobacter pylori, DETECTION AG, STOOL, ICT",1,,"HELICOBACTER PYLORI, DETECCIÓN AG, HECES, ICT",0.5701605081558228,UNCHECKED,44813179,
300113030300N0001156,PRECIPITINS PROTEIN DOVE,1,,PRECIPITINAS PROTEINA PALOMA,0.5866438150405884,UNCHECKED,4098498,
300113020000K0000094,SODIUM,1,,SODIO,0.7684752345085144,UNCHECKED,4020682,
CCD00087N,TOTAL CARBON DIOXIDE (blood),1,,DIÓXIDO DE CARBONO TOTAL (EN SANGRE),0.7232560515403748,UNCHECKED,4193415,
ANT000156,Trimethoprim / sulfamethoxazole (2),1,,TRIMETROPRIM / SULFAMETOXAZOL (2),0.5934776067733765,UNCHECKED,3015712,
300113030100N0000119,Angiotensin converting enzyme,1,,ENZIMA CONVERTIDOR DE ANGIOTENSINA,0.8764023780822754,UNCHECKED,4234494,
300113030100N0001578,Immunofixation SERUM,1,,INMUNOFIJACIÓN EN SUERO,0.8955127596855164,UNCHECKED,4309124,
300113030406N0001711,IGE RECOMBINANT NGAL D 3 (conalbumin) F323,1,,IGE RECOMBINANTE NGAL D 3 (CONALBÚMINA) F323,0.24117372930049896,UNCHECKED,21494777,
300114070100N0000150,Paroxysmal nocturnal hemoglobinuria (PNH),1,,HEMOGLOBINURIA PAROXÍSTICA NOCTURNA (HPN),0.623854398727417,UNCHECKED,44813791,
300113030100N0000115,C1q COMPLEMENT,1,,COMPLEMENTO  C1q,0.7521711587905884,UNCHECKED,4174033,
CCD00577N,Tº RUSELL VIPER POISON IN DILUTED SCREENING RATIO (DRVVs) (blood),1,,Tº VENENO VÍBORA RUSELL DILUIDO SCREENING EN RATIO (DRVVs) (EN SANGRE),0.42113301157951355,UNCHECKED,4307458,
300113030203N0000217,IGE EPITELIO SPECIFIED HAMSTER,1,,IGE ESPECIFICA  EPITELIO HAMSTER,0.5166464447975159,UNCHECKED,4191109,
30030600931219202000,"TC VASCULAR, abdominal veins, unenhanced AND CONTRAST",1,,"TC VASCULAR , VENAS ABDOMINALES , SIN CONTRASTE Y CON CONTRASTE",0.44261634349823,UNCHECKED,3049029,
300113110000N0000891,Lactate dehydrogenase (LDH) ISOENZYMES,1,,LACTATO-DESHIDROGENASA (LDH) ISOENZIMAS,0.6829848885536194,UNCHECKED,4098519,
ANT000106,GENTAMICIN (2),1,,GENTAMICINA (2),0.4304347038269043,UNCHECKED,3013152,
300113050000N0000725,AC GM1 ganglioside IgM,1,,AC IGM ANTI GANGLIÓSIDO GM1,0.6696680784225464,UNCHECKED,4185763,
121209631,AC. ANTI-CHLAMYDOPHILA PSITTACI IGM METODO IFI,1,,AC. ANTI-CHLAMYDOPHILA PSITTACI IGM METODO IFI,0.6830921769142151,UNCHECKED,4047069,
CCD00100I,UNUSUAL WAYS (seminal fluid),1,,FORMAS ANORMALES (EN LIQUIDO SEMINAL),0.41332268714904785,UNCHECKED,4191131,
300113090000N0001250,HLA DR (B) LOW RESOLUTION (MOLECULAR BIOLOGY),1,,HLA DR (B) BAJA RESOLUCIÓN (BIOLOGÍA MOLECULAR),0.24216420948505402,UNCHECKED,46236982,
30030901420404301000,"RM COLUMN, CERVICAL SPINE, unenhanced",1,,"RM COLUMNA, RAQUIS CERVICAL, SIN CONTRASTE",0.4511408507823944,UNCHECKED,42869394,
3.00305E+19,"DOPPLER ARTERIAL, ARTERIA Aortoilliac",1,,"DOPPLER  ARTERIAL, ARTERIA AORTO-ILIACA",0.46400970220565796,UNCHECKED,21494486,
3.00305E+19,"DOPPLER ORGAN / SOFT TISSUE, RIÑON AMBOS",1,,"DOPPLER ORGANOS/PARTES BLANDAS, RIÑON AMBOS",0.30126258730888367,UNCHECKED,21493935,
300113110000N0000882,ACID PHOSPHATASE Tartrate-resistant,1,,FOSFATASA ÁCIDA TARTRATO-RESISTENTE,0.6473548412322998,UNCHECKED,4198875,
121210055,Streptococcus pneumoniae antigen,1,,ANTÍGENO DE STREPTOCOCCUS PNEUMONIAE,0.9206947684288025,UNCHECKED,4045314,
3.00304E+19,DIAGNOSTIC teleradiology: GENERAL ULTRASOUND,1,,DIAGNOSTICO POR TELERRADIOLOGIA: ECOGRAFIA GENERAL,0.4067430794239044,UNCHECKED,3031184,
ANT000130,oxacillin,1,,OXACILINA,0.7960299253463745,UNCHECKED,3007884,
ANT000035,Azithromycin,1,,AZITROMICINA,0.7706878781318665,UNCHECKED,4006493,
ECOGINE,Gynecological Ultrasound,1,,ECOGRAFIA GINECOLOGICA,0.523671567440033,UNCHECKED,36203296,
300113030100K0000179,pyridinolines,1,,PIRIDINOLINAS,0.7919946908950806,UNCHECKED,4193180,
300113030207N0000408,SPECIFIC IGE BACALAO,1,,IGE ESPECIFICA  BACALAO,0.45618030428886414,UNCHECKED,4190035,
300113090000N0001253,HLA DQ (B) HIGH RESOLUTION (MOLECULAR BIOLOGY),1,,HLA DQ (B) ALTA RESOLUCIÓN (BIOLOGÍA MOLECULAR),0.23469538986682892,UNCHECKED,40760409,
CCD00276N,ANTI AC endomysium IgA (blood),1,,AC ANTI ENDOMISIO IgA (EN SANGRE),0.5283644795417786,UNCHECKED,3016278,
300113030202N0000195,IGE ACARO SPECIFIED SIRO,1,,IGE ESPECIFICA  ACARO SIRO,0.5831208825111389,UNCHECKED,4303718,
300113030100N0000126,ALFA-1 acid glycoprotein,1,,GLICOPROTEÍNA ÁCIDA ALFA-1,0.520086407661438,UNCHECKED,4014894,
3.00302E+19,Urethrography RETROGRADE WITH cystourethrogram,1,,URETROGRAFIA RETROGRADA CON CISTOURETROGRAFIA,0.5098970532417297,UNCHECKED,4188081,
300113070100N0000795,EVEROLIMUS,1,,EVEROLIMUS,0.8083477020263672,UNCHECKED,21493537,
3.00309E+19,InterConsultation: MAGNETIC RESONANCE,1,,INTERCONSULTA: RESONANCIA MAGNETICA,0.3087146282196045,UNCHECKED,4335540,
300113030205N0000384,IGE SPECIFIED beta-lactoglobulin,1,,IGE ESPECIFICA  BETA-LACTOGLOBULINA,0.7858461737632751,UNCHECKED,4189085,
MUE000136,Urethral discharge,1,,EXUDADO URETRAL,0.6218861937522888,UNCHECKED,3020091,
30030100031927806000,"RX SKELETON PERIFERICO Femur AMBOS, AP and LAT",1,,"RX ESQUELETO PERIFERICO, FEMUR AMBOS, AP Y LAT",0.44328954815864563,UNCHECKED,3047645,
CCD00587N,Androgenic FREE INDEX (blood),1,,INDICE ANDROGENICO LIBRE (EN SANGRE),0.523002028465271,UNCHECKED,4154486,
3.00304E+19,"ULTRASOUND ORGAN / SOFT TISSUE, EYES RIGHT / LEFT",1,,"ECOGRAFIA ORGANOS/PARTES BLANDAS, OJOS DERECHO/IZQUIERDO",0.41770708560943604,UNCHECKED,21493935,
300113030216N0000588,SPECIFIC IGE ARTEMIS,1,,IGE ESPECIFICA  ARTEMISA,0.5585779547691345,UNCHECKED,4214133,
30030100031320003000,"RX SKELETON PERIFERICO, HIPS RIGHT / LEFT, alar and obturator",1,,"RX ESQUELETO PERIFERICO, CADERA DERECHA/IZQUIERDA, ALAR Y OBTURATRIZ",0.19353678822517395,UNCHECKED,3040129,
30030100050100210000,"RX CRANEO / CARA, mastoid process RIGHT / LEFT, AP, LAT and Skew",1,,"RX CRANEO/CARA, APOFISIS MASTOIDES DERECHA/IZQUIERDA, AP, LAT Y OBLICUA",0.2296207696199417,UNCHECKED,3004976,
121203042,IDENTIFICATION FUNGI (3),1,,IDENTIFICACION DE HONGOS (3),0.43954116106033325,UNCHECKED,4045486,
30030901460809801000,"RM TORACICA, brachial plexus unenhanced",1,,"RM TORACICA, PLEXO BRAQUIAL, SIN CONTRASTE",0.6277321577072144,UNCHECKED,3047063,
300113110000N0001568,ACYL-carnitines,1,,ACIL-CARNITINAS,0.4636402130126953,UNCHECKED,4014886,
300113110000N0001225,BLOOD MERCURY,1,,MERCURIO SANGRE,0.6161015629768372,UNCHECKED,4052691,
30030100031623911000,"RX PERIFERICO SKELETON, SHOULDER RIGHT / LEFT, AXIAL 30º- 60º- 90",1,,"RX ESQUELETO PERIFERICO, HOMBRO DERECHO/IZQUIERDO, AXIAL 30º- 60º- 90º",0.2540314495563507,UNCHECKED,3052180,
CCD00225I,Volume (in seminal fluid),1,,VOLUMEN (EN LIQUIDO SEMINAL),0.46710923314094543,UNCHECKED,3012836,
30030901451928802000,"ARTRO RM, KNEE RIGHT / LEFT WITHOUT CONTRAST AND CONTRAST",1,,"ARTRO RM, RODILLA DERECHA/IZQUIERDA, SIN CONTRASTE Y CON CONTRASTE",0.41885414719581604,UNCHECKED,3048291,
300114030000N0000087,AUTOMATED blood count and FORMULA,1,,HEMOGRAMA Y FÓRMULA AUTOMATIZADOS,0.6040959358215332,UNCHECKED,4035541,
300113060000N0000768,OVERLOAD oral glucose,1,,SOBRECARGA ORAL GLUCOSA,0.40910854935646057,UNCHECKED,4250134,
300113030204N0000357,SPECIFIC IGE PAPRIKA,1,,IGE ESPECIFICA  PIMENTON DULCE,0.703822910785675,UNCHECKED,4304765,
300113030204N0000363,SPECIFIC IGE PISTACHO,1,,IGE ESPECIFICA  PISTACHO,0.5807152986526489,UNCHECKED,4303704,
121206131,AC. ANTI-HEPATITIS C VIRUS METHOD MEIA,1,,AC. ANTI-VIRUS DE LA HEPATITIS C METODO MEIA,0.47202351689338684,UNCHECKED,4092846,
30030600861624201000,"TC OSTEOARTICULAR, HAND BOTH unenhanced",1,,"TC OSTEOARTICULAR , MANO AMBAS, SIN CONTRASTE",0.3655667006969452,UNCHECKED,40765632,
30030600861623802000,"TC OSTEOARTICULAR, SHOULDER BOTH unenhanced AND CONTRAST",1,,"TC OSTEOARTICULAR , HOMBRO AMBOS, SIN CONTRASTE Y CON CONTRASTE",0.3766457140445709,UNCHECKED,3051142,
300113070100N0000806,TACROLIMUS,1,,TACROLIMUS,0.8217238783836365,UNCHECKED,3001949,
3.00305E+19,"DOPPLER ARTERIAL, BOTH LOWER LIMB",1,,"DOPPLER  ARTERIAL, MIEMBRO INFERIOR AMBOS",0.42497673630714417,UNCHECKED,3052473,
300113110000N0001281,BIOCHEMICAL INDEX RISK THE SECOND QUARTER,1,,INDICE DE RIESGO BIOQUIMICO SEGUNDO TRIMESTRE,0.3028625249862671,UNCHECKED,36304949,
30030600850707901000,"COLUMN TC, SPINE SPINE, unenhanced",1,,"TC DE COLUMNA , RAQUIS DORSAL, SIN CONTRASTE",0.28591638803482056,UNCHECKED,46236271,
3.00301E+19,"RX CRANEO / CARA, paranasal sinuses",1,,"RX CRANEO/CARA, SENOS PARANASALES",0.37086835503578186,UNCHECKED,3011383,
3.00313E+19,"Arteriography, BOTH LOWER LIMB",1,,"ARTERIOGRAFIA, MIEMBRO INFERIOR AMBOS",0.37169530987739563,UNCHECKED,4145930,
MUE000123,EXUDATE pharyngocutaneous tonsillar,1,,EXUDADO FARINGO-AMIGDALAR,0.4863945543766022,UNCHECKED,43055257,
30030901441320101000,"RM OSTEOARTICULAR, PELVIC BONE, unenhanced",1,,"RM OSTEOARTICULAR , PELVIS OSEA, SIN CONTRASTE",0.35608723759651184,UNCHECKED,40765632,
ANT000105,GENTAMICINA,1,,GENTAMICINA,0.7089215517044067,UNCHECKED,3013152,
CCD00419N,DIRECT ANTIGLOBULIN polyspecific (VERSATILE) (blood),1,,ANTIGLOBULINA DIRECTA POLIESPECÍFICA  (POLIVALENTE) (EN SANGRE),0.5249903798103333,UNCHECKED,4016799,
30030600880000002000,"TC CHEST -ABDOMINAL, unenhanced AND CONTRAST",1,,"TC TORACICO -ABDOMINAL , SIN CONTRASTE Y CON CONTRASTE",0.41671139001846313,UNCHECKED,3029076,
300114029900N0000072,TIME OF Clot Lysis EUGLOBINAS (VON Kaulla TEST),1,,TIEMPO DE LISIS DEL COÁGULO DE LAS EUGLOBINAS (PRUEBA DE VON KAULLA),0.42605236172676086,UNCHECKED,4084811,
30030600861623101000,"TC OSTEOARTICULAR, ELBOW BOTH unenhanced",1,,"TC OSTEOARTICULAR , CODO AMBOS, SIN CONTRASTE",0.36277493834495544,UNCHECKED,3049030,
300113121400X0001292,BIOLOGICAL LIQUIDS CREATININA S.E,1,,CREATININA LÍQUIDOS BIOLÓGICOS S.E,0.2366388440132141,UNCHECKED,40759097,
300114070100N0000235,PNH granulocyte MARKERS,1,,MARCADORES HPN GRANULOCITOS,0.5101233124732971,UNCHECKED,4041973,
121812190,EXTRACTION bone alkaline phosphatase SIN,1,,FOSFATASA ALCALINA OSEA SIN EXTRACCION,0.7932040095329285,UNCHECKED,40765630,
ANT000131,Oxacillin (2),1,,OXACILINA (2),0.5070565342903137,UNCHECKED,3007884,
