sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:spanish description,matchScore,mappingStatus,conceptId,comment
FLEXBACE,BENDING BALANCE CERVICAL,1,,FLEXION BALANCE CERVICAL,1.2194349765777588,UNCHECKED,4172704,
ESMEOJOI,STRATEGY O.I.,1,,ESTRATEGIA O.I.,0.9928085803985596,UNCHECKED,4172704,
FLE1MUMA,Flex 1 Musc. Hand,1,,Flex 1º Musc. Mano,1.0695775747299194,UNCHECKED,4172704,
REQENR,energy requirements,17,,Requerimientos energéticos,1.1719245910644531,UNCHECKED,4172704,
TOS,Cough,1,,Tos,1.7382440567016602,UNCHECKED,4172704,
ADMCMUMA,Add. Mcf. MUSC. Hand,1,,Add. Mcf. Musc. Mano,0.781273365020752,UNCHECKED,4172704,
PROVCENT,central province,1,,Provincia centro,1.4479141235351562,UNCHECKED,4172704,
FRCR-Med,HEARTBEAT Media,1,,Frecuencia Cardiaca Media,1.2222546339035034,UNCHECKED,4172704,
PRMUMUNE,Musc pronation. Doll,1,,Pronacion Musc. Muñeca,1.0686430931091309,UNCHECKED,4172704,
FLMCARMA,Flex. Mcf. art. Hand,1,,Flex. Mcf. art. Mano,0.7759027481079102,UNCHECKED,4172704,
ITBI,Index ankle / left arm,17,,Indice tobillo/brazo izquierdo,1.1541606187820435,UNCHECKED,4172704,
MED1OJOD,CHOOSING MEDICATION O.D.,1,,MEDICACION ELECCION O.D.,0.9523069858551025,UNCHECKED,4172704,
ALCOAIRE,Alcohol in exhaled air,1,,Alcohol en aire espirado,1.0848443508148193,UNCHECKED,4172704,
INVEMUTO,Musc investment. Ankle,1,,Inversion Musc. Tobillo,0.9551489353179932,UNCHECKED,4172704,
TIPOALTA,high type,1,,Tipo alta,1.5154404640197754,UNCHECKED,4172704,
FLPLTOBI,Flex. Ankle plantar,1,,Flex. Plantar Tobillo,0.9984828233718872,UNCHECKED,4172704,
FRECRESP,respirtoria frequency,1,,Frecuencia respirtoria,1.1205917596817017,UNCHECKED,4172704,
CIRPROSP,previous prostate surgery,1,,Cirugía prostática previa,1.1978504657745361,UNCHECKED,4172704,
TAD-Med,Media diastolic blood pressure,1,,Tensión Arterial Diastólica Media,0.915330708026886,UNCHECKED,4154790,
POLIQUIR,Poliquiuria,1,,Poliquiuria,1.287607192993164,UNCHECKED,4172704,
ABD1MUMA,Abd. 1 Musc. Hand,1,,Abd. 1º Musc. Mano,0.9474886655807495,UNCHECKED,4172704,
CIRUCONO,Known surgeon,1,,Cirujano conocido,1.219165563583374,UNCHECKED,4172704,
FLIFARMA,Flex. IF. Art. Hand,1,,Flex. IF. Art. Mano,0.830359160900116,UNCHECKED,4172704,
DISMDIU,Decreased urine output,1,,Disminución de la diuresis,0.7805591225624084,UNCHECKED,3014315,
PRONARCO,Artic pronation. Elbow,1,,Pronacion Artic. Codo,1.0507664680480957,UNCHECKED,4172704,
INCUMUMA,Incl. Cubit. MUSC. Doll,1,,Incl. Cubit. Musc. Muñeca,0.812566876411438,UNCHECKED,4172704,
TFNO,Phone,1,,Teléfono,1.9285998344421387,UNCHECKED,4172704,
CAVIOJOI,VISUAL FIELD ALTERATION O.I.,1,,ALTERACION CAMPO VISUAL O.I.,0.8672166466712952,UNCHECKED,4172704,
MED1OJOI,CHOOSING MEDICATION O.I.,1,,MEDICACION ELECCION O.I.,0.9270704984664917,UNCHECKED,4172704,
EXTEBACE,EXTEN. CERVICAL BALANCE,1,,EXTEN. BALANCE CERVICAL,1.054722785949707,UNCHECKED,4172704,
SUPIARCO,Artic supination. Elbow,1,,Supinacion Artic. Codo,1.0218112468719482,UNCHECKED,4172704,
ADHEADEC,Does the patient have adequate adherence to treatment?,13,,¿Presenta el paciente una adherencia adecuada al tratamiento?,0.7375009655952454,UNCHECKED,4172704,
EXT1ARMA,Ext. 1 Art. Hand,1,,Ext. 1º Art. Mano,1.0806444883346558,UNCHECKED,4172704,
FRACHUME,osteoporotic proximal humerus fracture,1,,Fractura osteoporótica proximal de humero,0.9579901099205017,UNCHECKED,4172704,
ROINARHO,Rot. Int. Art. Shoulder,1,,Rot. Int. Art. Hombro,0.9492153525352478,UNCHECKED,4172704,
INVETOBI,inversion Ankle,1,,Inversion Tobillo,1.2672481536865234,UNCHECKED,4172704,
AMBIGEOG,geographical coverage,1,,Ambito geográfico,1.145582914352417,UNCHECKED,4172704,
LATIBACE,THE T. IZQ. BAL. CERVICAL,1,,LAT. IZQ. BAL. CERVICAL,0.7233253717422485,UNCHECKED,4172704,
FEV1-Med,Spirometry: FEV1-Media,1,,Espirometría: fev1-Media,0.8435624837875366,UNCHECKED,4172704,
REFECAFE,refers caffeine,1,,Refiere cafeína,1.2880185842514038,UNCHECKED,4172704,
EDEMAS,edemas,1,,Edemas,1.8363919258117676,UNCHECKED,4172704,
FRACESPE,Osteoporotic fracture specified site,1,,Fractura osteoporótica Sitio especificado,1.0213959217071533,UNCHECKED,4172704,
UNIDCIGA,cigarette unit,1,,Unidad cigarrillos,1.2954299449920654,UNCHECKED,4172704,
FLEXARCO,Flex. Artic. Elbow,1,,Flex. Artic. Codo,0.9089415073394775,UNCHECKED,4172704,
CITOEXFO,Gynecological citology,13,,Citología exfoliativa ginecológica,1.20176100730896,UNCHECKED,4172704,
SUPIARMU,Art supination. Wrist,1,,Supinacion Art. Muñeca,1.0512981414794922,UNCHECKED,4172704,
OPO1ARMA,Opposition 1 Art. Hand,1,,Oposicion 1º Art. Mano,1.068984866142273,UNCHECKED,4172704,
REFEHERO,refers heroin,1,,Refiere heroína,1.396268606185913,UNCHECKED,4172704,
ESMEOJOD,STRATEGY MEDICATION O.D.,1,,ESTRATEGIA MEDICACION O.D.,0.9562042951583862,UNCHECKED,4172704,
PMC,Body Fat Percentage,1,,Porcentaje de grasa corporal,1.234155535697937,UNCHECKED,4172704,
PRONMUCO,Musc pronation. Elbow,1,,Pronacion Musc. Codo,1.0213596820831299,UNCHECKED,4172704,
SATABA_8,headache,1,,Cefalea,1.6009571552276611,UNCHECKED,4172704,
ROTIBACE,ROT. IZQ. BAL. CERVICAL,1,,ROT. IZQ. BAL. CERVICAL,0.7283952236175537,UNCHECKED,4172704,
DIURESIS,Diuresis,1,,Diuresis,1.6315362453460693,UNCHECKED,4172704,
FARMTABA,Pharmacotherapy,1,,Tratamiento farmacológico,1.3669298887252808,UNCHECKED,4172704,
MOTIALTA,high reason,1,,Motivo alta,1.5410118103027344,UNCHECKED,4172704,
HIPOGO,Untreated hypogonadism,1,,Hipogonadismo no tratado,1.1339411735534668,UNCHECKED,4172704,
FECHCOMU,Positive communication test date,1,,Fecha comunicación test positivo,1.0752630233764648,UNCHECKED,4172704,
FLEXDENA,Flex. (Finger-ground),1,,Flex.(dedos-suelo),0.8590430617332458,UNCHECKED,4172704,
ADISNEA,Increased baseline dyspnea,1,,Aumento de disnea basal,1.0491001605987549,UNCHECKED,4172704,
QMAX,Qmax,1,,Qmax,1.3531577587127686,UNCHECKED,4172704,
EXT1MUMA,Ext. 1 Musc. Hand,1,,Ext. 1º Musc. Mano,0.9926446676254272,UNCHECKED,4172704,
FIRES,Respiratory physiotherapy,1,,Fisioterapia respiratoria,1.0,UNCHECKED,4144548,
REFEOPIO,Refers other opiates,1,,Refiere otros opiáceos,1.2395216226577759,UNCHECKED,4172704,
REFEMETA,refers methadone,1,,Refiere metadona,1.3184540271759033,UNCHECKED,4172704,
SUPIMUCO,Musc supination. Elbow,1,,Supinacion Musc. Codo,0.9947077631950378,UNCHECKED,4172704,
CONTALUC,hallucinogens Control,1,,Control alucinógenos,1.2309422492980957,UNCHECKED,4172704,
LATDBACE,THE T. DER. BAL. CERVICAL,1,,LAT. DER. BAL. CERVICAL,0.8915503621101379,UNCHECKED,4172704,
SATABA_7,Fatigue,1,,Cansancio,1.557904601097107,UNCHECKED,4172704,
TIPOPROT,Type of prosthesis,1,,Tipo de prótesis,1.325042963027954,UNCHECKED,4172704,
FLDOMUMA,Flex. Dorsal Musc. Doll,1,,Flex. Dorsal Musc. Muñeca,0.8880581259727478,UNCHECKED,4172704,
REFECOBA,Refers cocaine base,1,,Refiere cocaína base,1.2604411840438843,UNCHECKED,4172704,
INSOM,insomnia,1,,INSOMIO,1.451697587966919,UNCHECKED,4172704,
DOSIADEC,The system selected dosage is it appropriate for the patient?,12,,El sistema de dosificación seleccionado ¿es adecuado para el paciente?,0.7441478371620178,UNCHECKED,4172704,
PREP-Med,average preprandial blood glucose,1,,glucemia capilar prepandrial media,1.0152791738510132,UNCHECKED,4172704,
ABDHMUHO,Abd. Horiz. Art. Shoulder,1,,Abd. Horiz. Art. Hombro,0.7578011751174927,UNCHECKED,4172704,
MED2OJOD,MEDICATION ASSOCIATION O.D.,1,,MEDICACION ASOCIACION O.D.,0.9656442403793335,UNCHECKED,4172704,
CAVIOJOD,VISUAL FIELD ALTERATION O.D.,1,,ALTERACION CAMPO VISUAL O.D.,0.8877681493759155,UNCHECKED,4172704,
PRECDERI,ACCURATE BYPASS,12,,PRECISA DERIVACIÓN,1.3581634759902954,UNCHECKED,4172704,
RESIPOMI,post-micturition residue,1,,Residuo post-miccional,1.049858570098877,UNCHECKED,4172704,
UUC,Unit time last cigarette,1,,Unidad de tiempo del último cigarrillo,1.110968828201294,UNCHECKED,4172704,
INRAMUMA,Incl. Radial Musc. Doll,1,,Incl. Radial Musc. Muñeca,0.9005953073501587,UNCHECKED,4172704,
ASISGRUP,Support groups,1,,Asistencia a grupos,1.2527344226837158,UNCHECKED,4172704,
ABD1ARMA,Abd. 1st Art. Hand,1,,Abd. 1º Art. Mano,0.9010522365570068,UNCHECKED,4172704,
ADHOMUHO,Add. Horiz. MUSC. Shoulder,1,,Add. Horiz. Musc. Hombro,0.7371768951416016,UNCHECKED,4172704,
REFEALUC,refers hallucinogens,1,,Refiere alucinógenos,1.1661033630371094,UNCHECKED,4172704,
SSAATABA,Withdrawal symptoms,1,,Síntomas de abstinencia,1.0405458211898804,UNCHECKED,4172704,
ITBD,Index ankle / right arm,12,,Indice tobillo/brazo derecho,1.1288142204284668,UNCHECKED,4172704,
ADD_ARHO,Add. Art. Shoulder,1,,Add. Art. Hombro,0.9329099655151367,UNCHECKED,4172704,
PESO-Med,Middleweight,1,,Peso Medio,1.1689376831054688,UNCHECKED,4172704,
EXT_MURO,Ext. Musc. Knee,1,,Ext. Musc. Rodilla,0.984227180480957,UNCHECKED,4172704,
FLEXMUHO,Flex. MUSC. Shoulder,1,,Flex. Musc. Hombro,0.8806812763214111,UNCHECKED,4172704,
RCVREGIC,RCV Regicor,12,,RCV Regicor,1.1987109184265137,UNCHECKED,4172704,
CRITDERI,Meets criteria bypass,1,,Cumple criterios derivación,1.1095716953277588,UNCHECKED,4172704,
ADMCARMA,Add. Mcf. Art. Hand,1,,Add. Mcf. Art. Mano,0.787462592124939,UNCHECKED,4172704,
FAMIFRAC,Family history of osteoporotic fracture,1,,Historia familiar de fractura osteoporótica,0.929510772228241,UNCHECKED,763688,
REDU_LDL,LDL cholesterol reduction,1,,Reducción colesterol LDL,1.1363770961761475,UNCHECKED,4172704,
REFECOCA,refers cocaine,1,,Refiere cocaína,1.3820641040802002,UNCHECKED,4172704,
ABHOMUHO,Abd. Horiz. MUSC. Shoulder,1,,Abd. Horiz. Musc. Hombro,0.7385601997375488,UNCHECKED,4172704,
PROB_5,problem detected,31,,Problema detectado,1.3427512645721436,UNCHECKED,46234711,
PRONARMU,Pronation Art. Doll,1,,Pronacion Art. Muñeca,1.1677556037902832,UNCHECKED,4172704,
EXTEPANA,Ext. (Wall-nose),1,,Ext. (pared-nariz),0.9018899202346802,UNCHECKED,4172704,
MANTOUX,Mantoux,1,,Mantoux,1.4933397769927979,UNCHECKED,4172704,
ROTDBACE,ROT. DER. BAL. CERVICAL,1,,ROT. DER. BAL. CERVICAL,0.901096522808075,UNCHECKED,4172704,
RCVSCORE,RCV Score,29,,RCV Score,1.2654765844345093,UNCHECKED,3022818,
ROTEBACA,Rot.Ext.BACA,1,,Rot.Ext.BACA,0.9298557043075562,UNCHECKED,4172704,
EVERMUTO,Eversion Musc. Ankle,1,,Eversion Musc. Tobillo,1.0148506164550781,UNCHECKED,4172704,
TARECTCO,rectal (consistency),1,,Tacto rectal (consistencia),1.127592921257019,UNCHECKED,4172704,
ADD1MUMA,Add. 1 Musc. Hand,1,,Add. 1º Musc. Mano,0.9445728063583374,UNCHECKED,4172704,
GDXOJOD,G.D.X. RIGHT EYE,1,,G.D.X. OJO DERECHO,0.8068451881408691,UNCHECKED,4172704,
SATABA_6,Constipation,1,,Estreñimiento,1.5215016603469849,UNCHECKED,4172704,
GDISNEA,Dyspnea grade,1,,Grado de Disnea,1.2131294012069702,UNCHECKED,4172704,
ROINMUHO,Rot. Int. Musc. Shoulder,1,,Rot. Int. Musc. Hombro,0.8793599605560303,UNCHECKED,4172704,
PECOMAMA,prior breast ultrasound,1,,Ecografía mamaria previa,1.1500910520553589,UNCHECKED,4172704,
REAL_ECO,perform ultrasound,1,,Realizar ecografía,1.1803556680679321,UNCHECKED,4172704,
FLDOARMU,Flex. Dorsal Art. Doll,1,,Flex. Dorsal Art. Muñeca,0.927646279335022,UNCHECKED,4172704,
ABMCARMA,Abd. Mcf. Art. Hand,1,,Abd. Mcf. Art. Mano,0.7891496419906616,UNCHECKED,4172704,
TACTRECT,DRE,1,,Tacto rectal,2.0625224113464355,UNCHECKED,4172704,
GDXOJOI,G.D.X. LEFT EYE,1,,G.D.X. OJO IZQUIERDO,0.8139467239379883,UNCHECKED,4172704,
SATABA_3,Insomnia,1,,Insomnio,1.451697587966919,UNCHECKED,4172704,
EXMCMUMA,Ext. Mcf. MUSC. Hand,1,,Ext. Mcf. Musc. Mano,0.8078255653381348,UNCHECKED,4172704,
FECHENTR,Entry date,1,,Fecha entrada,1.579470157623291,UNCHECKED,4172704,
DESLTABA,Slip,1,,Desliz,1.7718935012817383,UNCHECKED,4172704,
FEV6,Spirometry: FEV6,1,,Espirometría: fev6,0.962886393070221,UNCHECKED,4172704,
SUMUMUNE,Sup. Musc. Doll,1,,Sup. Musc. Muñeca,0.9766204357147217,UNCHECKED,4172704,
ADD_MUHO,Add. MUSC. Shoulder,1,,Add. Musc. Hombro,0.8976954221725464,UNCHECKED,4172704,
ABD_ARHO,Abd. Art. Shoulder,1,,Abd. Art. Hombro,0.9357186555862427,UNCHECKED,4172704,
LOCACENT,town center,1,,Localidad centro,1.3945831060409546,UNCHECKED,4172704,
FLPAMUMA,Flex. Musc Palmar. Doll,1,,Flex. Palmar Musc. Muñeca,0.8632655739784241,UNCHECKED,4172704,
INCUARMU,Incl. Ulnar Art. Doll,1,,Incl. Cubital Art. Muñeca,0.9036509990692139,UNCHECKED,4172704,
INRAARMU,Incl. Radial Art. Doll,1,,Incl. Radial Art. Muñeca,0.9419639110565186,UNCHECKED,4172704,
REFIALCO,Alcohol concerns,1,,Refiere alcohol,1.305901288986206,UNCHECKED,4172704,
TIPOCENT,Type of school,1,,Tipo de centro,1.3339425325393677,UNCHECKED,4172704,
IRRI,Irritative or filling,1,,Irritativos o de llenado,1.271695613861084,UNCHECKED,4172704,
MEDIPOSO,Does the medication according to the dosage is taken?,29,,¿Se toma la medicación de acuerdo a la posología?,0.7740375995635986,UNCHECKED,4172704,
STUI,Symptoms lower urinary tract,1,,Síntomas tracto urinario inferior,1.0257759094238281,UNCHECKED,4172704,
FLARPAMU,Flex. Art. Palmar Doll,1,,Flex. Art. Palmar Muñeca,0.8845701813697815,UNCHECKED,4172704,
ABMCMUMA,Abd. Mcf. MUSC. Hand,1,,Abd. Mcf. Musc. Mano,0.7829208374023438,UNCHECKED,4172704,
USOCTABA,proper use,1,,Uso correcto,1.605741262435913,UNCHECKED,4172704,
CFH,Number of cigarettes smoked today,1,,Nº de cigarrillos fumados hoy,0.6836860775947571,UNCHECKED,4010323,
OBSE2,Observations,1,,Observaciones,0.8530449867248535,UNCHECKED,441137,
SATABA_5,Increased appetite,1,,Aumento del apetito,1.3221747875213623,UNCHECKED,4172704,
NICTURIA,nocturia,1,,Nicturia,1.6404229402542114,UNCHECKED,4172704,
ORTOPNEA,orthopnoea,1,,Ortopnea,1.2690542936325073,UNCHECKED,4172704,
REFENICO,refers nicotine,1,,Refiere nicotina,1.3360564708709717,UNCHECKED,4172704,
CONOINDI,Do you know the signs of them?,28,,¿Conoce las indicaciones de los mismos?,0.7708488702774048,UNCHECKED,4172704,
FRACMUNE,osteoporotic fracture wrist,1,,Fractura osteoporótica muñeca,1.0831000804901123,UNCHECKED,4172704,
ESPEMOTI,specify reason,1,,Especificar motivo,1.318719744682312,UNCHECKED,4172704,
SATABA_2,Anxiety-Jitters,1,,Ansiedad-Nerviosismo,0.8863625526428223,UNCHECKED,4172704,
ENDO,Asked about vaginal bleeding,1,,Interrogado sobre hemorragia vaginal,1.016236662864685,UNCHECKED,4172704,
ALTUTE,Fundal height,1,,Altura Uterina,1.3584657907485962,UNCHECKED,4172704,
FLE1ARMA,Flex 1 Art. Hand,1,,Flex 1º Art. Mano,1.1131786108016968,UNCHECKED,4172704,
FRACNOES,osteoporotic fracture unspecified site,1,,Fractura osteoporótica Sitio no especificado,0.9794033765792847,UNCHECKED,4172704,
CIF,CIF company,1,,CIF empresa,1.3815417289733887,UNCHECKED,4172704,
COMPCRON,chronic complications,28,,Complicaciones crónicas,1.2800884246826172,UNCHECKED,4172704,
EXIFARMA,Ext. IF. Art. Hand,1,,Ext. IF. Art. Mano,0.9111365675926208,UNCHECKED,4172704,
OBSTRUC,Obstructive or discharge,1,,Obstructivos o de vaciado,1.165554404258728,UNCHECKED,4172704,
SATABA_4,Difficulty concentrating,1,,Dificultad de concentración,1.0,UNCHECKED,21498547,
EDADMENO,Age of menopause,1,,Edad de la Menopausia,1.3422839641571045,UNCHECKED,4172704,
EVERTOBI,Ankle eversion,1,,Eversion Tobillo,1.3063881397247314,UNCHECKED,4172704,
EXT_ARRO,Ext. Art. Knee,1,,Ext. Art. Rodilla,1.0853095054626465,UNCHECKED,4172704,
PROB_2,problem detected,35,,Problema detectado,1.3427512645721436,APPROVED,46234711,
RETEORIN,AUR,1,,Retención aguda de orina,2.0153684616088867,UNCHECKED,4172704,
OPO1MUMA,1 Musc opposition. Hand,1,,Oposicion 1º Musc. Mano,1.0072455406188965,UNCHECKED,4172704,
EXMCARMA,Ext. Mcf. Art. Hand,1,,Ext. Mcf. Art. Mano,0.8405739068984985,UNCHECKED,4172704,
ENFOSTEO,"osteopenizantes diseases, excluding hypogonadism",1,,"Enfermedades osteopenizantes, excluidas hipogonadismo",0.7795372009277344,UNCHECKED,4172704,
FLXBACA,Flx.BACA,1,,Flx.BACA,1.0191254615783691,UNCHECKED,4172704,
PROB_4,problem detected,35,,Problema detectado,1.3427512645721436,APPROVED,46234711,
ABDOINFE,lower abdomen and genitals,1,,Abdomen inferior y genitales,1.1410067081451416,UNCHECKED,4172704,
FLDOTOBI,Flex. dorsal Ankle,1,,Flex. Dorsal Tobillo,0.9753418564796448,UNCHECKED,4172704,
POBLA,Population,1,,Población,1.5859920978546143,UNCHECKED,4172704,
CAUSAS,Causes,1,,Causas,1.6920852661132812,UNCHECKED,4172704,
GLUCOORA,oral glucocorticoids,1,,Glucocorticoides orales,1.2145226001739502,UNCHECKED,4172704,
SPO2-Med,Blood oxygen saturation Media,1,,Saturación de Oxígeno en Sangre Media,0.9278113842010498,UNCHECKED,37398626,
GLEXARRO,Flex. Art. Knee,1,,Flex. Art. Rodilla,0.9557538032531738,UNCHECKED,4172704,
REFEADCO,Refers behavioral addictions,1,,Refiere adicciones conductuales,1.0125497579574585,UNCHECKED,4172704,
FCN,nocturnal blood glucose,1,,glucemia capilar nocturna,1.1178085803985596,UNCHECKED,4172704,
EXT_MUHO,Ext. Musc. Shoulder,1,,Ext. Musc. Hombro,0.9386517405509949,UNCHECKED,4172704,
ROTIBMCA,Rot.Itn.BMCA,1,,Rot.Itn.BMCA,0.7848834991455078,UNCHECKED,4172704,
INGHOSDI,Hosp income. by diabetes,34,,Ingreso Hosp. por diabetes,0.9844666719436646,UNCHECKED,40765519,
EPOJOI,E / P O.D.,1,,E/P O.D.,1.0733494758605957,UNCHECKED,4172704,
EXTBMCA,Ext.BMCA,1,,Ext.BMCA,1.0022268295288086,UNCHECKED,4172704,
FLE_ARHO,Flex. Art. Shoulder,1,,Flex. Art. Hombro,0.9138570427894592,UNCHECKED,4172704,
EXIFMUMA,Ext. IF. MUSC. Hand,1,,Ext. IF. Musc. Mano,0.8488274216651917,UNCHECKED,4172704,
FEV6-Med,Spirometry: fev6- Media,1,,Espirometría: fev6- Media,0.8051506280899048,UNCHECKED,4172704,
INDIEXER,exeresis indication,1,,Indicación exéresis,1.3144495487213135,UNCHECKED,4172704,
CIR_RESP,responsible surgeon,1,,Cirujano responsable,1.1869746446609497,UNCHECKED,4172704,
ESTAPROT,State prosthesis,1,,Estado prótesis,1.4410483837127686,UNCHECKED,4172704,
MICRALBU,MICROALBUMINURIA,32,,MICROALBUMINURIA,1.2265796661376953,UNCHECKED,4263307,
FRACVERT,vertebral osteoporotic fracture,1,,Fractura osteoporótica vertebral,1.0505733489990234,UNCHECKED,4172704,
CALICHOR,Decreased size and jet force,1,,Disminución calibre y fuerza del chorro,1.0290192365646362,UNCHECKED,4172704,
FLEXMUCO,Flex. MUSC. Elbow,1,,Flex. Musc. Codo,0.8950246572494507,UNCHECKED,4172704,
ROTIBACA,Rot.Int.BACA,1,,Rot.Int.BACA,0.9623287916183472,UNCHECKED,4172704,
FEV1,Spirometry (FEV1),1,,Espirometría (fev1),0.98790442943573,UNCHECKED,4172704,
ESTRENI,CONSTIPATION,1,,ESTREÑIMIENTO,1.5215016603469849,UNCHECKED,4172704,
ROTEBMCA,Rot.Ext.BMCA,1,,Rot.Ext.BMCA,0.8390951156616211,UNCHECKED,4172704,
PROB_3,problem detected,32,,Problema detectado,1.3427512645721436,UNCHECKED,46234711,
EXTEARCO,Ext. Artic. Elbow,1,,Ext. Artic. Codo,0.9730961322784424,UNCHECKED,4172704,
FLDOMUTO,Flex. Dorsal Musc. Ankle,1,,Flex. Dorsal Musc. Tobillo,0.830447793006897,UNCHECKED,4172704,
PIOI,PIO LEFT EYE,1,,PIO OJO IZQUIERDO,1.3621656894683838,UNCHECKED,4172704,
NUMECIGA,Number of cigarettes,1,,Número de cigarrillos,1.1468560695648193,UNCHECKED,4172704,
REFECANN,refers cannabis,1,,Refiere cannabis,1.2568364143371582,UNCHECKED,4172704,
OBSE1,Observations,1,,Observaciones,0.8530449867248535,UNCHECKED,441137,
-2,[No reference],7,,[Sin referencia],1.3122000694274902,APPROVED,0,
FCF,FHR,1,,Frecuencia cardiaca fetal,1.491629958152771,UNCHECKED,4172704,
REFEBENZ,benzodiazepines concerns,1,,Refiere benzodiacepinas,0.7960129976272583,UNCHECKED,36310545,
ABDBMCA,Abd.BMCA,1,,Abd.BMCA,0.9617253541946411,UNCHECKED,4172704,
EPOJOD,E / P right eye,1,,E/P OJO DERECHO,1.275061845779419,UNCHECKED,4172704,
EDAD,Age,8,,Edad,2.0732083320617676,APPROVED,3022304,
FLPLMUTO,Flex. Plantar Musc. Ankle,1,,Flex. Plantar Musc. Tobillo,0.8428168296813965,UNCHECKED,4172704,
DISURIA,dysuria,1,,Disuria,1.5792524814605713,UNCHECKED,4172704,
COLE_LDL,Target LDL cholesterol,1,,Colesterol LDL Objetivo,0.7667381167411804,UNCHECKED,4009426,
ABSTTABA,Abstinent,8,,Abstinente,1.6787099838256836,UNCHECKED,4172704,
COLESP,Sputum Color,1,,Color Esputo,1.4104307889938354,UNCHECKED,4172704,
FRECCAID,Frequency falls,1,,Frecuencia de caídas,0.9139322638511658,UNCHECKED,4181666,
EXT_ARHO,Ext. Art. Shoulder,1,,Ext. Art. Hombro,1.0250883102416992,UNCHECKED,4172704,
SPO2,Blood oxygen saturation,7,,Saturación de Oxígeno en Sangre,1.0,APPROVED,37398626,
TAS-Med,Systolic Blood Pressure Media,1,,Tensión Arterial Sistólica Media,0.9167281985282898,UNCHECKED,4152194,
SATABA_9,depressed mood,8,,Ánimo deprimido,1.3412060737609863,UNCHECKED,40767846,
ECG_RCV,Electrocardiogram / cardiovascular risk,89,,Electrocardiograma/riesgo cardiovascular,0.9485641121864319,UNCHECKED,4172704,
MENOPAUS,Menopause,6,,Menopausia,1.5135650634765625,UNCHECKED,4135533,
ADD1ARMA,Add. 1st Art. Hand,1,,Add. 1º Art. Mano,0.8985434174537659,UNCHECKED,4172704,
