cod_atc4,Frequency.9,codes,spanish description,english description,comment
R01AD,411167.0,2613,CORTICOSTEROIDES (NASALES),,
A10BA,407784.0,2229,BIGUANIDAS (ANTIDIABETICOS ORALES),,
J01XX,402184.0,2475,OTROS ANTIBACTERIANOS (ANTIINFECCIOSOS SISTEMICOS),,
B03AA,395859.0,2274,HIERRO BIVALENTE ORAL (ANTIANEMICOS),,
V04CA,389814.0,2676,TESTS DE DIABETES,,
D01AC,355159.0,2343,DERIVADOS IMIDAZOL Y TRIAZOL (ANTIFUNG.USO TOPICO),,
B01AB,343756.0,2264,HEPARINAS,,
N07CA,326578.0,2596,MEDICAMENTOS CONTRA EL VERTIGO,,
D01AE,322821.0,2344,OTROS ANTIFUNGICOS DE USO TOPICO,,
G04CA,301781.0,2433,ANTAGONISTAS ALFA-ADRENOCEPTORES (M.HIPERT.PROSTAT,,
M03BX,300391.0,2528,OTROS RELAJANTES MUSCULARES DE ACCION CENTRAL,,
R03BB,290557.0,2621,ANTICOLINERGICOS (ANTIASMATICOS),,
N02AX,289131.0,2543,OTROS ANALGESICOS OPIACEOS,,
D06AX,281791.0,2362,OTROS ANTIBIOTICOS DE USO TOPICO (DERMATOLOGICOS),,
A10BD,278871.0,2231,COMBINACIONES DE FÁRMACOS HIPOGLUCEMIANTES ORALES,,
N05CF,259040.0,2578,MEDICAM.RELAC.CON BENZODIAZEPINAS (HIPNOT/SEDANTES,,
A10AE,258070.0,2228,INSULINAS Y ANALOGOS ACCION PROLONGADA PARA INYECCION,,
S01CA,253814.0,2649,CORTICOSTEROIDES ASOC. A ANTIINFECCIOSOS (OFTALM),,
N05CD,245976.0,2577,BENZODIAZEPINAS (HIPNOTICOS Y SEDANTES),,
M04AA,244678.0,2529,PREPARADOS QUE INHIBEN PRODUCCION DE ACIDO URICO,,
S01AA,239078.0,2642,ANTIBIOTICOS (OFTALMICOS),,
A11CC,238640.0,2240,VITAMINA D y ANALOGOS,,
N05AL,230945.0,2571,BENZAMIDAS (ANTIPSICOTICOS),,
C10AB,225886.0,2337,FIBRATOS (HIPOLIPEMIANTES),,
B01AA,214188.0,2263,ANTAGONISTAS DE LA VITAMINA K,,
N05AH,208963.0,2570,"DIAZEPINAS, OXAZEPINAS Y TIAZEPINAS (ANTIPSICOTIC)",,
S01GX,205206.0,2660,OTROS ANTIALERGICOS (OFTALMICOS),,
01D00,204380.0,2021,APOSITO ESTERIL,,
G01AF,197298.0,2401,DERIVADOS IMIDAZOLICOS (GINECOLOGICOS),,
S02CA,197023.0,2666,CORTICOSTEROIDES Y ANTIINFEC.EN ASOC.(OTOLOGICOS),,
S01ED,192341.0,2655,BETABLOQUEANTES (ANTIGLAUCOMA),,
A10BX,191742.0,2235,OTROS FARMACOS HIPOGLUCEMIANTES EXCLUYENDO INSULINAS,,
R05DB,190444.0,2632,"ANTITUSIVOS, EXCLUIDOS ASOCIAC. CON EXPECTORANTES",,
23C02,186637.0,2077,ABSORBENTE INC ORINA DIA ANAT,,
23C06,185950.0,2081,ABSORBENTE INC ORINA SUP-NOC  ANAT,,
R05DA,185655.0,2631,ALCALOIDES DEL OPIO Y DERIVADOS (ANTITUSIVOS),,
S01EE,171980.0,2656,ANALOGOS DE LA PROSTAGLANDINA,,
N06AA,161041.0,2582,INHIB. NO SELECTIVOS RECAPTACION MONOAMINA(ANTIDEP,,
N02CC,160998.0,2549,AGONISTAS SELECT.RECEPT. DE LA 5HT (ANTIMIGRAÑOSOS,,
M05BA,155417.0,2532,BIFOSFONATOS (M.CON EFECTO SOBRE MINERALIZACION),,
N02AB,149923.0,2540,DERIVADOS FENILPIPERIDINA (ANALGESICOS OPIACEOS),,
A07AA,148791.0,2215,ANTIBIOTICOS (ANTIINFECC. INTESTINALES),,
G04BD,144801.0,2430,ANTIESPASMODICOS URINARIOS,,
B03AB,138698.0,2275,HIERRO TRIVALENTE ORAL (ANTIANEMICOS),,
N05AX,136392.0,2573,OTROS ANTIPSICOTICOS,,
A02BA,134197.0,2192,ANTAGONISTAS RECEPTORES H2 (ANTIULCERA PEPTICA),,
C09DB,132475.0,2333,ANTAGONISTAS DE ANGIOTENSINA II Y BLOQUEANTES DE CANALES DE CALCIO,,
C09BA,131781.0,2329,INHIB.ENZIMA CONVERTASA ANGIOT. ASOC. A DIURETICOS,,
C02CA,131236.0,2296,BLOQUEANTES ALFA-ADRENERGICOS (ANTIHIPERTENSIVOS),,
42A02,130898.0,2138,AGUJA INSULINA,,
C09DX,127477.0,2334,"ANTAGONISTAS DE LA ANGIOTENSINA II, OTRAS COMBINACIONES",,
J02AC,126071.0,2476,DERIVADOS TRIAZOLICOS (ANTIMICOTICOS SISTEMICOS),,
M01AC,123037.0,2515,OXICAMS (AINES),,
A10BB,122647.0,2230,SULFONILUREAS (ANTIDIABETICOS ORALES),,
B03BA,121840.0,2277,VITAMINA B12 Y DERIVADOS,,
J01DD,120409.0,2458,CEFALOSPORINAS DE TERCERA GENERACIÓN,,
N06DA,119939.0,2589,ANTICOLINESTERASAS (MEDICAMENTOS CONTRA DEMENCIA),,
N01BX,118402.0,2538,OTROS ANESTESICOS LOCALES,,
C01DA,117893.0,2291,NITRATOS ORGANICOS (CARDIOTERAPIA),,
S01AE,115616.0,2644,FLUOROQUINOLONAS,,
B01AD,115614.0,2266,ENZIMAS (ANTITROMBOTICOS),,
A10BH,115554.0,2234,INHIBIDOR DE LA DIPEPTIDIL PEPTIDASA,,
R03BA,115083.0,2620,GLUCOCORTICOIDES (ANTIASMATICOS),,
B03BB,112362.0,2278,ACIDO FOLICO,,
N02AA,109355.0,2539,ALCALOIDES NATURALES DEL OPIO,,
N03AE,107609.0,2554,DERIVADOS DE BENZODIAZEPINA (ANTIEPILEPTICOS),,
S01BC,106734.0,2647,ANTIINFLAMATORIOS NO ESTEROIDEOS (OFTALMICOS),,
N05BB,105434.0,2575,DERIVADOS DIFENILMETANO (ANSIOLITICOS),,
A11HA,104455.0,2245,OTRAS VITAMINAS SOLAS,,
D07AD,104272.0,2369,CORTICOSTEROIDES MUY POTENTES-GRUPO IV (DEMATOLOG),,
02B01,97152.0,2023,GASA ESTERIL ALGODON HIDROFILO COMPRESA,,
C05CA,95678.0,2316,BIOFLAVONOIDES (VASOPROTECTORES),,
C10AX,94372.0,2339,OTROS REDUCTORES DEL COLESTEROL Y TRIGLICERIDOS,,
A04AD,93974.0,2206,OTROS ANTIEMETICOS,,
A07CA,92188.0,2217,FORMULACIONES DE SALES PARA REHIDRATACION ORAL,,
C04AD,92124.0,2306,DERIVADOS DE LAS PURINAS (VASODIL. PERIFERICOS),,
S01BA,91622.0,2645,CORTICOSTEROIDES SOLOS (OFTALMICOS),,
A10AB,91549.0,2225,INSULINAS Y ANALOGOS ACCION RAPIDA PARA INYECCIÓN,,
C03DA,89633.0,2303,ANTAGONISTAS DE LA ALDOSTERONA (DIURETICOS),,
A03BB,85245.0,2201,"ALCALOIDES SEMISINTETICOS BELLADONA, AMIN.CUATERN.",,
C03BA,84939.0,2301,SULFONAMIDAS SOLAS (DIURETICOS TECHO BAJO),,
C07AA,83369.0,2318,BETABLOQUEANTES NO SELECTIVOS SOLOS,,
R03DC,82904.0,2626,ANTAGONISTAS RECEPTORES DEL LEUKOTRIENO (ANTIASMAT,,
D05AX,82741.0,2357,OTROS ANTIPSORIASICOS DE USO TOPICO,,
M03BA,82397.0,2527,ESTERES DEL ACIDO CARBAMICO (RELAJANTES MUSCULARES,,
J05AB,79345.0,2481,NUCLEOSIDOS/NUCLEOTIDOS EXC.INHIB.TRANSCRIP.INVERS,,
A06AD,79031.0,2212,LAXANTES OSMOTICOS,,
M02AA,78279.0,2523,ANTIINFLAMATORIOS NO ESTEROIDEOS PARA USO TOPICO,,
V01AA,78056.0,2670,EXTRACTOS DE ALERGENOS,,
G03AA,78013.0,2410,PROGESTAGENOS Y ESTROGENOS EN COMBINACIONES FIJAS,,
R06AB,76813.0,2637,ALQUILAMINAS SUSTITUIDAS (ANTIHISTAMINICOS),,
G04CX,76265.0,2435,OTROS MDTOS. PARA HIPERTROFIA PROSTATICA BENIGNA,,
C08DB,75093.0,2327,DERIVADOS DE BENZOTIAPINA (BLOQ. CALCIO),,
A12AA,74754.0,2249,CALCIO,,
23C04,74429.0,2079,ABSORBENTE INC ORINA NOC ANAT,,
A03AB,74056.0,2197,"ANTICOLINERGICOS SINTETICOS, AMONIO CUATERNARIO",,
N06BX,72071.0,2587,OTROS PSICOESTIMULANTES Y NOOTROPICOS,,
C07AG,68295.0,2320,ALFA Y BETABLOQUEANTES,,
H03CA,67574.0,2446,TERAPIA CON IODO,,
L04AX,67077.0,2513,OTROS INMUNOSUPRESORES,,
S01FA,66946.0,2657,ANTICOLINERGICOS (MIDRIATICOS),,
M05BX,64876.0,2534,OTROS MEDICAM. CON EFECTO SOBRE LA MINERALIZACION,,
N01BB,63373.0,2537,AMIDAS (ANESTESICOS LOCALES),,
A11CA,62534.0,2239,VITAMINA A SOLA,,
N06DX,61514.0,2590,OTROS MEDICAMENTOS CONTRA LA DEMENCIA,,
A07EC,59981.0,2220,ACIDO AMINOSALICILICO Y DERIVADOS (ANTIINF.INTEST),,
C01AA,59262.0,2286,GLICOSIDOS DE DIGITALIS (CARDIOTERAPIA),,
C01EB,57702.0,2293,OTROS PREPARADOS CARDIACOS,,
J01CF,56907.0,2454,PENICILINAS BETALACTAMASA RESISTENTES,,
C03AA,55972.0,2299,TIAZIDAS SOLAS (DIURETICOS),,
P01AB,55082.0,2598,DERIVADOS DE NITROIMIDAZOL (ANTIPROTOZOARIOS),,
S02AA,53771.0,2665,ANTIINFECCIOSOS (OTOLOGICOS),,
M05BB,53496.0,2533,"BIFOSFONATOS, COMBINACIONES",,
C01BD,53102.0,2289,ANTIARRITMICOS CLASE III,,
S01XA,53090.0,2664,OTROS OFTALMOLOGICOS,,
S01EC,52941.0,2654,INHIBIDORES DE LA ANHIDRASA CARBONICA (ANTIGLAUCOM,,
C10BA,51525.0,2340,INHIBIDORES DE LA HMG -COA REDUCTASA EN COMBINACION CON OTROS AGENTES MODIFICADORES DE LIPIDOS,,
A10AD,51322.0,2227,COMBINACIONES DE INSULINAS Y ANALOGOS ACCION INTERMEDIAY ACCION RAPIDA,,
N04BA,50733.0,2559,DOPA Y DERIVADOS (ANTIPARKINSONIANOS),,
R03AL,50502.0,2619,ADRENERGICOS EN COMBINACION CON ANTICOLINERGICOS,,
J01AA,50486.0,2451,TETRACICLINAS (ANTIINFECCIOSOS USO SISTEMICO),,
N05AD,49759.0,2566,BUTIROFENONAS (ANTIPSICOTICOS),,
D06BB,49028.0,2364,ANTIVIRALES (QUIMIOTERAPICOS TOPICOS DERMATOLOGIC),,
M04AC,48926.0,2531,PREPARADOS SIN EFECTO SOBRE METABOL. ACIDO URICO,,
G03CA,47182.0,2416,"ESTROGENOS NATURALES Y SEMISINTETICOS, SOLOS",,
G03DA,47084.0,2418,DERIVADOS DEL PREGNANO (PROGESTAGENOS),,
C03EA,45676.0,2304,ASOCIACIONES DIURETICOS BAJO TECHO+AHORRAD.POTASIO,,
A12BA,43199.0,2251,POTASIO,,
N03AF,43102.0,2555,DERIVADOS DE CARBOXAMIDA (ANTIEPILETICOS),,
N04BC,42634.0,2560,AGONISTAS DOPAMINERGICOS (ANTIPARKINSONIANOS),,
G03AC,41275.0,2412,PROGESTAGENOS,,
C09BB,41225.0,2330,INHIB.ENZIM.CONVERT.ANGIOT.ASOC.BLOQ.CANAL.CALCIO,,
M01BX,41000.0,2520,OTROS ANTIINFLAMAT/ANTIRREUMATICOS EN ASOCIACION,,
N07BC,40599.0,2595,MEDICAMENTOS UTILIZADOS EN DEPENDENCIA A OPIOIDES,,
22A01,40514.0,2069,CAMARA INHALACION,,
N03AG,40443.0,2556,DERIVADOS DE ACIDOS GRASOS (ANTIEPILEPTICOS),,
G03XC,40381.0,2428,MODULADORES SELECTIVOS DE RECEPTORES DE ESTROGENOS,,
B02AA,39917.0,2270,AMINOACIDOS (ANTIHEMORRAGICOS),,
J01FF,38953.0,2466,LINCOSAMIDAS (ANTIINFECCIOSOS SISTEMICOS),,
J01EE,37817.0,2464,ASOCIACIONES DE SULFONAMIDAS Y TRIMETOPRIM (SISTEM,,
9CPHH,37744.0,2149,FORMULAS COMPLETAS POLIMERICAS HIPERPROTEICAS HIPERCALORICAS,,
N02AE,37678.0,2541,DERIVADOS ORIPAVINA (ANALGESICOS OPIACEOS),,
L04AD,37604.0,2512,INHIBIDORES DE LA CALCINEURINA,,
23C01,37234.0,2076,ABSORBENTE INC ORINA DIA RECT,,
G04BE,36884.0,2431,MEDICAMENTOS USADOS EN DISFUNCIONES ERECTILES,,
B01AF,36525.0,2268,INHIBIDORES DIRECTOS DEL FACTOR XA,,
C05AA,36523.0,2309,ANTIHEMORROIDALES CON CORTICOIDES,,
A07DA,35894.0,2218,ANTIPROPULSIVOS,,
D07XC,35489.0,2378,CORTICOSTEROIDES POTENTES+OTRAS SUSTANCIAS (DERMAT,,
J01RA,35327.0,2471,ASOCIACIONES DE ANTIBACTERIANOS (ANTIINFEC.SISTEM),,
L04AA,34817.0,2511,INMUNOSUPRESORES SELECTIVOS,,
D11AH,34348.0,2395,"AGENTES PARA EL TRATAMIENTO DE LA DERMATITIS ATOPICA, EXCLUYENDO CORTICOSTEROIDES",,
C01BC,33358.0,2288,ANTIARRITMICOS CLASE IC,,
G04CB,32479.0,2434,INHIBIDORES TESTOSTERONA-5-ALFA REDUCTASA (PROST.),,
L02AB,31986.0,2504,PROGESTAGENOS (TERAPIA ENDOCRINA),,
A11DB,31825.0,2242,VITAMINA B1 ASOCIADA CON B6 y/o B12,,
A03AA,31212.0,2196,"ANTICOLINERGICOS SINTETICOS, AMONIO TERCIARIO",,
B05BB,29951.0,2281,SOLUCIONES RESTAURADORAS EQUILIBRIO ELECTROLITICO,,
12A00,29535.0,2054,RODILLERA,,
D11AX,29374.0,2396,OTROS DERMATOLOGICOS,,
A06AC,28770.0,2211,LAXANTES INCREMENTADORES DEL BOLO INTESTINAL,,
J01XE,28102.0,2474,DERIVADOS DEL NITROFURANO (ANTISEPTICOS URINARIOS),,
D10AF,28035.0,2389,ANTIINFECCIOSOS PARA TRATAMIENTO DEL ACNE,,
24B03,27748.0,2087,MEDIA LARGA (A-F) COMP FUERTE,,
D07AB,27447.0,2367,CORTICOSTEROIDES MODERAD.POTENTES-GRUPO II (DERMAT,,
V07ZA,27347.0,2683,LANCETAS,,
N07BB,27187.0,2594,MEDICAMENTOS UTILIZADOS EN DEPENDENCIA A ALCOHOL,,
A01AB,27113.0,2183,ANTIINFECCIOSOS DE USO ORAL LOCAL,,
N02BG,27014.0,2547,OTROS ANALGESICOS Y ANTIPIRETICOS,,
D06AA,26965.0,2361,TETRACICLINA Y DERIVADOS (DERMATOLOGICOS),,
24A03,26771.0,2085,MEDIA CORTA (A-D) COMP FUERTE,,
H03BB,26154.0,2445,DERIVADOS IMIDAZOLICOS SULFURADOS (ANTITIROIDEOS),,
J01CE,26112.0,2453,PENICILINAS BETALACTAMASA SENSIBLES,,
L02BG,25995.0,2508,INHIBIDORES ENZIMATICOS (TERAPIA ENDOCRINA),,
S01FB,25701.0,2658,SIMPATICOMIMETICOS EXCL.ANTIGLAUCOMA (MIDRIATICOS),,
D07AA,25501.0,2366,CORTICOSTEROIDES DEBILES-GRUPO I (DERMATOLOGICOS),,
L02AE,25162.0,2505,ANALOGOS HORMONA LIBERADORA DE GONADOTROPINA,,
A07XA,24924.0,2222,OTROS ANTIDIARREICOS,,
N05AA,24892.0,2563,FENOTIAZINAS ALIFATICAS (ANTIPSICOTICOS),,
V03AE,24645.0,2673,MEDICAMENTOS TRATAMIENTO DE LA HIPERKALEMIA,,
A07FA,23535.0,2221,MICROORGANISMOS ANTIDIARREICOS,,
9MESP,23389.0,2160,MODULOS ESPESANTES,,
M01CX,23103.0,2522,OTROS ANTIREUMATICOS ESPECIFICOS,,
N04AA,22737.0,2558,AMINAS TERCIARIAS (ANTIPARKINSONIANOS),,
R01BA,22460.0,2615,SIMPÁTICOMIMÉTICOS,,
A05AA,22453.0,2207,PREPARADOS DE ACIDOS BILIARES,,
S03CA,21922.0,2669,CORTICOSTEROIDES Y ANTIINFEC. EN ASOC.(OFTAL/OTOL),,
D03AX,21679.0,2350,OTROS CICATRIZANTES,,
S01EA,21383.0,2652,SIMPATICOMIMETICOS EN TERAPIA DEL GLAUCOMA,,
B01AE,21342.0,2267,INHIBIDORES DIRECTOS DE LA TROMBINA,,
9ESPE,21096.0,2155,FORMULAS COMPLETAS ESPECIALES,,
23A00,21081.0,2070,BOLSAS RECOGIDA ORINA,,
A11DA,20745.0,2241,VITAMINA B1,,
N05AN,20689.0,2572,LITIO (ANTIPSICOTICOS),,
N05CM,20571.0,2580,OTROS HIPNOTICOS Y SEDANTES,,
F000F,20400.0,2397,FORMULAS MAGISTRALES,,
C05AE,20332.0,2311,RELAJANTES MUSCULARES,,
13A00,20095.0,2055,TOBILLERA,,
D06BX,19953.0,2365,OTROS QUIMIOTERAPICOS (TOPICOS DERMATOLOGICOS),,
P01BA,19105.0,2600,AMINOQUINOLINAS (ANTIMALARICOS),,
04B00,19045.0,2034,ESPARADRAPO HIPOALERGICO,,
N02CA,19033.0,2548,ALCALOIDES ERGOTAMINICOS (ANTIMIGRAÑOSOS),,
S02DA,18718.0,2667,ANALGESICOS Y ANESTESICOS (OTOLOGICOS),,
C08DA,18645.0,2326,DERIVADOS DE FENILALQUILAMINA (BLOQ. CALCIO SELEC),,
D01BA,18406.0,2345,ANTIBIOTICOS (ANTIFUNGICOS USO SISTEMICO),,
C05BX,18309.0,2315,OTROS ANTIVARICOSOS ESCLEROSANTES,,
C07BB,18294.0,2321,BETABLOQUEANTES SELECTIVOS ASOC. A TIAZIDAS,,
D07BC,17849.0,2372,CORTICOSTEROIDES POTENTES+ANTISEPTICO (DERMATOLOG),,
A10BG,17504.0,2233,TIAZOLIDINODIONAS (ANTIDIABETICOS ORALES),,
A10AC,17404.0,2226,INSULINAS Y ANALOGOS ACCION INTERMEDIA PARA INYECCION,,
R01AC,17369.0,2612,"ANTIALERGICOS, EXCLUIDOS CORTICOSTEROIDES (NASALES",,
L02BA,17146.0,2506,ANTIESTROGENOS (TERAPIA ENDOCRINA),,
A01AD,17020.0,2185,OTROS PREPARADOS DE USO ORAL LOCAL,,
24F03,16831.0,2092,MEDIAS E.T CINT COMP FUERTE,,
C10BX,16690.0,2341,"INHIBIDORES DE LA HMG-COA REDUCTASA, COMBINACIONES",,
23A01,15860.0,2071,BOLSAS RECOGIDA ORINA PIERNA,,
9CPNH,15499.0,2152,FORMULAS COMPLETAS POLIMERICAS NORMOPROTEICA HIPERCALORICAS,,
L02BB,15301.0,2507,ANTIANDROGENOS (TERAPIA ENDOCRINA),,
B03XA,15206.0,2279,OTROS ANTIANEMICOS,,
A02AD,14977.0,2188,ASOCIACIONES COMPLEJAS DE ALUMINIO (ANTIACIDOS),,
D06BA,14908.0,2363,SULFONAMIDAS (QUIMIOTERAPICOS USO DERMATOLOGICO),,
G02CB,14800.0,2407,INHIBIDORES DE LA PROLACTINA,,
D07CC,14775.0,2375,CORTICOST.POTENTES GIII+ANTIBIOTICOS (DERMATOLOG),,
N04BD,14174.0,2561,INHIBIDORES DE LA MONOAMINOOXIDASA (ANTIPARKINSON),,
H05BX,13923.0,2450,OTROS AGENTES CONTRA LA HORMONA PARATIROIDEA,,
9CPNN,13881.0,2154,FORMULAS COMPLETAS POLIMERICAS NORMOPROTEICAS NORMOCALORICAS,,
G03HB,13879.0,2425,ANTIANDROGENOS CON ESTROGENOS,,
G04BC,13524.0,2429,DISOLVENTES DE CALCULOS URINARIOS,,
C01CA,13316.0,2290,ADRENERGICOS Y DOPAMINERGICOS (ESTIMUL.CARDIACOS),,
P02CA,12843.0,2605,DERIVADOS DE BENZIDAMIZOL (NEMATOCIDAS),,
H04AA,12627.0,2447,GLUCAGON,,
G03CX,12516.0,2417,OTROS ESTROGENOS,,
G03BA,12486.0,2414,DERIVADOS DEL ANDROSTENO (ANDROGENOS),,
A03DB,12406.0,2202,BELLADONA Y DERIVADOS CON ANALGESICOS,,
R01AX,12079.0,2614,OTROS PREPARADOS NASALES,,
J05AR,11835.0,2715,ANTIVIRALES PARA EL TRATAMIENTO DE INFECCIONES POR VIH Y COMBINACIONES,,
G01AA,11536.0,2398,ANTIBIOTICOS (GINECOLOGICOS),,
L04AB,11358.0,2711,AGENTES INMUNOSUPRESORES SELECTIVOS,,
V03AF,11072.0,2674,DESINTOXICANTES EN TRATAMIENTOS ANTINEOPLASICOS,,
J05AX,11035.0,2729,OTROS ANTIVIRALES (SISTEMICOS),,
A06AG,10929.0,2213,ENEMAS,,
R03CC,10763.0,2624,AGONISTAS BETA-2-ADRENERGICOS SELECTIVOS (ANTIASM),,
B03AD,10477.0,2276,HIERRO EN ASOCIACION CON ACIDO FOLICO,,
N03AA,10199.0,2551,BARBITURICOS Y DERIVADOS (ANTIEPILEPTICOS),,
26H02,10198.0,2127,APOSITOS B OSTOM RES SINT,,
C09XA,9895.0,2335,INHIBIDORES DE LA RENINA (ACC.SIST.RENINA-ANGIOT.),,
A09AA,9717.0,2224,ENZIMAS DIGESTIVOS,,
A07EA,9498.0,2219,CORTICOSTEROIDES DE ACCIÓN LOCAL,,
J01XC,9363.0,2473,ANTIBACTERIANOS ESTEROIDICOS (ANTIINFECCIOSOS SIST,,
N06CA,9005.0,2588,ANTIDEPRESIVOS ASOCIADOS CON PSICOLEPTICOS,,
N06BA,8962.0,2586,SIMPATICOMIMETICOS ACCION CENTRAL (PSICOESTIMULANT,,
J07AP,8962.0,2491,VACUNAS CONTRA FIEBRES TIFOIDEAS,,
C10AC,8941.0,2338,SECUESTRANTES DE ACIDOS BILIARES (HIPOLIPEMIANTES),,
N02BA,8914.0,2544,ACIDO SALICILICO Y DERIVADOS,,
J05AE,8813.0,2698,INHIBIDORES DE LA PROTEASA (INHIBIDORES SISTEMICOS,,
H05AA,8633.0,2448,HORMONAS PARATIRODEAS,,
A03AX,8632.0,2199,OTROS ANTICOLINERGICOS SINTETICOS,,
A11BA,8519.0,2238,POLIVITAMINAS SOLAS,,
A10BF,8387.0,2232,INHIBIDORES ALFA-GLUCOSIDASA (ANTIDIABET. ORALES),,
J06BB,8375.0,2485,INMUNOGLOBULINAS ESPECIFICAS,,
P03AC,8277.0,2608,PIRETRINAS (ECTOPARASITICIDAS),,
N07BA,8252.0,2593,MEDICAMENTOS UTILIZADOS EN DEPENDENCIA A NICOTINA,,
A04AA,8146.0,2205,ANTAGONISTAS DE LA SEROTONINA (ANTIEMETICOS),,
C07CB,8086.0,2322,BETABLOQUEANTES SELECTIVOS ASOC. A OTROS DIURETICOS,,
L01XX,8036.0,2503,OTROS CITOSTATICOS (ANTINEOPLASICOS),,
L01BC,7802.0,2498,ANALOGOS DE PIRIMIDINAS (ANTINEOPLASICOS),,
J01GB,7794.0,2468,OTROS ANTIBACTERIANOS AMINOGLUCOSIDOS (SISTEMICOS),,
06F01,7767.0,2046,SONDA VESICAL SILICONA,,
D03BA,7603.0,2351,ENZIMAS PROTEOLITICAS (TRATAMIENTO DE HERIDAS),,
G03DC,7539.0,2419,DERIVADOS DEL ESTRENO (PROGESTAGENOS),,
C02AC,7295.0,2295,AGONISTAS RECEPTORES IMIDAZOLINA (ANTIHIPERTENSIV),,
25A11,7227.0,2099,BOLSAS COLOST RES SINT MIC FIL,,
R03DX,7114.0,2627,OTROS ANTIASMATICOS DE USO SISTEMICO,,
9CPHN,7098.0,2151,FORMULAS COMPLETAS POLIMERICAS HIPERPROTEICAS NORMOCALORICAS,,
C04AX,7080.0,2308,OTROS VASODILATADORES PERIFERICOS,,
P01BB,6992.0,2601,BIGUANIDAS (ANTIMALARICOS),,
A06AA,6970.0,2209,LAXANTES LUBRICANTES Y EMOLIENTES,,
C05BA,6960.0,2313,PREPARADOS CON HEPARINA PARA USO TOPICO (ANTIVARIC,,
N03AB,6865.0,2552,DERIVADOS DE HIDANTOINA (ANTIEPILEPTICOS),,
D05BB,6759.0,2359,RETINOIDES PARA TRATAMIENTO DE PSORIASIS (SISTEMIC,,
A02BX,6398.0,2195,OTROS ANTIULCERA PEPTICA,,
L03AA,6388.0,2692,FACTORES ESTIMULANTES DE COLONIA (INMUNOESTIMUL.),,
A11AA,6387.0,2236,POLIVITAMINAS CON MINERALES,,
A16AX,6380.0,2262,OTROS PREPARADOS APARATO DIGESTIVO Y METABOLISMO,,
R06AA,6265.0,2636,AMINOALQUIL-ETERES (ANTIHISTAMINICOS),,
