cod_atc2,Frequency.8,codes,spanish description,english description,comment
A01,46367.0,589,PREPARADOS ESTOMATOLOGICOS,,
B02,44918.0,606,ANTIHEMORRAGICOS,,
22A,40717.0,542,INHALADOR,,
23A,36941.0,543,BOLSAS DE RECOGIDA DE ORINA,,
V03,36533.0,675,TODOS LOS DEMAS PRODUCTOS TERAPEUTICOS,,
V07,34175.0,678,TODOS LOS DEMAS PRODUCTOS NO TERAPEUTICOS,,
D10,33947.0,627,PREPARADOS ANTI-ACNE,,
24B,31919.0,548,MEDIA LARGA  A-F,,
B05,31507.0,608,SUSTITUTOS DE LA SANGRE Y SOLUC. PARA PERFUSION,,
24A,29774.0,547,MEDIAS CORTAS,,
12A,29535.0,531,RODILLERA,,
D03,29282.0,620,PRODUCTOS PARA TRATAMIENTO DE HERIDAS Y ULCERAS,,
L01,26868.0,645,ANTINEOPLASICOS,,
A05,24599.0,593,TERAPIA BILIAR Y HEPATICA,,
9ME,23389.0,579,MODULOS ESPESANTES,,
H05,23068.0,638,HOMEOSTASIA DEL CALCIO,,
S03,22041.0,673,PREPARADOS OFTALMOLOGICOS Y OTOLOGICOS,,
9ES,21096.0,575,ESPECIALES,,
G02,20939.0,631,OTROS GINECOLOGICOS,,
24F,20636.0,552,PANTYS,,
F00,20400.0,629,FORMULAS MAGISTRALES,,
13A,20095.0,532,TOBILLERA,,
04B,19866.0,520,ESPARADRAPO HIPOALERGICO,,
26H,19817.0,562,APOSITOS OSTOMIA,,
25A,16700.0,554,BOLSAS COLOSTOMÍA,,
J07,15299.0,644,VACUNAS,,
P02,13929.0,663,ANTIHELMINTICOS,,
06F,13401.0,528,SONDA VESICAL,,
H04,12627.0,637,HORMONAS DEL PANCREAS,,
J04,11365.0,641,ANTIMICOBACTERIANOS,,
L03,10666.0,647,INMUNOESTIMULANTES,,
A09,9717.0,597,"DIGESTIVOS, INCLUIDOS ENZIMAS",,
9X0,9465.0,585,ALIMENTOS PERSONAS SANAS,,
25B,9207.0,555,PRODUCTO DE ILESTOMÍA,,
J06,8772.0,643,SUEROS INMUNOLOGICOS E INMUNOGLOBULINAS,,
P03,8471.0,664,"ECTOPARASITICIDAS, INCLUIDOS ESCABICIDAS",,
A16,8181.0,604,OTROS PREPARADOS APARATO DIGESTIVO Y METABOLISMO,,
D02,7655.0,619,EMOLIENTES Y PROTECTORES DERMATOLOGICOS,,
25C,7566.0,556,PRODUCTOS DE UROSTOMIA,,
D08,7067.0,625,ANTISEPTICOS Y DESINFECTANTES,,
16B,5613.0,536,MUÑEQUERA METACARPIANA,,
H01,4878.0,634,HORMONAS HIPOFISARIAS E HIPOTALAMICOS Y ANALOGOS,,
23B,4710.0,544,COLECTORES,,
24E,4521.0,551,MEDIA LARGA E.T.CINT COMP,,
R02,4478.0,666,PREPARADOS PARA LA GARGANTA,,
16A,4213.0,535,MUÑEQUERA DEPORTISTA,,
03B,4093.0,518,VENDA ELASTICA,,
9X1,3881.0,586,ALIMENTOS PARA SITUACIONES PARTICULARES,,
D04,3656.0,621,"ANTIPRURIGINOSOS, INCLUIDOS ANTIHISTAMINICOS",,
01A,3651.0,512,ALGODON ARROLLADO,,
04A,2806.0,519,ESPARADRAPO NORMAL,,
11A,2789.0,530,PARCHES OCULARES,,
47A,2336.0,685,CONTENEDORES RESIDUOS CITOSTÁTICOS,,
15A,2329.0,534,CODERA,,
26A,2321.0,558,CINTURON Y SOPORTE DE OSTOMIA,,
19A,2027.0,539,BRAGUERO INGUINAL,,
24D,2001.0,550,MEDIA LARGA SUJ CADERA,,
24C,1730.0,549,MEDIA LARGA (A-G),,
9MP,1507.0,583,MODULOS PROTEICOS,,
16C,1474.0,537,MUÑEQUERA FERULA,,
03A,1449.0,517,VENDA DE GASA,,
M09,1399.0,654,OTROS MEDICAMENTOS PARA EL SIST.MUSCULO-ESQUELETIC,,
A15,1315.0,603,ESTIMULANTES DEL APETITO,,
01C,1286.0,513,ALGODON EN ZIG-ZAG,,
26K,1247.0,565,OTROS SISTEMAS ACCESORIOS DE OSTOMIA,,
02A,1235.0,515,GASA NO ESTERIL,,
9CO,1175.0,573,COMPLETAS PEPTIDICAS,,
24G,1136.0,553,CALCETIN,,
9X2,1093.0,587,ALIMENTOS ELABORADOS A BASE DE PLANTAS,,
26I,997.0,563,IRRIGACION COLOSTOMIA,,
08A,638.0,529,DUCHA VAGINAL,,
D09,609.0,626,EMPLASTES MEDICAMENTOSOS,,
A14,606.0,602,ANABOLIZANTES,,
A08,588.0,596,"PRODUCTOS ANTIOBESIDAD, EXCLUIDOS DIETETICOS",,
05G,516.0,524,FILTROS,,
06B,489.0,526,SONDA RECTAL,,
9MV,435.0,584,MODULOS DE VITAMINA Y MINERALES,,
17A,434.0,538,FAJA LUMBAR,,
26J,421.0,564,SISTEMAS COLOSTOMIA,,
05H,357.0,525,APOSITOS ADHESIVOS FILTRO,,
20A,327.0,540,SUSPENSORIO,,
V06,304.0,677,NUTRITIVOS GENERALES                                                       ,,
25H,249.0,557,OSTOMIA,,
9GS,224.0,576,FORMULAS EXENTAS DE LIPIDOS,,
14A,223.0,533,MUSLERA,,
41A,209.0,681,JERINGA,,
23E,197.0,546,OBTURADOR ANAL,,
44A,191.0,567,EMPAPADOR,,
0,189.0,511,NO EXISTE SUBGRUPO TERAPÉUTICO DE NIVEL 2,,
03E,167.0,684,PROTECTOR PIEL CUBIERTA CON VENDAJE Y ESCAYOLA,,
45A,157.0,686,COMPRESA TOCOLOGICA,,
26F,141.0,561,GELIFICADOR BOLSAS ILEOSTOMIA,,
05A,138.0,521,CANULA TRAQUEOTOMIA,,
A13,114.0,601,TONICOS,,
9AE,94.0,569,"AA ESENCIALES, EXENTOS",,
9ML,87.0,581,MODULOS LIPÍDICOS,,
R07,63.0,670,OTROS PRODUCTOS APARATO RESPIRATORIO,,
05F,52.0,523,CANULA TRAQUEOTOMIA - LARING,,
9ZZ,43.0,588,SUPLEMENTOS ALIMENTICIOS,,
05D,32.0,522,OTRAS CANULAS,,
21A,30.0,541,IRRIGADOR COMPLETO,,
06D,30.0,527,SONDA GASTRICA,,
26C,28.0,559,FILTROS DE OSTOMIA,,
9MM,27.0,582,MODULOS HIDROCARBONADOS Y LIPIDICOS,,
9MH,23.0,580,MODULOS HIDROCARBONADOS,,
9LA,22.0,578,ALERGIA E INTOLERANCIA A PROTEÍNAS DE LECHE DE VACA,,
26D,18.0,560,PINZAS DE OSTOMIA,,
48A,17.0,568,PARCHES TERMICOS,,
9HL,14.0,577,LACTOSA,,
V08,10.0,679,MEDIOS DE CONTRASTE,,
23D,9.0,687,SIST INC ORINA OCLUSIVO HOMBRE,,
9CE,9.0,572,COMPLETAS ELEMENTALES,,
B06,8.0,682,OTROS PREPARADOS HEMATOLOGICOS,,
9AS,1,571,EXENTAS DE PROTEINAS,,
26E,1,689,FUNDA OSTOMIA,,
9GM,1,690,FORMULA CON CONTENIDO GRASO EN FORMA DE TRIGLICERIDOS DE CADENA MEDIA,,
01B,1,691,ALGODON EN RAMA,,
V09,1,688,RADIOFARMACOS PARA DIAGNOSTICO,,
Y10,1,692,VISADO CON 75 PESETAS APORTACION FIJA,,
9AM,1,570,AA ESENCIALES Y NO ESENCIALES,,
Y20,1,680,VISADO CON 40% APORTACION SOBRE P.V.P.,,
V10,1,683,RADIOFARMACOS TERAPEUTICOS,,
