cod_presfarma,Frequency.10,codes,spanish description,english description,comment
9626,274523.0,4913,PARACETAMOL 1000 MG / 20 COMPRIMIDOS,,
2318,273752.0,1671,FUROSEMIDA 40 MG / 30 COMPRIMIDOS,,
16859,246977.0,3038,BILASTINA 20 MG / 20 COMPRIMIDOS,,
5365,246742.0,3446,CELECOXIB 200 MG / 30 CAPSULAS,,
6445,235630.0,7188,ZOLPIDEM 10 MG / 30 COMPRIMIDOS RECUBIERTOS,,
6347,221077.0,3519,"BROMAZEPAM 1,5 MG / 30 CAPSULAS",,
3662,214285.0,2174,PREDNISONA 30 MG / 30 COMPRIMIDOS,,
8967,213235.0,3627,INSULINA GLARGINA DE ACCIÓN LENTA 100 UI EN 1 ML / 5 PLUMA PREGARGADA DE 3 ML,,
7124,209770.0,7062,TOBRAMICINA + DEXAMETASONA (3/1) / 1 COLIRIO DE 5 ML,,
6259,206312.0,6788,SULPIRIDA 50 MG / 30 CAPSULAS,,
5315,196115.0,6511,NAPROXENO 550 MG / 40 COMPRIMIDOS,,
1373,194191.0,3578,"HIERRO SULFATO 256,3 MG (80 MG FE) / 30 COMPRIMIDOS RECUBIERTOS",,
2519,192820.0,3941,"BISOPROLOL 2,5 MG / 28 COMPRIMIDOS",,
9527,190043.0,5099,PREGABALINA 75 MG / 56 CAPSULAS,,
2787,187651.0,5442,ATORVASTATINA 10 MG / 28 COMPRIMIDOS,,
2769,185626.0,5509,SIMVASTATINA 10 MG / 28 COMPRIMIDOS,,
7570,185386.0,2096,ATORVASTATINA 40 MG / 28 COMPRIMIDOS,,
8649,179132.0,3417,BETAHISTINA 16 MG / 30 COMPRIMIDOS,,
1044,178209.0,4210,"CALCIFEDIOL 0,266 MG EN 1,5 ML / 10 AMPOLLAS BEBIBLES DE 1,5 ML",,
22579,177539.0,2376,AMOXICILINA + CLAVULANICO 875/125 MG / 20 COMPRIMIDOS RECUBIERTOS,,
7010,176840.0,4137,CETIRIZINA 10 MG / 20 COMPRIMIDOS,,
22546,175295.0,6191,CEFUROXIMA 500 MG / 20 COMPRIMIDOS RECUBIERTOS,,
7011,174824.0,6216,CETIRIZINA + PSEUDOEFEDRINA 5 /120 MG / 20COMPRIMIDOS LIBERACION MODIFICADA,,
9299,174311.0,2510,ETORICOXIB 60 MG / 28 COMPRIMIDOS RECUBIERTOS,,
719,172777.0,4768,PANTOPRAZOL 20 MG / 28 COMPRIMIDOS,,
1168,168000.0,6930,ACENOCUMAROL 1 MG / 60 COMPRIMIDOS,,
22545,167539.0,3334,CEFUROXIMA 500 MG / 10 COMPRIMIDOS RECUBIERTOS,,
7034,167380.0,2117,EBASTINA 20 MG / 20 COMPRIMIDOS,,
720,165064.0,3455,PANTOPRAZOL 40 MG / 28 COMPRIMIDOS,,
6361,160020.0,6761,"ALPRAZOLAM 0,5 MG / 30 COMPRIMIDOS",,
5505,154910.0,5614,CICLOBENZAPRINA 10 MG / 30 CAPSULAS,,
6897,154323.0,5049,ACETILCISTEINA 600 MG / 20 COMPRIMIDOS EFERVESCENTES (NO FINANCIABLE),,
6971,153012.0,2405,"CLOPERASTINA 3,54 MG EN 1 ML / 1 JARABE DE 200 ML (NO FINANCIABLE)",,
1255,152578.0,4645,CLOPIDOGREL 75 MG / 28 COMPRIMIDOS RECUBIERTOS,,
2564,151608.0,6763,AMLODIPINO 5 MG / 30 COMPRIMIDOS,,
5210,141792.0,4214,DICLOFENACO 50 MG / 40 COMPRIMIDOS,,
8615,140415.0,3555,OMEPRAZOL 40 MG / 28 CAPSULAS,,
6360,139846.0,6868,"ALPRAZOLAM 0,25 MG / 30 COMPRIMIDOS",,
2694,139739.0,2016,ENALAPRIL 20 MG / 28 COMPRIMIDOS,,
24213,138502.0,2080,DEXKETOPROFENO 25 MG / 20 CAPSULAS DURAS,,
11941,138277.0,6596,IBUPROFENO CON SAL (ARGININA)  600 MG / 40 SOBRES,,
10100,137092.0,2186,DEXKETOPROFENO 25 MG / 20 SOBRES,,
10101,135437.0,3282,FENOFIBRATO 145 MG / 30 COMPRIMIDOS,,
6723,133179.0,4211,MOMETASONA 50 MCG EN 1 PULVERIZACION / 1 SPRAY DE 140 PULVERIZACIONES NASALES,,
8587,132746.0,3815,DESLORATADINA 5 MG / 20 COMPRIMIDOS RECUBIERTOS,,
12134,131764.0,2997,"FLUTICASONA FUROATO 27,5 MCG EN 1 PULVERIZACIONES / 1 FRASCO DE 120 PULVERIZACIONES NASALES",,
5939,131327.0,1918,METAMIZOL 2000 MG EN 5 ML / 5 AMPOLLAS DE 5 ML,,
5971,130954.0,4779,PARACETAMOL 650 MG / 20 COMPRIMIDOS,,
12302,130125.0,4686,METFORMINA + SITAGLIPTINA (1000MG/50MG) / 56 COMPRIMIDOS,,
317,128965.0,6403,ABSORBENTE INC ORINA DIA ANAT TALLA MEDIANA / 80 ABSORBENTE,,
8616,128235.0,5435,RUPATADINA 10 MG / 20 COMPRIMIDOS,,
6292,127450.0,5682,DIAZEPAM 5 MG / 40 COMPRIMIDOS,,
5509,125921.0,4266,ALOPURINOL 100 MG / 100 COMPRIMIDOS,,
9220,124161.0,3347,FERROGLICINA 100 MG / 50 CAPSULAS,,
6539,123009.0,6167,TRAZODONA 100 MG / 60 COMPRIMIDOS,,
6291,119608.0,4672,"DIAZEPAM 2,5 MG / 40 COMPRIMIDOS",,
15574,118778.0,6184,ABSORBENTE INC ORINA SUP-NOC ELAST ANAT TALLA GRANDE / 80 ABSORBENTE,,
822,115957.0,5613,"CLEBOPRIDA + SIMETICONA (0,5/200) MG / 45 CAPSULAS",,
803,115508.0,4773,DOMPERIDONA 10 MG / 30 COMPRIMIDOS,,
9210,113851.0,4862,ESCITALOPRAM 10 MG / 28 COMPRIMIDOS RECUBIERTOS,,
612,113539.0,5273,NISTATINA 100000 UI/ML  / 1 FRASCO SUSP  DE 60 ML,,
3683,112990.0,7196,DEFLAZACORT 30 MG / 10 COMPRIMIDOS,,
23184,110586.0,3434,LEVOTIROXINA 50 MCG / 100 COMPRIMIDOS,,
2099,110486.0,5048,"ESTREPTOQUINASA + ESTREPTODORNASA (10/2,5) MILES UI / 40 COMPRIMIDOS",,
23185,109633.0,5070,LEVOTIROXINA 75 MCG / 100 COMPRIMIDOS,,
7802,107855.0,4108,FORMOTEROL + BUDESONIDA 160/4.5 MCG EN 1 DOSIS / 1 INHALADOR TURBUHALER DE 120 DOSIS,,
9525,105348.0,4597,PREGABALINA 25 MG / 56 CAPSULAS,,
5314,103989.0,4275,NAPROXENO 500 MG / 40 COMPRIMIDOS,,
2771,103040.0,5708,SIMVASTATINA 40 MG / 28 COMPRIMIDOS,,
10344,101431.0,2660,"TAMSULOSINA  0,4 MG / 30 COMPRIMIDOS DE LIBERACION PROLONGADA (OCAS)",,
5502,100221.0,6155,TIZANIDINA 2 MG / 30 COMPRIMIDOS,,
8628,98709.0,4467,BROMURO DE TIOTROPIO 18 MCG EN 1 CAPSULA  / 1 INHALADOR HANDIHALER DE 30 CAPSULAS INHALACION,,
13782,98678.0,3931,ROSUVASTATINA 10 MG / 28 COMPRIMIDOS RECUBIERTOS,,
6427,97192.0,6096,LORMETAZEPAM 1 MG / 30 COMPRIMIDOS,,
12679,97009.0,3500,IBUPROFENO CON SAL (ARGININA) 600 MG / 20 SOBRES,,
801,96921.0,3881,DOMPERIDONA 5 MG EN 5 ML / 1 FRASCOS SUSP ORAL DE 200 ML,,
6647,96861.0,4523,BETAHISTINA 8 MG / 60 COMPRIMIDOS,,
6426,96560.0,6671,LORMETAZEPAM 2 MG / 20 COMPRIMIDOS,,
5507,94914.0,2681,ALOPURINOL 300 MG / 30 COMPRIMIDOS,,
9300,93117.0,3854,ETORICOXIB 90 MG / 28 COMPRIMIDOS RECUBIERTOS,,
6336,92514.0,6471,LORAZEPAM 1 MG / 25 COMPRIMIDOS,,
9566,92481.0,4890,GLUCOSAMINA 1500 MG / 30 SOBRES,,
8281,92455.0,4003,"CICLOPIROX 1,5% (1,5 G/ 100 ML) / 1 CHAMPU DE 100 ML",,
17198,91733.0,5513,IBUPROFENO 600 MG / 20 SOBRES EFERVESCENTES,,
7066,90539.0,6479,"TOBRAMICINA 0,3%  (3 MG/1 ML)  / 1 COLIRIO DE 5 ML",,
10340,90280.0,4622,EBASTINA 20 MG / 20 COMPRIMIDOS BUCODISPERSABLES / LIOTABS,,
824,90273.0,7216,CINITAPRIDA 1 MG / 50 COMPRIMIDOS,,
3690,90106.0,5834,LEVOTIROXINA 100 MCG / 100 COMPRIMIDOS,,
726,89647.0,3697,LANSOPRAZOL 30 MG / 28 CAPSULAS,,
3043,87938.0,3286,MUPIROCINA 20 MG EN 1 G / 1 POMADA DE 15 G,,
17386,87937.0,7991,"AGUJA PLUMAS INSULINA 31G (0,25 X 8) MM / 100 AGUJA (DISPENSACION EN CENTROS SANITARIOS)",,
16153,86849.0,3503,"DUTASTERIDE + TAMSULOSINA (0,5/0,4)MG / 30 CAPSULAS DURAS",,
8471,85728.0,6461,PAROXETINA 20 MG / 56 COMPRIMIDOS,,
22089,85157.0,5784,LEVOFLOXACINO 500 MG / 14 COMPRIMIDOS RECUBIERTOS CON PELICULA,,
4357,85118.0,6515,CLARITROMICINA 500 MG / 14 COMPRIMIDOS RECUBIERTOS,,
9149,84993.0,5822,ESOMEPRAZOL 40 MG / 28 COMPRIMIDOS,,
3076,84879.0,2550,"METILPREDNISOLONA 0,1% (1 MG EN 1 G) / 1 CREMA DE 30 G",,
1410,84846.0,4458,ACIDO FOLICO 5 MG / 28 COMPRIMIDOS,,
5294,84328.0,3111,IBUPROFENO 600 MG / 30 COMPRIMIDOS RECUBIERTOS,,
2269,83773.0,1799,DOXAZOSINA (NEO) 4 MG / 28 COMPRIMIDOS LIBERACION RETARDADA,,
8450,83399.0,2608,"CIPROFLOXACINO + FLUOCINOLONA (3/0,25)MG EN 1 ML / 1 GOTAS OTICAS DE 10 ML",,
2929,83226.0,5603,KETOCONAZOL 2% (20 MG EN 1 ML) / 1GEL DE 100 ML,,
8902,83095.0,1607,ESCOPOLAMINA BUTILBROMURO 10 MG / 60 COMPRIMIDOS RECUBIERTOS,,
9107,82964.0,6937,EZETIMIBA 10 MG / 28 COMPRIMIDOS,,
786,82044.0,3219,METOCLOPRAMIDA 10 MG / 30 COMPRIMIDOS,,
7154,81193.0,5870,"LATANOPROST 0,005%  (0,05 MG EN 1 ML)  / 1 COLIRIO DE 2,5 ML",,
6319,80836.0,5092,CLORAZEPATO DIPOTASICO 5 MG / 30 CAPSULAS,,
6889,79883.0,5298,MONTELUKAST 10 MG / 28 COMPRIMIDOS,,
3044,79220.0,6773,MUPIROCINA 20 MG EN 1 G / 1 POMADA DE 30 G,,
22556,78510.0,2906,AMOXICILINA 500 MG / 30 CAPSULAS,,
7033,78264.0,6961,EBASTINA 10 MG / 20 COMPRIMIDOS,,
8965,77801.0,1782,IPRATROPIO 20 MCG EN 1 PULVERIZACIONES / 1 INHALADOR DE 200 PULVERIZACIONES,,
2732,77266.0,5159,"ENALAPRIL + HIDROCLOROTIAZIDA (20/12,5) MG / 28 COMPRIMIDOS",,
5241,76931.0,4616,ACECLOFENACO 100 MG / 40 COMPRIMIDOS,,
5299,76640.0,3421,IBUPROFENO 600 MG / 40 SOBRES EFERVESCENTES,,
683,76343.0,5067,RANITIDINA 150 MG / 28 COMPRIMIDOS,,
9202,75562.0,6143,PARACETAMOL 1000 MG / 40 SOBRES EFERVESCENTES,,
8360,74754.0,5800,VALSARTAN 160 MG / 28 COMPRIMIDOS RECUBIERTOS,,
9197,74525.0,6083,OLMESARTAN 20 MG / 28 COMPRIMIDOS,,
6988,73956.0,2743,DEXCLORFENIRAMINA 2 MG / 20 COMPRIMIDOS,,
6510,73653.0,4866,PAROXETINA 20 MG / 28 COMPRIMIDOS,,
753,73486.0,3495,OTILONIO BROMURO 40 MG / 60 GRAGEAS,,
22587,73473.0,5186,AMOXICILINA 750 MG / 20 COMPRIMIDOS,,
712,72966.0,4572,OMEPRAZOL 20 MG / 14 CAPSULAS,,
9152,72509.0,2896,ESOMEPRAZOL 20 MG / 28 COMPRIMIDOS,,
2565,72433.0,7254,AMLODIPINO 10 MG / 30 COMPRIMIDOS,,
6512,72140.0,2748,SERTRALINA 50 MG / 30 COMPRIMIDOS,,
2524,72130.0,7107,BISOPROLOL 5 MG / 60 COMPRIMIDOS,,
10093,71190.0,2010,DULOXETINA 60 MG / 28 CAPSULAS,,
6900,71106.0,2081,ACETILCISTEINA 200 MG / 30 SOBRES (NO FINANCIABLE),,
8144,70680.0,7070,SALMETEROL + FLUTICASONA 50/500 MCG EN 1 DOSIS / 1 INHALADOR ACCUHALER DE 60 DOSIS,,
1372,70382.0,6286,HIERRO SULFATO 525 MG / 30 COMPRIMIDOS DE LIBERACION GRADUAL,,
8207,70317.0,5897,ACETILSALICILICO ACIDO 300 MG / 30 COMPRIMIDOS,,
5293,70308.0,3980,IBUPROFENO 400 MG / 30 COMPRIMIDOS RECUBIERTOS,,
1066,69688.0,5858,BIOTINA 5 MG / 40 COMPRIMIDOS,,
3077,69572.0,6048,"METILPREDNISOLONA 0,1% (1 MG EN 1 G) / 1 CREMA DE 60 G",,
2912,68657.0,6254,CLOTRIMAZOL 1% (10 MG/ 1 G) / 1 CREMA DE 30 G,,
8746,68103.0,5968,LEVOCETIRIZINA  5 MG / 20 COMPRIMIDOS,,
1380,67091.0,3133,HIERRO PROTEINSUCCINILATO 40 MG EN 15 ML / 20 AMPOLLAS BEBIBLES DE 15 ML,,
3078,66996.0,2079,"METILPREDNISOLONA 0,1% (1 MG EN 1 G) / 1 EMULSION DE 50 G",,
11986,66492.0,5683,CALCIO CARBONATO + COLECALCIFEROL (1500MG (600MG CA)/400UI)  / 60 COMPRIMIDOS BUCODISPERSABLES,,
22588,65350.0,6708,AMOXICILINA 750 MG / 30 COMPRIMIDOS,,
7028,65188.0,5297,LORATADINA 10 MG / 20 COMPRIMIDOS,,
7170,64985.0,3927,"LEVOCABASTINA 0,05% (0,5 MG EN 1 ML) / 1 COLIRIO DE 4 ML",,
11921,64576.0,7173,BECLOMETASONA + FORMOTEROL (100/ 6)MCG / 1 INHALADOR DE 120 PULSACIONES,,
1218,64136.0,5670,"ENOXAPARINA 4000 UI EN 0,4 ML / 10 JERINGA DE 0,4 ML",,
5211,64013.0,6524,DICLOFENACO 75 MG / 40 COMPRIMIDOS  LIBERACION MODIFICADA,,
23183,63431.0,2040,LEVOTIROXINA 25 MCG / 100 COMPRIMIDOS,,
1398,63252.0,4067,CIANOCOBALAMINA 1 MG EN 2 ML / 5 AMPOLLAS DE 2 ML,,
5495,63056.0,4057,METOCARBAMOL 500 MG / 20 COMPRIMIDOS,,
16888,62385.0,5193,"CICLOPIROX 80 MG/G / 1 BARNIZ DE UÑAS MEDICAMENTOSO DE 6,6 ML",,
1024,62336.0,5635,RETINOL 50000 UI / 10 CAPSULAS,,
1106,61697.0,3230,CALCIO CARBONATO + COLECALCIFEROL (1250MG (500MG CA)/400UI) / 60 COMPRIMIDOS MASTICABLES,,
2332,61440.0,1869,TORASEMIDA 5 MG / 30 COMPRIMIDOS,,
1107,61347.0,2446,CALCIO CARBONATO + COLECALCIFEROL (1500MG (600MG CA) /400UI)  / 60 COMPRIMIDOS MASTICABLES,,
8762,61269.0,1945,FORMOTEROL + BUDESONIDA 9/320 MCG EN 1 DOSIS / 1 INHALADOR TURBUHALER DE 60 DOSIS,,
5970,61203.0,6941,PARACETAMOL 500 MG / 20 COMPRIMIDOS,,
6538,60988.0,5554,TRAZODONA 100 MG / 30 COMPRIMIDOS,,
22557,60659.0,6229,AMOXICILINA 1000 MG / 20 COMPRIMIDOS,,
7984,60352.0,4816,"ALPRAZOLAM 0,5 MG (RETARD) / 30 COMPRIMIDOS LIBERACION RETARDADA",,
3183,60074.0,4661,"PREDNICARBATO 0.25% (2,5 MG/1 G) / 1 CREMA DE 30 G",,
9206,59939.0,2007,"VALSARTAN + HIDROCLOROTIAZIDA (160/12,5) MG / 28 COMPRIMIDOS RECUBIERTOS",,
6406,59187.0,4293,HIDROXIZINA 25 MG / 50 COMPRIMIDOS,,
5280,58927.0,5310,MELOXICAM 15 MG / 20 COMPRIMIDOS,,
2535,58924.0,5248,NEBIVOLOL 5 MG / 28 COMPRIMIDOS,,
9199,58913.0,5390,OLMESARTAN 40 MG / 28 COMPRIMIDOS,,
8143,58779.0,4502,SALMETEROL + FLUTICASONA 50/250 MCG EN 1 DOSIS / 1 INHALADOR ACCUHALER DE 60 DOSIS,,
13029,58731.0,2121,POTASIO IODURO + CIANOCOBALAMINA + ACIDO FOLICO (200/2/400) MCG / 28 COMPRIMIDOS,,
13784,58266.0,3008,ROSUVASTATINA 20 MG / 28 COMPRIMIDOS RECUBIERTOS,,
2708,57780.0,3202,RAMIPRIL 5 MG / 28 COMPRIMIDOS,,
8100,57513.0,2280,"CAPSAICINA 0,075% (0,75MG / 1 G) / 1 CREMA DE 30 G",,
2928,57163.0,4451,KETOCONAZOL 20 MG EN 1 G / 1 CREMA DE 30 G,,
24310,56690.0,3427,"PARACETAMOL + TRAMADOL (325/37,5)MG / 60 COMPRIMIDOS RECUBIERTOS",,
2109,56355.0,3269,"DIGOXINA 0,25 MG / 50 COMPRIMIDOS",,
12030,55956.0,4386,METFORMINA + VILDAGLIPTINA (850/50) MG / 60 COMPRIMIDOS RECUBIERTOS,,
12031,55948.0,5272,METFORMINA + VILDAGLIPTINA (1000/50) MG / 60 COMPRIMIDOS RECUBIERTOS,,
3190,55883.0,3172,"CLOBETASOL 0,05% (0,5 MG /1 G) / 1 CREMA DE 30 G",,
10094,55777.0,2329,DULOXETINA 30 MG / 28 CAPSULAS,,
3500,55600.0,3850,SERENOA REPENS EXTO 160 MG / 60 CAPSULAS,,
6295,55409.0,3210,DIAZEPAM 5 MG / 100 COMPRIMIDOS,,
2763,55263.0,6844,TELMISARTAN 80 MG / 28 COMPRIMIDOS,,
15902,54081.0,2843,MOXIFLOXACINO 5 MG EN 1 ML / 1 COLIRIO DE 5 ML,,
10600,54041.0,5658,ACIDO IBANDRONICO 150 MG / 1 COMPRIMIDOS RECUBIERTOS,,
2966,53632.0,4068,AMOROLFINA 250 MG EN 5 ML / 1 FRASCO USO EXTERNO DE 5 ML,,
68,53506.0,4174,GASA ESTERIL ALGODON HIDROFILO COMPRESA / 100 COMPRESA,,
8589,53454.0,7176,BUDESONIDA 64 MCG EN 1 PULVERIZACIÓN NASAL / 120 PULVERIZACIONES,,
17402,53418.0,3497,DENOSUMAB 60 MG/ ML / 1 SOLUCION INYECTABLE EN JERINGA PRECARGADA DE 1 ML,,
6102,53363.0,4739,"CLONAZEPAM 0,5 MG / 60 COMPRIMIDOS",,
7205,53216.0,7218,FLUOCINOLONA + NEOMICINA + POLIMIXINA B 5 MG / 70 MG / 200 MILES UI EN 1 ML / 1 FRASCO GOTAS OTICAS DE 10 ML,,
11583,52957.0,6542,"CAPSAICINA 0,075% (0,75MG / 1 G) / 1 CREMA DE 50 G",,
4521,52663.0,4522,NORFLOXACINO 400 MG / 14 COMPRIMIDOS,,
9176,52522.0,6429,"AMOXICILINA + CLAVULANICO 1000/62,5 MG / 28 COMPRIMIDOS LIBERACION RETARDADA",,
8361,52475.0,3458,VALSARTAN 80 MG / 28 COMPRIMIDOS RECUBIERTOS,,
6468,52346.0,5734,AMITRIPTILINA 10 MG / 24 COMPRIMIDOS RECUBIERTOS,,
4538,52307.0,5596,MOXIFLOXACINO 400 MG / 7 COMPRIMIDOS,,
1405,52063.0,6873,CIANOCOBALAMINA + ACIDO FOLICO (2/400) MCG / 28 COMPRIMIDOS,,
16938,51900.0,1907,PITAVASTATINA 2 MG / 28 COMPRIMIDOS RECUBIERTOS CON PELICULA,,
5973,51818.0,3168,PARACETAMOL 1000 MG / 20 COMPRIMIDOS EFERVESCENTES,,
8095,51781.0,5836,LEVOSULPIRIDA 25 MG / 60 COMPRIMIDOS,,
10213,51642.0,5627,"ENOXAPARINA 4000 UI/ 0,4 ML 30 JERINGA PRECARGADA 0,4 ML",,
728,51184.0,6853,RABEPRAZOL 20 MG / 28 COMPRIMIDOS ENTERICOS,,
3184,50098.0,2955,"PREDNICARBATO 0.25% (2,5 MG/1 G) / 1 CREMA DE 60 G",,
22697,49932.0,1757,METRONIDAZOL 250 MG / 21 COMPRIMIDOS,,
2365,49846.0,5671,PENTOXIFILINA 600 MG / 60 COMPRIMIDOS LIBERACION RETARDADA,,
918,49727.0,2443,SALES PARA REHIDRATACION ORAL HIPOSODICA ( GLUCOSA 2 G EN 100 ML) / 5 SOBRES,,
2695,49246.0,4894,ENALAPRIL 5 MG / 60 COMPRIMIDOS,,
2707,49221.0,3239,"RAMIPRIL 2,5 MG / 28 COMPRIMIDOS",,
17087,48671.0,2019,TAPENTADOL 50 MG / 60 COMPRIMIDOS DE LIBERACION GRADUAL,,
6362,48554.0,4407,ALPRAZOLAM 1 MG / 30 COMPRIMIDOS,,
8479,47972.0,2011,ATORVASTATINA 80 MG / 28 COMPRIMIDOS,,
15895,47783.0,1758,QUETIAPINA 25 MG / 60 COMPRIMIDOS RECUBIERTOS,,
1016,47649.0,5007,REPAGLINIDA 1 MG / 90 COMPRIMIDOS,,
6934,47471.0,2728,CODEINA 10 MG EN 5 ML / 1 FRASCO SOL ORAL DE 250 ML (NO FINANCIABLE),,
11511,47362.0,5926,CALCIO CARBONATO + COLECALCIFEROL (2500MG (1000MG CA) /880UI) / 2X15 COMPRIMIDOS EFERVESCENTES,,
2509,47292.0,5937,ATENOLOL 50 MG / 60 COMPRIMIDOS,,
2142,47265.0,2945,AMIODARONA 200 MG / 30 COMPRIMIDOS,,
10691,47133.0,3877,CALCIO CARBONATO + COLECALCIFEROL (2500MG (1000MG CA)/880UI) / 30 GRANULADO EFERVESCENTE,,
9528,47097.0,1769,PREGABALINA 150 MG / 56 CAPSULAS,,
2756,46986.0,4098,CANDESARTAN 16 MG / 28 COMPRIMIDOS,,
1017,46802.0,6445,REPAGLINIDA 2 MG / 90 COMPRIMIDOS,,
4562,46762.0,6870,FOSFOMICINA 500 MG / 24 CAPSULAS,,
6290,46629.0,3796,DIAZEPAM 10 MG / 30 COMPRIMIDOS,,
684,46477.0,3978,RANITIDINA 300 MG / 28 COMPRIMIDOS,,
6911,46147.0,2930,CARBOCISTEINA 2700 MG / 20 SOBRES (NO FINANCIABLE),,
2780,45888.0,4596,PRAVASTATINA 20 MG / 28 COMPRIMIDOS,,
6553,44895.0,6020,VENLAFAXINA 75 MG / 30 CAPSULAS LIBERACION RETARDADA,,
11958,44129.0,2406,VALSARTAN + AMLODIPINO (160/ 5)MG / 28 COMPRIMIDOS RECUBIERTOS,,
23062,44083.0,1851,CARBOCISTEINA 2700 MG / 8 SOBRES (NO FINANCIABLE),,
6405,44047.0,2529,HIDROXIZINA 25 MG / 25 COMPRIMIDOS,,
11787,44016.0,6452,AMBROXOL 30 MG EN 5 ML / 1 JARABE DE 250 ML (NO FINANCIABLE),,
5799,43931.0,5811,"FENTANILO 25 MCG-HORA (2,5 MG) /  5 PARCHE TRANSDERMICO",,
22457,43890.0,2781,BECLOMETASONA + FORMOTEROL 100/ 6 MCG / 1 INHALADOR NEXTHALER DE 120 PULSACIONES,,
22549,43701.0,2541,CEFUROXIMA 500 MG / 15 COMPRIMIDOS RECUBIERTOS,,
8458,43354.0,5953,INSULINA ASPARTA 100 UI EN 1 ML / 5 JERINGA PRECARGADA DE 3 ML,,
16219,42838.0,3335,ESCITALOPRAM 10 MG / 56 COMPRIMIDOS RECUBIERTOS CON PELICULA,,
2520,42771.0,5301,BISOPROLOL 5 MG / 28 COMPRIMIDOS,,
23178,42556.0,3663,LEVOTIROXINA 125 MCG / 100 COMPRIMIDOS,,
6499,42428.0,1702,FLUOXETINA 20 MG / 28 CAPSULAS,,
2364,42255.0,2123,PENTOXIFILINA 400 MG / 60 COMPRIMIDOS LIBERACION RETARDADA,,
8094,42074.0,6982,LEVOSULPIRIDA 25 MG / 30 COMPRIMIDOS,,
6355,41989.0,4376,KETAZOLAM 15 MG / 30 CAPSULAS,,
5308,41692.0,3599,NAPROXENO 550 MG / 10 COMPRIMIDOS,,
15941,41542.0,2958,SILODOSINA 8 MG / 30 CAPSULAS DURAS,,
5239,41328.0,2377,ACECLOFENACO 100 MG / 20 COMPRIMIDOS,,
6917,41131.0,3205,AMBROXOL 15 MG EN 5 ML / 1 JARABE DE 200 ML (NO FINANCIABLE),,
23016,41075.0,7104,DESVENLAFAXINA 50 MG / 28 COMPRIMIDOS DE LIBERACION GRADUAL,,
9390,41072.0,2755,CEFDITORENO 400 MG / 10 COMPRIMIDOS RECUBIERTOS,,
8663,41000.0,4159,CIANOCOBALAMINA + DEXAMETASONA + TIAMINA + LIDOCAINA (250MCG / 4MG / 50MG / 60MG) EN 2 ML / 6 AMPOLLAS DE 2 ML(NO FINANCIABLE),,
11908,40818.0,5832,ALENDRONATO + COLECALCIFEROL  70 MG/5600 UI / 4 COMPRIMIDOS,,
3268,40751.0,7209,CLOTRIMAZOL 2% (20 MG/ 1 G) / 1 CREMA VAGINAL DE 20 G,,
8487,40736.0,3717,"TELMISARTAN + HIDROCLOROTIAZIDA (80/12,5) MG / 28 COMPRIMIDOS",,
